날짜,조식,중식,석식,breakfast_embedding,lunch_embedding,dinner_embedding
2024-09-05(목),밥,밥,흑미밥,,,
2024-09-05(목),해물순두부찌개(01)(05)(06)(08)(09)(17)(18),닭다리백숙(02)(15)(16),소고기된장찌개(16),"[13.31, 16.19, 25.76, [1, 0, 0, 0, 0]]","[46.0, 14.0, 29.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-09-05(목),볼어묵볶음(05)(06)(18),도토리묵무침(05)(06),컬리플라워굴소스볶음(05)(06)(09)(18),"[14.2, 4.9, 7.19, [1, 0, 0, 0, 0]]","[8.78, 0.82, 0.66, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-09-05(목),미트볼토마토소스조림(02)(05)(06)(10)(12),오징어젓무침(17),매콤닭불구이(02)(05)(06)(10)(12)(15)(16),"[0, 0, 0, [0, 0, 0, 0, 1]]","[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-09-05(목),가공우유(딸기맛)(02),겉절이김치(09),배추김치(09),"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2024-09-05(목),배추김치(09),,,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-09-05(목),"생수(500ML,후식)",,,"[29.0, 2.2, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-09-06(금),밥,현미밥,후리카케밥(소량)(01)(05)(06),,,
2024-09-06(금),물만둣국(01)(02)(05)(06)(10)(12)(15)(16),명태매운탕(05)(06),종합어묵국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[26.0, 0.0, 12.0, [1, 0, 0, 0, 0]]"
2024-09-06(금),고추참치볶음(05)(06)(12)(16)(18),깐풍돈가스(05)(06)(10),떡볶이(05)(06),"[55.0, 9.0, 14.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[60.42, 2.91, 6.97, [1, 0, 0, 0, 0]]"
2024-09-06(금),햄감자채볶음(05)(06)(10)(18),어묵야채조림(05)(06)(18),모듬튀김(05)(06)(15),"[18.0, 7.0, 4.0, [1, 0, 0, 0, 0]]","[19.46, 3.84, 5.02, [1, 0, 0, 0, 0]]","[7.32, 2.88, 1.84, [1, 0, 0, 0, 0]]"
2024-09-06(금),열무김치,실곤약채소무침,구운달걀,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0.38, 4.95, 6.26, [1, 0, 0, 0, 0]]"
2024-09-06(금),"우유(백색우유(200ML,연간))(02)",배추김치(09),단무지,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,"[0.98, 0.06, 0.21, [1, 0, 0, 0, 0]]"
2024-09-06(금),,,거봉포도,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-09-07(토),미니소시지구이(05)(06)(10),크림스파게티(01)(02)(05)(06)(10),밀쌀밥,"[0, 0, 0, [0, 0, 0, 0, 1]]","[30.25, 12.87, 9.4, [1, 0, 0, 0, 0]]",
2024-09-07(토),탄두리치킨또띠아(05)(15),치즈함박스테이크&소스,소갈비탕(완)(05)(06)(16),"[0, 0, 0, [0, 0, 0, 0, 1]]","[77.0, 31.0, 35.0, [1, 0, 0, 0, 0]]","[11.63, 31.26, 33.29, [1, 0, 0, 0, 0]]"
2024-09-07(토),메추리알샐러드(01),모듬피클,돼지고기김치볶음(05)(09)(10),"[18.0, 11.0, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]"
2024-09-07(토),시리얼(2)(05),마늘빵(02)(05)(06),연두부양념장(05)(06)(18),"[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]","[8.0, 1.0, 1.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-09-07(토),파인애플스틱,고구마샐러드(완)(01)(02)(05),열무김치,"[12.63, 0.12, 0.54, [1, 0, 0, 0, 0]]","[29.0, 16.0, 1.0, [1, 0, 0, 0, 0]]",
2024-09-07(토),"우유(백색우유(200ML,연간))(02)",,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-09-08(일),밥,날치알김치덮밥(05)(06)(09)(18),보리밥,,,
2024-09-08(일),맑은순두부계란탕(01)(05)(06)(16),돈코츠숙주국(10),꽃게해물탕(05)(06)(08)(09)(16)(17)(18),"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-09-08(일),스팸짜글이(05)(06)(10)(16)(18),치즈계란찜(01)(02),콩나물불고기(05)(06)(10)(18),"[0, 0, 0, [0, 0, 0, 0, 1]]","[59.0, 10.0, 14.0, [1, 0, 0, 0, 0]]","[5.0, 9.69, 10.21, [1, 0, 0, 0, 0]]"
2024-09-08(일),김자반,단무지무침,마늘쫑무침,"[3.93, 4.58, 3.51, [1, 0, 0, 0, 0]]","[3.3, 1.28, 0.72, [1, 0, 0, 0, 0]]","[11.05, 2.72, 2.29, [1, 0, 0, 0, 0]]"
2024-09-08(일),계란후라이(완)(01)(05),열무김치,배추김치(09),"[0.43, 6.76, 6.24, [1, 0, 0, 0, 0]]",,
2024-09-08(일),겉절이김치(09),밀크티,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[30.0, 7.0, 10.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-09-08(일),"우유(백색우유(200ML,연간))(02)",,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-09-09(월),밥,찹쌀밥,마파두부덮밥(05)(06)(10)(15)(18),,,
2024-09-09(월),배추쇠고기국(05)(06)(16),쇠고기미역국(05)(06)(16),게살계란탕(01)(05)(06)(16)(18),"[0, 0, 0, [0, 0, 0, 0, 1]]","[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-09-09(월),베이컨감자채볶음(05)(06)(10),비엔나소시지야채볶음(02)(05)(06)(10)(12)(16)(18),탕수육(02)(05)(06)(09)(10),"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[21.58, 7.98, 9.0, [1, 0, 0, 0, 0]]"
2024-09-09(월),오징어볶음(05)(06)(17)(18),오리불고기(05)(06)(18),양상추샐러드(오리엔탈),"[8.66, 4.59, 12.41, [1, 0, 0, 0, 0]]","[5.14, 7.57, 11.76, [1, 0, 0, 0, 0]]","[8.84, 3.66, 1.45, [1, 0, 0, 0, 0]]"
2024-09-09(월),총각김치,쌈무(13),깍두기(09),,"[0.6, 0.04, 0.16, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2024-09-09(월),"우유(백색우유(200ML,연간))(02)",배추김치(09),"아이스크림 콘,완제품(02)","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,"[3.16, 0.28, 0.32, [1, 0, 0, 0, 0]]"
2024-09-10(화),구운달걀,낙지수제비(05)(06)(09)(17),밥,"[0.38, 4.95, 6.26, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2024-09-10(화),모듬피클,밀쌀밥,햄듬뿍찌개(01)(02)(05)(06)(09)(10)(15)(16)(18),"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-09-10(화),불고기마요브리또(02)(06)(16),돼지고기채소볶음(05)(06)(10)(18),쇠고기버섯볶음(05)(06)(16)(18),"[35.0, 15.0, 14.0, [1, 0, 0, 0, 0]]","[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]","[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]"
2024-08-17(토),대패삼겹살볶음밥(완)(02)(05)(06)(09)(10)(16),구운달걀,밥,,"[0.38, 4.95, 6.26, [1, 0, 0, 0, 0]]",
2024-08-17(토),유부장국(01)(05)(06),순살족발새우젓(04)(05)(06)(09)(10)(16)(18),부대찌개(완),"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]"
2024-08-17(토),어묵핫바(01)(05),무말랭이무침(완),매콤찜닭(05)(06)(15)(18),"[22.0, 1.7, 11.0, [1, 0, 0, 0, 0]]","[30.6, 7.42, 4.62, [1, 0, 0, 0, 0]]","[32.0, 1.5, 2.0, [1, 0, 0, 0, 0]]"
2024-08-17(토),계란후라이(완)(01)(05),우유생크림카스테라,취나물무침(05)(06)(18),"[0.43, 6.76, 6.24, [1, 0, 0, 0, 0]]","[37.0, 16.0, 6.0, [1, 0, 0, 0, 0]]","[5.64, 1.18, 3.14, [1, 0, 0, 0, 0]]"
2024-08-17(토),파인애플스틱,겉절이김치(09),배추김치(09),"[12.63, 0.12, 0.54, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2024-08-17(토),"(주문자상표부착)웅진식품, 815사이다, 250mL/캔",,,"[28.97, 0.27, 0.15, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-18(일),밥,쇠고기떡국(01)(05)(06)(16),대패삼겹살굴소스덮밥(05)(06)(10)(18),,"[0.0, 2.5, 20.0, [1, 0, 0, 0, 0]]",
2024-08-18(일),맑은순두부계란탕(01)(05)(06),보리밥,얼큰콩나물국(05)(06),"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]"
2024-08-18(일),오징어볶음(05)(06)(17)(18),오리간장불고기(완)(05),계란찜(01),"[8.66, 4.59, 12.41, [1, 0, 0, 0, 0]]","[5.14, 7.57, 11.76, [1, 0, 0, 0, 0]]","[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]"
2024-08-18(일),애호박베이컨볶음(02)(05)(06)(10)(18),볼어묵볶음(05)(06)(18),단무지무침,"[0, 0, 0, [0, 0, 0, 0, 1]]","[14.2, 4.9, 7.19, [1, 0, 0, 0, 0]]","[3.3, 1.28, 0.72, [1, 0, 0, 0, 0]]"
2024-08-18(일),배추김치(09),깍두기(09),배추김치(09),,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",
2024-08-18(일),이온음료,,,"[38.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-18(일),"우유(백색우유(200ML,연간))(02)",,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-19(월),밥,찹쌀밥,밥,,,
2024-08-19(월),소고기된장찌개(16),쇠고기미역국(05)(06)(16),닭곰탕(02)(15)(16),"[0, 0, 0, [0, 0, 0, 0, 1]]","[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]"
2024-08-19(월),베이컨소시지볶음(01)(05)(06)(10)(18),불낙볶음(05)(06)(16)(17),매운콩나물잡채(05)(06)(18),"[0, 0, 0, [0, 0, 0, 0, 1]]","[66.0, 2.0, 5.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-19(월),계란말이(완)(01),참나물무침(05)(06)(18),스팸김치볶음(05)(06)(09)(10),"[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]","[3.8, 0.79, 2.18, [1, 0, 0, 0, 0]]","[26.0, 6.0, 3.0, [1, 0, 0, 0, 0]]"
2024-08-19(월),석박지(09),약과(06),총각김치,"[3.93, 0.14, 0.81, [1, 0, 0, 0, 0]]","[19.87, 3.99, 2.1, [1, 0, 0, 0, 0]]",
2024-08-19(월),"우유(백색우유(200ML,연간))(02)",배추김치(09),,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-20(화),밥,흑미밥,밥,,,
2024-08-20(화),얼큰쇠고기무국(05)(06)(16),돈등뼈감자탕(05)(06)(10),쇠고기두부탕국(05)(06)(16),"[9.6, 3.4, 10.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-20(화),새우살야채볶음(05)(06)(09)(18),조기구이(05)(06),모듬버섯볶음(05)(06)(18),"[0, 0, 0, [0, 0, 0, 0, 1]]","[0.0, 2.53, 14.18, [1, 0, 0, 0, 0]]","[6.3, 2.39, 3.27, [1, 0, 0, 0, 0]]"
2024-08-20(화),미트볼채소볶음(02)(05)(06)(10)(12)(15)(16)(18),맛김,돼지고기채소볶음(05)(06)(10)(18),"[0, 0, 0, [0, 0, 0, 0, 1]]","[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]"
2024-08-20(화),가공우유(초코맛)(02),계란말이(01),열무김치,"[0, 0, 0, [0, 0, 0, 0, 1]]","[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]",
2024-08-20(화),배추김치(09),석박지(09),,,"[3.93, 0.14, 0.81, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-20(화),"생수(500ML,후식)",멜론(여름),,"[29.0, 2.2, 6.0, [1, 0, 0, 0, 0]]","[8.16, 0.19, 0.84, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-21(수),밥,마파두부덮밥(05)(06)(10)(15)(18),보리밥,,,
2024-08-21(수),해물순두부찌개(01)(05)(06)(08)(09)(17)(18),게살계란탕(01)(05)(06)(18),만두육개장(01)(02)(05)(06)(10)(12)(15)(16),"[13.31, 16.19, 25.76, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-21(수),닭가슴살채소볶음(05)(06)(15)(18),버섯청경채볶음(05)(06)(18),쇠고기불고기(05)(06)(16)(18),"[5.8, 1.2, 24.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[9.74, 13.22, 36.47, [1, 0, 0, 0, 0]]"
2024-08-21(수),비엔나소시지구이&케첩(05)(06)(10),탕수육(02)(05)(06)(09)(10),콩부각멸치볶음(05)(06)(18),"[10.0, 23.0, 12.0, [1, 0, 0, 0, 0]]","[21.58, 7.98, 9.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-21(수),겉절이김치(09),단무지,배추김치(09),"[0, 0, 0, [0, 0, 0, 0, 1]]","[0.98, 0.06, 0.21, [1, 0, 0, 0, 0]]",
2024-08-21(수),"우유(백색우유(200ML,연간))(02)","㈜케이헬스바이오, 프로루틴단백질음료 코코아, 250mL",,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[26.58, 5.82, 8.8, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-22(목),참치마요오믈렛(완)(01),밀쌀밥,지파이싸이버거(01)(02)(05)(06)(15),"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-22(목),소시지구이(01)(05),맑은콩나물국(05)(06),뿌링클감자튀김(01)(02)(04)(05)(06),"[23.0, 20.0, 11.0, [1, 0, 0, 0, 0]]","[3.0, 1.0, 5.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-22(목),와플소스(06),닭윙구이(05)(15),무피클,"[8.0, 0.7, 1.0, [1, 0, 0, 0, 0]]","[12.0, 11.0, 14.0, [1, 0, 0, 0, 0]]","[2.68, 0.12, 0.4, [1, 0, 0, 0, 0]]"
2024-08-22(목),살사푸실리샐러드(완)(05)(06)(12)(16),쪽갈비구이(05)(10),치즈볼케첩(02)(05)(06),"[330.0, 75.0, 35.0, [1, 0, 0, 0, 0]]","[9.0, 51.2, 29.4, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-22(목),시리얼(2)(05)(06),고구마샐러드(완)(01)(02)(05),콘샐러드(완)(01)(05),"[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]","[29.0, 16.0, 1.0, [1, 0, 0, 0, 0]]","[19.83, 7.59, 2.32, [1, 0, 0, 0, 0]]"
2024-08-22(목),"우유(백색우유(200ML,연간))(02)",모듬피클,무알콜 맥주,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[32.0, 0.0, 3.0, [1, 0, 0, 0, 0]]"
2024-08-22(목),,"청량음료, 코카콜라음료, 코카콜라제로, 250mL/캔",,"[0, 0, 0, [0, 0, 0, 0, 1]]","[28.97, 0.27, 0.15, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-23(금),밥,현미밥,밥(소량),,,
2024-08-23(금),물만둣국(01)(02)(05)(06)(10)(16),돼지고기김치찌개(09)(10),사골떡만둣국(01)(05)(06)(16),"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]","[202.0, 28.0, 36.0, [1, 0, 0, 0, 0]]"
2024-08-23(금),궁중소고기떡볶음(05)(06)(16)(18),비엔나소시지야채볶음(05)(06)(10)(18),떡갈비구이(01)(05),"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.0, 7.0, 4.0, [1, 0, 0, 0, 0]]"
2024-08-23(금),애호박새우볶음(05)(06)(09)(18),가쓰오계란말이(01),오징어젓무침(17),"[0, 0, 0, [0, 0, 0, 0, 1]]","[12.0, 9.0, 15.0, [1, 0, 0, 0, 0]]","[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]"
2024-08-23(금),배추김치(09),맛김,겉절이김치(09),,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-23(금),"우유(백색우유(200ML,연간))(02)",열무김치,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-23(금),에너지바(02)(04)(05)(06),,,"[19.0, 11.0, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-24(토),햄토마토소스닭가슴살(02)(05)(06)(10)(12)(15),셀프명란마요주먹밥(01),보리밥,"[53.0, 6.0, 15.0, [1, 0, 0, 0, 0]]",,
2024-08-24(토),구운달걀,훈제삼겹살구이(05)(06)(10)(15),스팸짜글이(05)(06)(10)(18),"[0.38, 4.95, 6.26, [1, 0, 0, 0, 0]]","[0.62, 29.82, 18.21, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-24(토),모닝빵딸기쨈(01)(02)(05)(06),쌈무(13),돼지고기애호박찌개(05)(06)(09)(10),"[0, 0, 0, [0, 0, 0, 0, 1]]","[0.6, 0.04, 0.16, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-24(토),감자샐러드(완)(01)(02),명이나물절임(05)(06),어묵야채조림(05)(06)(18),"[18.0, 8.0, 2.0, [1, 0, 0, 0, 0]]","[6.15, 0.14, 2.85, [1, 0, 0, 0, 0]]","[19.46, 3.84, 5.02, [1, 0, 0, 0, 0]]"
2024-08-24(토),"우유(백색우유(200ML,연간))(02)",파김치,겉절이김치(09),"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[3.13, 0.12, 0.76, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-24(토),"아이스크림 콘,완제품(02)",,,"[3.16, 0.28, 0.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-25(일),밥,현미밥,옛날도시락비빔밥(01)(05)(09),,,
2024-08-25(일),돈코츠숙주국(10),김치어묵국(05)(06)(09),감자계란국(01)(05)(06),"[0, 0, 0, [0, 0, 0, 0, 1]]","[190.0, 17.0, 38.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-25(일),훈제오리야채볶음(01)(05)(15),콩나물불고기(05)(06)(10)(18),소떡소떡(05)(06)(10)(15),"[100.0, 23.0, 39.0, [1, 0, 0, 0, 0]]","[5.0, 9.69, 10.21, [1, 0, 0, 0, 0]]","[43.32, 13.61, 10.46, [1, 0, 0, 0, 0]]"
2024-08-25(일),쌈무(13),명엽채볶음(05)(06)(18),쇠고기장조림(완)(05)(06)(16)(18),"[0.6, 0.04, 0.16, [1, 0, 0, 0, 0]]","[75.22, 6.21, 0.67, [1, 0, 0, 0, 0]]","[2.86, 7.38, 16.68, [1, 0, 0, 0, 0]]"
2024-08-25(일),배추김치(09),석박지(09),열무김치,,"[3.93, 0.14, 0.81, [1, 0, 0, 0, 0]]",
2024-08-25(일),"우유(백색우유(200ML,연간))(02)",,아이스크림 팩형(02),"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.49, 0.08, 0.0, [1, 0, 0, 0, 0]]"
2024-08-25(일),"생수(500ML,후식)",,,"[29.0, 2.2, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-26(월),밥,찹쌀밥,밥,,,
2024-08-26(월),새우완자탕(05)(06)(08)(09),쇠고기미역국(05)(06)(16),부대찌개(02)(05)(06)(09)(10)(15)(16)(18),"[10.0, 3.0, 8.0, [1, 0, 0, 0, 0]]","[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]"
2024-08-26(월),배추김치볶음(05)(09),매운돼지갈비찜(02)(05)(06)(10)(18),모듬장조림(01)(05)(06)(10)(18),"[4.7, 2.46, 4.98, [1, 0, 0, 0, 0]]","[13.8, 39.27, 31.04, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-26(월),소시지채소볶음(05)(06)(18),콩나물무침(05)(06)(18),계란말이(완)(01),"[0, 0, 0, [0, 0, 0, 0, 1]]","[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]","[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]"
2024-08-26(월),총각김치,빨간메추리알(01)(05)(06),배추김치(09),,"[0.04, 1.0, 1.17, [1, 0, 0, 0, 0]]",
2024-08-26(월),"우유(백색우유(200ML,연간))(02)",초코링도넛,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[32.0, 8.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-26(월),,깍두기(09),,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-27(화),밥,흑미밥,밥,,,
2024-08-27(화),오징어콩나물국(05)(06)(17),쇠고기두부탕국(05)(06)(16),사골곰탕(완)(06)(16),"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0.0, 2.4, 3.0, [1, 0, 0, 0, 0]]"
2024-08-27(화),쇠고기버섯볶음(05)(06)(16)(18),떡갈비잡채(05)(06)(10),스팸두부조림(05)(06)(10)(18),"[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[2.51, 9.94, 6.42, [1, 0, 0, 0, 0]]"
2024-08-27(화),비엔나소시지구이&케첩(05)(06)(10),돼지고기김치볶음(05)(09)(10),오복채무침,"[10.0, 23.0, 12.0, [1, 0, 0, 0, 0]]","[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-27(화),가공우유(바나나맛)(02),김자반,석박지(09),"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.93, 4.58, 3.51, [1, 0, 0, 0, 0]]","[3.93, 0.14, 0.81, [1, 0, 0, 0, 0]]"
2024-08-27(화),배추김치(09),열무김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-27(화),"생수(500ML,후식)",,,"[29.0, 2.2, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-28(수),밥,삼색나물비빔밥(05)(06),보리밥,,,
2024-08-28(수),쇠고기무국(05)(06)(16),매운어묵탕(05)(06)(09)(18),해물순두부찌개(01)(05)(06)(08)(09)(17)(18),"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[13.31, 16.19, 25.76, [1, 0, 0, 0, 0]]"
2024-08-28(수),돈육메추리알조림(01)(05)(06)(10),고등어카레구이(05)(07),깐풍돈가스(05)(06),"[8.13, 8.82, 8.06, [1, 0, 0, 0, 0]]","[0.35, 12.6, 17.59, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-28(수),연두부양념장(05)(06)(18),계란후라이(완)(01)(05),타코야끼(01)(05)(06),"[0, 0, 0, [0, 0, 0, 0, 1]]","[0.43, 6.76, 6.24, [1, 0, 0, 0, 0]]","[4.28, 0.63, 1.3, [1, 0, 0, 0, 0]]"
2024-08-28(수),배추김치(09),소고기고추장,단호박샐러드(완)(01)(02)(05),,"[34.0, 1.8, 3.0, [1, 0, 0, 0, 0]]","[20.0, 13.0, 1.0, [1, 0, 0, 0, 0]]"
2024-08-28(수),"우유(백색우유(200ML,연간))(02)",열무김치,배추김치(09),"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,
2024-08-28(수),,"스포츠음료또는에너지음료, (주문자상표부착)광동제약, 비타500치어팩, 250mL",,"[0, 0, 0, [0, 0, 0, 0, 1]]","[32.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-08-29(목),밥,밀쌀밥,밥,,,
2024-08-29(목),소고기된장찌개(16),낙지연포탕(05)(06)(17),소갈비탕(완)(05)(06)(10)(15)(16)(18),"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[11.63, 31.26, 33.29, [1, 0, 0, 0, 0]]"
2024-08-04(일),배추김치(09),배추김치(09),깍두기(09),,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
