날짜,조식,중식,석식,breakfast_embedding,lunch_embedding,dinner_embedding
2022-10-31,조미김,치킨가스,돼지파채불고기,"[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]","[12.53, 16.61, 19.77, [1, 0, 0, 0, 0]]","[5.1, 12.36, 12.13, [1, 0, 0, 0, 0]]"
2022-10-31,돼지고기감자조림,과일샐러드,고등어필렛구이,"[3.09, 9.74, 15.9, [1, 0, 0, 0, 0]]","[13.16, 0.86, 0.67, [1, 0, 0, 0, 0]]","[0.35, 12.6, 17.59, [1, 0, 0, 0, 0]]"
2022-10-31,스크램블에그,배추김치,배추김치,"[1.96, 15.21, 13.01, [1, 0, 0, 0, 0]]",,
2022-10-31,배추김치,배,,,"[15.46, 0.12, 0.38, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-31,,우유),,"[0, 0, 0, [0, 0, 0, 0, 1]]","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-11-01,밥,잡곡밥,밥,,,
2022-11-01,설렁탕,굴미역국,닭곰탕,"[42.7, 12.93, 32.67, [1, 0, 0, 0, 0]]","[5.59, 3.73, 7.87, [1, 0, 0, 0, 0]]","[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]"
2022-11-01,베이컨감자채볶음,쇠고기불고기,야채튀김,"[0, 0, 0, [0, 0, 0, 0, 1]]","[9.74, 13.22, 36.47, [1, 0, 0, 0, 0]]","[0.96, 0.71, 0.3, [1, 0, 0, 0, 0]]"
2022-11-01,두부매운조림,물만두,오징어브로콜리숙회,"[2.51, 9.94, 6.42, [1, 0, 0, 0, 0]]","[23.0, 12.0, 12.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-11-01,배추김치,상추쌈,배추김치,,"[9.54, 2.56, 5.96, [1, 0, 0, 0, 0]]",
2022-11-01,우유),오이부추무침,젤리,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]","[19.0, 0.0, 1.0, [1, 0, 0, 0, 0]]"
2022-11-01,,배추김치,,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-11-01,,감귤,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[9.34, 0.22, 0.57, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-11-02,밥,후리가케밥,데리야끼삼겹살덮밥,,,
2022-11-02,황태해장국,쑥갓어묵국,콩나물김치국,"[12.07, 4.14, 18.33, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]"
2022-11-02,돼지고기장조림,분모자떡볶이,치킨가라아게,"[3.09, 9.74, 15.9, [1, 0, 0, 0, 0]]","[105.0, 3.0, 4.0, [1, 0, 0, 0, 0]]","[2.05, 5.26, 6.48, [1, 0, 0, 0, 0]]"
2022-11-02,스크램블에그,고추잡채김말이,계란후라이,"[1.96, 15.21, 13.01, [1, 0, 0, 0, 0]]","[30.0, 4.0, 4.0, [1, 0, 0, 0, 0]]","[0.43, 6.76, 6.24, [1, 0, 0, 0, 0]]"
2022-11-02,배추김치,순대,깍두기,,"[27.51, 8.52, 18.97, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2022-11-02,우유),배추김치,자연은 제주감귤 180ml,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,"[60.0, 1.0, 1.0, [1, 0, 0, 0, 0]]"
2022-11-02,,요구르트 아이스크림 떠먹는형,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[6.49, 0.08, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-11-03,밥,전투식량 2형1식단,잡곡밥,,"[0, 0, 0, [0, 0, 0, 0, 1]]",
2022-11-03,쇠고기미역국,,닭고기육개장,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]"
2022-11-03,돼지고기김치볶음,,매운소갈비찜,"[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[13.8, 39.27, 31.04, [1, 0, 0, 0, 0]]"
2022-11-03,맛김,,청포묵김가루무침,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-11-03,연두부양념장,,배추김치,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2022-11-03,깍두기,,사인머스켓,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[7.94, 11.38, 8.22, [1, 0, 0, 0, 0]]"
2022-11-03,유산균 발효 음료,,,"[33.39, 0.0, 0.5, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-11-03,사과,,,"[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-11-04,밥,스파게티,검은콩밥,,"[42.95, 1.29, 8.06, [1, 0, 0, 0, 0]]",
2022-11-04,감자계란국,밥,유부된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]"
2022-11-04,쇠고기팽이버섯떡볶음,바게트,잡채,"[0, 0, 0, [0, 0, 0, 0, 1]]","[51.9, 3.0, 8.8, [1, 0, 0, 0, 0]]","[28.82, 6.78, 5.06, [1, 0, 0, 0, 0]]"
2022-11-04,고들빼기무침,유부어묵국,삼겹살구이,"[3.87, 0.47, 3.38, [1, 0, 0, 0, 0]]","[69.0, 9.0, 17.0, [1, 0, 0, 0, 0]]","[0.62, 29.82, 18.21, [1, 0, 0, 0, 0]]"
2022-11-04,쥐어채무침,치즈함박스테이크소스,모듬야채&쌈장,"[16.0, 5.0, 16.0, [1, 0, 0, 0, 0]]","[52.0, 23.0, 19.0, [1, 0, 0, 0, 0]]","[3.8, 0.17, 0.87, [1, 0, 0, 0, 0]]"
2022-11-04,가공우유,단무지무침,배추김치,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.3, 1.28, 0.72, [1, 0, 0, 0, 0]]",
2022-11-04,배추김치,배추김치,자연은 제주감귤 180ml,,,"[60.0, 1.0, 1.0, [1, 0, 0, 0, 0]]"
2022-11-05,햄치즈버거,후리가케밥,간장불고기덮밥,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",,
2022-11-05,계란후라이,데리야끼갈릭치킨,콩나물국,"[0.43, 6.76, 6.24, [1, 0, 0, 0, 0]]","[20.0, 7.0, 19.0, [1, 0, 0, 0, 0]]","[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]"
2022-11-05,양송이스프,계란말이,볼어묵볶음,"[7.0, 14.0, 3.0, [1, 0, 0, 0, 0]]","[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]","[14.2, 4.9, 7.19, [1, 0, 0, 0, 0]]"
2022-11-05,우유),무&비트피클,녹두전,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[3.4, 0.1, 0.68, [1, 0, 0, 0, 0]]","[20.0, 6.1, 8.0, [1, 0, 0, 0, 0]]"
2022-11-05,사인머스켓,배추김치,배추김치,"[7.94, 11.38, 8.22, [1, 0, 0, 0, 0]]",,
2022-11-05,,우유),사과,"[0, 0, 0, [0, 0, 0, 0, 1]]","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]"
2022-11-06,간장계란밥,잡곡밥,밥,,,
2022-11-06,쇠고기당면국,호박된장찌개,감자계란국,"[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]","[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-11-06,햄슬라이스야채볶음,제육볶음,애호박나물,"[0, 0, 0, [0, 0, 0, 0, 1]]","[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]","[8.0, 1.08, 1.16, [1, 0, 0, 0, 0]]"
2022-11-06,맛김,간장깻잎지,소떡소떡,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[43.32, 13.61, 10.46, [1, 0, 0, 0, 0]]"
2022-11-06,배추김치,미나리콩나물무침,닭고기김치찜,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.16, 21.34, 34.87, [1, 0, 0, 0, 0]]"
2022-11-06,우유),배추김치,배추김치,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,
2022-11-06,,음료수 탄산 과일,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[19.0, 0.2, 4.4, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-11-07,밥,스팸마요덮밥,잡곡밥,,,
2022-11-07,설렁탕,건새우아욱된장국,순두부찌개,"[42.7, 12.93, 32.67, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]"
2022-10-11,배추김치,배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-11,,우유),,"[0, 0, 0, [0, 0, 0, 0, 1]]","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-12,밥,전투식량 2형1식단,차슈덮밥,,"[0, 0, 0, [0, 0, 0, 0, 1]]",
2022-10-12,쇠고기무국,,황태해장국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[12.07, 4.14, 18.33, [1, 0, 0, 0, 0]]"
2022-10-12,스팸구이,,계란후라이,"[32.0, 3.9, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0.43, 6.76, 6.24, [1, 0, 0, 0, 0]]"
2022-10-12,스크램블에그,,오징어야채무침,"[1.96, 15.21, 13.01, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.38, 2.99, 4.8, [1, 0, 0, 0, 0]]"
2022-10-12,깍두기,,배추김치,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2022-10-12,우유),,자연은 제주감귤 180ml,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[60.0, 1.0, 1.0, [1, 0, 0, 0, 0]]"
2022-10-13,밥,흑미밥,새우버거,,,"[46.0, 26.0, 15.0, [1, 0, 0, 0, 0]]"
2022-10-13,삼색감자옹심이국,사골떡만둣국,사이다,"[0, 0, 0, [0, 0, 0, 0, 1]]","[202.0, 28.0, 36.0, [1, 0, 0, 0, 0]]","[22.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2022-10-13,비엔나소시지케찹볶음,잡채,우유),"[0, 0, 0, [0, 0, 0, 0, 1]]","[28.82, 6.78, 5.06, [1, 0, 0, 0, 0]]","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]"
2022-10-13,맛김,그릴소시지구이,,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[1.0, 19.0, 9.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-13,소불고기덮밥소스,오징어젓무침,,,"[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-13,배추김치,배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-13,두유 검은콩,배,,"[7.0, 5.9, 9.0, [1, 0, 0, 0, 0]]","[15.46, 0.12, 0.38, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-14,밥,꼬막비빔밥,잡곡밥,,,
2022-10-14,사골우거지국,콩나물국,쇠고기육개장,"[6.0, 7.0, 14.0, [1, 0, 0, 0, 0]]","[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]","[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]"
2022-10-14,돼지고기장조림,치킨텐더,가지볶음,"[3.09, 9.74, 15.9, [1, 0, 0, 0, 0]]","[5.06, 5.32, 4.93, [1, 0, 0, 0, 0]]","[4.07, 4.65, 1.0, [1, 0, 0, 0, 0]]"
2022-10-14,연두부양념장,김자반,청양마요치킨,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.93, 4.58, 3.51, [1, 0, 0, 0, 0]]","[58.0, 22.0, 13.0, [1, 0, 0, 0, 0]]"
2022-10-14,배추김치,계란말이,어묵핫바,,"[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]","[22.0, 1.7, 11.0, [1, 0, 0, 0, 0]]"
2022-10-14,유산균 발효 음료,간장깻잎지,배추김치,"[33.39, 0.0, 0.5, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2022-10-14,,깍두기,사과,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]"
2022-10-15,밥,잡곡밥,밥,,,
2022-10-15,닭곰탕,건새우아욱된장국,김치찌개,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]"
2022-10-15,마파두부,녹두전,훈제오리볶음,"[2.39, 7.87, 8.47, [1, 0, 0, 0, 0]]","[20.0, 6.1, 8.0, [1, 0, 0, 0, 0]]","[0.0, 24.8, 19.79, [1, 0, 0, 0, 0]]"
2022-10-15,무말랭이무침,돼지훈제,오이파프리카무침,"[30.6, 7.42, 4.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-15,배추김치,고들빼기무침,쌈무,,"[3.87, 0.47, 3.38, [1, 0, 0, 0, 0]]","[0.6, 0.04, 0.16, [1, 0, 0, 0, 0]]"
2022-10-15,사인머스켓,배추김치,배추김치,"[7.94, 11.38, 8.22, [1, 0, 0, 0, 0]]",,
2022-10-15,,요구르트 아이스크림 떠먹는형,아이스크림 콘 완제품,"[0, 0, 0, [0, 0, 0, 0, 1]]","[6.49, 0.08, 0.0, [1, 0, 0, 0, 0]]","[3.16, 0.28, 0.32, [1, 0, 0, 0, 0]]"
2022-10-16,밥,밥,밥,,,
2022-10-16,설렁탕,닭고기육개장,햄소시지찌개,"[42.7, 12.93, 32.67, [1, 0, 0, 0, 0]]","[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-16,맛김,베이컨야채볶음,매운소갈비찜,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[53.0, 8.0, 13.0, [1, 0, 0, 0, 0]]","[13.8, 39.27, 31.04, [1, 0, 0, 0, 0]]"
2022-10-16,메추리알장조림,견과류멸치볶음,모듬야채&쌈장,"[2.63, 7.73, 16.25, [1, 0, 0, 0, 0]]","[17.5, 14.3, 14.0, [1, 0, 0, 0, 0]]","[3.8, 0.17, 0.87, [1, 0, 0, 0, 0]]"
2022-10-16,오징어젓무침,깍두기,배추김치,"[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",
2022-10-16,가공우유,,배,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[15.46, 0.12, 0.38, [1, 0, 0, 0, 0]]"
2022-10-16,배추김치,,,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-17,밥,전투식량 2형1식단,햄야채볶음밥,,"[0, 0, 0, [0, 0, 0, 0, 1]]",
2022-10-17,황태해장국,,배추된장국,"[12.07, 4.14, 18.33, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]"
2022-10-17,알떡스테이크,,구운어묵볶음,"[25.5, 22.0, 14.8, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[14.2, 4.9, 7.19, [1, 0, 0, 0, 0]]"
2022-10-17,계란말이,,돼지고기장조림,"[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.09, 9.74, 15.9, [1, 0, 0, 0, 0]]"
2022-10-17,배추김치,,배추김치,,"[0, 0, 0, [0, 0, 0, 0, 1]]",
2022-10-17,우유),,자연은 제주감귤 180ml,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[60.0, 1.0, 1.0, [1, 0, 0, 0, 0]]"
2022-10-18,밥,나가사끼짬뽕,잡곡밥,,"[80.0, 13.0, 10.0, [1, 0, 0, 0, 0]]",
2022-10-18,시금치된장국,애호박나물,쇠고기감자국,"[17.48, 2.8, 7.91, [1, 0, 0, 0, 0]]","[8.0, 1.08, 1.16, [1, 0, 0, 0, 0]]","[7.0, 2.4, 13.0, [1, 0, 0, 0, 0]]"
2022-10-18,느타리버섯볶음,찹쌀꿔바로우,오리불고기,"[8.38, 5.13, 3.36, [1, 0, 0, 0, 0]]","[33.18, 17.39, 22.49, [1, 0, 0, 0, 0]]","[5.14, 7.57, 11.76, [1, 0, 0, 0, 0]]"
2022-10-18,햄슬라이스야채볶음,시저샐러드,해물파전,"[0, 0, 0, [0, 0, 0, 0, 1]]","[12.0, 8.0, 8.0, [1, 0, 0, 0, 0]]","[24.54, 9.82, 13.2, [1, 0, 0, 0, 0]]"
2022-10-18,배추김치,배추김치,양배추쌈,,,"[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]"
2022-10-18,대추방울토마토,단감,배추김치,"[3.54, 0.18, 0.79, [1, 0, 0, 0, 0]]","[18.48, 0.22, 0.44, [1, 0, 0, 0, 0]]",
2022-10-18,,,사인머스켓,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[7.94, 11.38, 8.22, [1, 0, 0, 0, 0]]"
2022-10-19,밥,닭칼국수,흑미밥,,"[47.12, 6.06, 15.09, [1, 0, 0, 0, 0]]",
2022-10-19,조갯살미역국,검은콩밥,순두부찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]"
2022-10-19,돼지고기김치볶음,새우가스,돼지훈제,"[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]","[15.0, 0.0, 4.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-19,쥐어채무침,우엉채조림,쌈무,"[16.0, 5.0, 16.0, [1, 0, 0, 0, 0]]","[16.54, 1.95, 1.96, [1, 0, 0, 0, 0]]","[0.6, 0.04, 0.16, [1, 0, 0, 0, 0]]"
2022-10-19,깍두기,무말랭이무침,오이부추무침,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[30.6, 7.42, 4.62, [1, 0, 0, 0, 0]]","[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]"
2022-10-19,우유),배추김치,배추김치,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,
2022-10-19,,,우유),"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]"
2022-10-20,간장불고기덮밥,불고기버거,비빔밥,,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",
2022-10-20,삼색감자옹심이국,고구마치즈스틱,건새우아욱된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]","[8.0, 8.0, 16.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-20,볼어묵볶음,양송이스프,고추잡채김말이,"[14.2, 4.9, 7.19, [1, 0, 0, 0, 0]]","[7.0, 14.0, 3.0, [1, 0, 0, 0, 0]]","[30.0, 4.0, 4.0, [1, 0, 0, 0, 0]]"
2022-10-20,스크램블에그,배,너비아니,"[1.96, 15.21, 13.01, [1, 0, 0, 0, 0]]","[15.46, 0.12, 0.38, [1, 0, 0, 0, 0]]","[3.47, 16.54, 16.43, [1, 0, 0, 0, 0]]"
2022-10-20,배추김치,,계란후라이,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0.43, 6.76, 6.24, [1, 0, 0, 0, 0]]"
2022-10-20,요구르트 아이스크림 떠먹는형,,배추김치,"[6.49, 0.08, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2022-10-20,,,우유),"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]"
2022-10-21,밥,카레밥,잡곡밥,,,
2022-10-21,사골떡만둣국,유부된장국,김치찌개,"[202.0, 28.0, 36.0, [1, 0, 0, 0, 0]]","[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]"
2022-10-21,메추리알장조림,치즈롤까스,단호박튀김,"[2.63, 7.73, 16.25, [1, 0, 0, 0, 0]]","[25.41, 41.57, 57.87, [1, 0, 0, 0, 0]]","[24.28, 9.7, 2.98, [1, 0, 0, 0, 0]]"
2022-10-21,오징어젓무침,고들빼기무침,스팸구이,"[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[3.87, 0.47, 3.38, [1, 0, 0, 0, 0]]","[32.0, 3.9, 6.0, [1, 0, 0, 0, 0]]"
2022-10-21,배추김치,시저샐러드,궁중닭찜,,"[12.0, 8.0, 8.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-21,우유),배추김치,깍두기,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]",,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2022-10-21,,,자연은 제주감귤 180ml,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[60.0, 1.0, 1.0, [1, 0, 0, 0, 0]]"
2022-10-22,핫도그빵,잡곡밥,달걀케첩볶음밥,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",,
2022-10-22,그릴소시지구이,쇠고기미역국,짬뽕찌개,"[1.0, 19.0, 9.0, [1, 0, 0, 0, 0]]","[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-22,컵시리얼,버팔로윙,단무지무침,"[20.0, 2.4, 20.0, [1, 0, 0, 0, 0]]","[15.0, 11.0, 4.0, [1, 0, 0, 0, 0]]","[3.3, 1.28, 0.72, [1, 0, 0, 0, 0]]"
2022-10-22,꽃맛살샐러드,계란찜,츄러스,"[10.0, 12.0, 6.0, [1, 0, 0, 0, 0]]","[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]","[11.94, 7.35, 0.73, [1, 0, 0, 0, 0]]"
2022-10-22,우유),깍두기,배추김치,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",
2022-10-22,,바나나,배,"[0, 0, 0, [0, 0, 0, 0, 1]]","[26.95, 0.39, 1.29, [1, 0, 0, 0, 0]]","[15.46, 0.12, 0.38, [1, 0, 0, 0, 0]]"
2022-10-23,밥,후리가케밥,밥,,,
2022-10-23,김치찌개,꼬치어묵국,감자계란국,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]","[23.0, 4.7, 12.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-23,새송이버섯야채볶음,궁중떡볶이,잡채,"[0, 0, 0, [0, 0, 0, 0, 1]]","[29.07, 2.72, 3.75, [1, 0, 0, 0, 0]]","[28.82, 6.78, 5.06, [1, 0, 0, 0, 0]]"
2022-10-23,베이컨계란찜,삶은계란,소떡소떡,"[80.0, 16.0, 14.0, [1, 0, 0, 0, 0]]","[0.56, 5.3, 6.29, [1, 0, 0, 0, 0]]","[43.32, 13.61, 10.46, [1, 0, 0, 0, 0]]"
2022-10-23,맛김,순대,닭고기김치찜,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[27.51, 8.52, 18.97, [1, 0, 0, 0, 0]]","[13.16, 21.34, 34.87, [1, 0, 0, 0, 0]]"
2022-10-23,배추김치,배추김치,배추김치,,,
2022-10-23,우유),사과,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-24,밥,잡곡밥,자장밥,,,
2022-10-24,사골떡만둣국,설렁탕,배추된장국,"[202.0, 28.0, 36.0, [1, 0, 0, 0, 0]]","[42.7, 12.93, 32.67, [1, 0, 0, 0, 0]]","[8.64, 2.01, 3.8, [1, 0, 0, 0, 0]]"
2022-10-24,볼어묵볶음,제육볶음,치즈돈가스,"[14.2, 4.9, 7.19, [1, 0, 0, 0, 0]]","[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]","[25.41, 41.57, 57.87, [1, 0, 0, 0, 0]]"
2022-10-24,맛김,고등어무조림,콘옥수수야채무침,"[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[9.0, 7.0, 23.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-24,오징어젓무침,깻잎양념무침,배추김치,"[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[9.48, 1.52, 3.37, [1, 0, 0, 0, 0]]",
2022-10-24,배추김치,배추김치,자연은 제주감귤 180ml,,,"[60.0, 1.0, 1.0, [1, 0, 0, 0, 0]]"
2022-10-24,우유),에너지바,,"[4.6, 4.0, 3.0, [1, 0, 0, 0, 0]]","[19.0, 11.0, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2022-10-25,밥,후리가케밥,잡곡밥,,,
2022-10-25,참치김치찌개,돈코츠라멘,유부된장국,"[6.11, 4.71, 9.71, [1, 0, 0, 0, 0]]","[83.47, 10.74, 14.48, [1, 0, 0, 0, 0]]","[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]"
2022-10-25,느타리버섯볶음,새우튀김,오징어볶음,"[8.38, 5.13, 3.36, [1, 0, 0, 0, 0]]","[1.14, 0.31, 2.0, [1, 0, 0, 0, 0]]","[8.66, 4.59, 12.41, [1, 0, 0, 0, 0]]"
2022-10-25,돼지고기장조림,고들빼기무침,회오리감자,"[3.09, 9.74, 15.9, [1, 0, 0, 0, 0]]","[3.87, 0.47, 3.38, [1, 0, 0, 0, 0]]","[38.32, 19.9, 3.56, [1, 0, 0, 0, 0]]"
