날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2023-12-16(토),씨리얼우유(02)(05)(06),117.67kcal,유부장국(01)(05)(06),64kcal,흑임자옹심이국(05)(06)(09),174.03kcal,,,72131.68kcal
2023-12-16(토),푸딩샐러드(02),58.24kcal,바베큐폭립(완제품),0kcal,호박쇠고기볶음(05)(06)(16),119.61kcal,,,72131.68kcal
2023-12-16(토),"우유(백색우유(200ML,연간))(02)",130kcal,토마토그린샐러드(05)(06)(18),48.83kcal,콩나물매운무침(05),35.63kcal,,,72131.68kcal
2023-12-16(토),,,탄산음료,70000kcal,포기김치,12.5kcal,,,72131.68kcal
2023-12-17(일),밥,250kcal,병천순대국밥(05)(06)(09)(10)(16),519.88kcal,밥,250kcal,,,4070.81kcal
2023-12-17(일),뼈없는갈비탕(완),1260.84kcal,갈릭닭가슴살버섯볶음(05)(06)(12)(15),365.15kcal,쇠고기무국(05)(06)(16),66.15kcal,,,4070.81kcal
2023-12-17(일),베이컨야채볶음(05)(06)(10),331.48kcal,가마보꼬바(01),127.35kcal,청양풍간장불고기(10),225.38kcal,,,4070.81kcal
2023-12-17(일),순살햄계란찜(01)(10),175.93kcal,맛김치(09),12kcal,참나물무침,22.65kcal,,,4070.81kcal
2023-12-17(일),가공우유(딸기맛)(02),190kcal,포도봉봉 238ml,250kcal,맛김치(09),12kcal,,,4070.81kcal
2023-12-17(일),맛김치(09),12kcal,,,,,,,4070.81kcal
2023-12-18(월),밥,250kcal,잡곡밥,285.22kcal,밥,250kcal,,,3330.47kcal
2023-12-18(월),순두부버섯탕(05)(06),57.66kcal,들깨수제비국(01)(05)(06),258.26kcal,새우완탕국(01)(05)(06),21.79kcal,,,3330.47kcal
2023-12-18(월),수제소시지구이(05)(06)(10),248.4kcal,낙지삼겹살볶음(05)(06)(10)(17)(18),248.36kcal,차돌박이야채볶음(05)(06)(16)(18),552.25kcal,,,3330.47kcal
2023-12-18(월),쇠고기메추리알조림(01)(05)(06)(16),226.18kcal,한돈한우떡갈비(05)(06)(10)(12)(15)(16),341.25kcal,쫄면야채무침(05)(06),180.55kcal,,,3330.47kcal
2023-12-18(월),도시락김,50kcal,고등어시래기조림(05)(06)(07),89.55kcal,맛김치(09),12kcal,,,3330.47kcal
2023-12-18(월),맛김치(09),12kcal,맛김치(09),12kcal,,,,,3330.47kcal
2023-12-18(월),"우유(백색우유(200ML,연간))(02)",130kcal,"일화,프레주한라봉제주감귤,240ml",105kcal,,,,,3330.47kcal
2023-12-19(화),밥,250kcal,마파두부덮밥(10),539.02kcal,밥,250kcal,,,2654.40kcal
2023-12-19(화),돼지고기콩나물찌개(05)(10),77.73kcal,닭고기무국(02)(05)(06)(15)(16),139.43kcal,조랭이떡들깨탕(05)(06)(09),189.67kcal,,,2654.40kcal
2023-12-19(화),고기말이구이(05)(06)(10)(15)(16)(18),213.62kcal,고구마치즈롤까스(02)(05)(06)(10)(12)(16)(18),340.45kcal,제육볶음(05)(06)(10),265.97kcal,,,2654.40kcal
2023-12-19(화),스팸감자조림(05)(06),98.02kcal,부추양파겉절이,11.96kcal,더덕무침,71.69kcal,,,2654.40kcal
2023-12-19(화),맛김치(09),12kcal,맛김치(09),12kcal,맛김치(09),12kcal,,,2654.40kcal
2023-12-19(화),"우유(백색우유(200ML,연간))(02)",130kcal,배(신고),40.836kcal,,,,,2654.40kcal
2023-12-20(수),누룽지,60kcal,잡곡밥,285.22kcal,삼색치킨덮밥(01)(05)(06)(15)(18),803.86kcal,,,4814.35kcal
2023-12-20(수),블루베리베이글&크림치즈(02)(06),878kcal,매운버섯국(05)(06),46.43kcal,볶음김치(09),62.31kcal,,,4814.35kcal
2023-12-20(수),볶음김치(09),62.31kcal,소갈비떡찜(05)(06),950.21kcal,치즈볼(02)(06),392.7kcal,,,4814.35kcal
2023-12-20(수),떡갈비(10),247kcal,브로콜리초고추장,18.08kcal,코카콜라,117.5kcal,,,4814.35kcal
2023-12-20(수),베이컨스크램블에그(01)(10),404.51kcal,떡꼬치,198.05kcal,사과방울토마토샐러드(02),45.27kcal,,,4814.35kcal
2023-12-20(수),가공우유(바나나)(02),82.5kcal,갓김치,32.4kcal,,,,,4814.35kcal
2023-12-20(수),,,"대구경북능금농협음료가공공장,싱그러운생복숭아,240ml",128kcal,,,,,4814.35kcal
2023-12-21(목),쇠고기떡국(01)(16),280.38kcal,찹쌀밥,262kcal,밥,250kcal,,,3990.38kcal
2023-12-21(목),밥,250kcal,마라탕(06)(10)(15)(16),500.3kcal,아욱된장국(05)(06)(09),52.9kcal,,,3990.38kcal
2023-12-21(목),비벼먹는오믈렛(01)(05)(06)(16),420.91kcal,꿔바로우(완제품)(05)(06)(10),384.15kcal,쇠고기불고기(05)(06)(16),463.04kcal,,,3990.38kcal
2023-12-21(목),떡갈비피망조림(05)(06)(10),257.86kcal,김부각(완)(02)(05)(06)(15)(16),310kcal,오이양파무침(05)(06),24.26kcal,,,3990.38kcal
2023-12-21(목),도시락김,50kcal,단무지부추무침(05)(06),229.31kcal,포기김치,12.5kcal,,,3990.38kcal
2023-12-21(목),맛김치(09),12kcal,연두부양념장(05)(06),66.27kcal,,,,,3990.38kcal
2023-12-21(목),"우유(백색우유(200ML,연간))(02)",130kcal,맛김치(09),12kcal,,,,,3990.38kcal
2023-12-21(목),,,사인머스켓,22.5kcal,,,,,3990.38kcal
2023-12-22(금),밥,250kcal,곤드레나물밥&양념장(05)(06),407.44kcal,밥,250kcal,,,3074.56kcal
2023-12-22(금),전복미역국(05)(06)(18),53.83kcal,새알심팥죽,153.6kcal,순두부찌개(05)(06)(10)(18),103.85kcal,,,3074.56kcal
2023-12-22(금),육전/파무침(05)(06),331.57kcal,쑥갓쇠고기버섯전골(05)(06),52.68kcal,오징어채야채볶음(05)(06)(17),117.6kcal,,,3074.56kcal
2023-12-22(금),비엔나메추리알조림(01)(05)(06)(10)(12)(15)(16),245.4kcal,안동찜닭(05)(06)(15),365.18kcal,등심돈가스(05)(06)(12)(16)(18),552kcal,,,3074.56kcal
2023-12-22(금),맛김치(09),12kcal,시금치무침(05)(06),21.81kcal,총각김치,11.6kcal,,,3074.56kcal
2023-12-22(금),"우유(백색우유(200ML,연간))(02)",130kcal,깍두기(완제품),16kcal,,,,,3074.56kcal
2023-12-23(토),씨리얼우유(02)(05)(06),117.67kcal,스팸마요덮밥(01)(02)(05)(06)(10),818.2kcal,밥,250kcal,,,3843.44kcal
2023-12-23(토),모닝빵잠봉뵈르(01)(02)(06)(10),801.6kcal,미소장국,28.65kcal,맑은된장국(05)(06)(09),72.42kcal,,,3843.44kcal
2023-12-23(토),버팔로치킨윙(05)(15),349.65kcal,숙성왕갈비맛구이,706.98kcal,막창순대볶음(05)(06)(10),349.34kcal,,,3843.44kcal
2023-12-23(토),망고샐러드(02),75.34kcal,오이피클(05)(06),4.5kcal,상추/깻잎쌈(05)(06),20.83kcal,,,3843.44kcal
2023-12-23(토),"우유(백색우유(200ML,연간))(02)",130kcal,요구르트,42kcal,무말랭이무침,58.5kcal,,,3843.44kcal
2023-12-23(토),,,,,파김치,17.76kcal,,,3843.44kcal
2023-12-24(일),밥,250kcal,닭고기덮밥(05)(06)(15),496.62kcal,찰보리밥,259.48kcal,,,2563.65kcal
2023-12-24(일),진한소내장탕(완),0.84kcal,시금치된장국(05)(06),31.13kcal,버섯육개장(01)(05)(06)(16),82.51kcal,,,2563.65kcal
2023-12-24(일),소시지베이컨볶음(05)(06)(10),233.48kcal,부추전,54kcal,불고기낙지볶음(05)(06)(16)(17),321.44kcal,,,2563.65kcal
2023-12-24(일),갈비만두찜(05)(06)(10)(16),337.16kcal,맛김치(09),12kcal,배추된장무침(05)(06),21.39kcal,,,2563.65kcal
2023-12-24(일),맛김치(09),12kcal,"주스,카프리썬오렌지망고",120kcal,가공우유(딸기맛)(02),190kcal,,,2563.65kcal
2023-12-24(일),"우유(백색우유(200ML,연간))(02)",130kcal,,,총각김치,11.6kcal,,,2563.65kcal
2023-12-25(월),밥,250kcal,잡곡밥,285.22kcal,밥,250kcal,,,2994.04kcal
2023-12-25(월),해물순두부찌개(05)(06)(10)(17)(18),92.22kcal,쇠고기육개장(01)(05)(06)(16),100.35kcal,불향가득짬뽕탕(완)(01)(02)(05)(06)(10)(12)(15)(16)(17)(18),635.84kcal,,,2994.04kcal
2023-12-25(월),느타리버섯볶음(05)(06)(16),53.69kcal,야채비빔순대(02)(05)(06)(10)(12)(16)(18),252.42kcal,비엔나메추리알볶음(01)(05)(06)(10)(18),394.83kcal,,,2994.04kcal
2023-12-25(월),스팸에그스크램블(01),97.08kcal,떡갈비고구마크림(01)(02)(05)(06)(10)(16),309.7kcal,브로콜리깨소금무침,21.69kcal,,,2994.04kcal
2023-12-25(월),깍두기(완제품),16kcal,보쌈김치,15kcal,맛김치(09),12kcal,,,2994.04kcal
2023-12-25(월),"우유(백색우유(200ML,연간))(02)",130kcal,"상온주스,일화,그린애플,240ml/캔",78kcal,,,,,2994.04kcal
2023-12-26(화),밥,250kcal,밥1,125kcal,밥,250kcal,,,10116.21kcal
2023-12-26(화),쇠고기콩나물국(05)(06)(16),39.44kcal,유부우동(05)(06)(07)(18),60.41kcal,얼큰황태채국(05)(06),35.9kcal,,,10116.21kcal
2023-12-26(화),간장진미채볶음(01)(05)(06),21.25kcal,바베큐폭립(10)(12),4089kcal,부들어묵볶음(05)(06),127.66kcal,,,10116.21kcal
2023-12-26(화),닭고기감자볶음(05)(06)(15),409.97kcal,단무지,275kcal,안동찜닭(05)(06)(15),365.18kcal,,,10116.21kcal
2023-12-26(화),맛김치(09),12kcal,그린샐러드&흑임자드레싱(01)(05),34.6kcal,깍두기(완제품),16kcal,,,10116.21kcal
2023-12-26(화),"우유(백색우유(200ML,연간))(02)",130kcal,토마토스파게티(12),633.8kcal,,,,,10116.21kcal
2023-12-26(화),,,갈릭스틱바게트(06),3180kcal,,,,,10116.21kcal
2022-06-03,메추리알장조림 (01)(05)(06),172.95kcal,삶은계란(01),70.68kcal,시금치무침(05),21.2kcal,,,3298.67kcal
2022-06-03,배추김치(5~6월),21.08kcal,마카로니샐러드,170.4kcal,배추김치(5~6월),21.08kcal,,,3298.67kcal
2023-12-01(금),쇠고기새송이버섯볶음(05)(06)(16),213.42kcal,김말이&치킨너겟강정(01)(02)(05)(06)(12)(15)(16)(18),361.91kcal,마늘쫑어묵볶음(05)(06)(18),171.93kcal,,,3164.36kcal
2023-12-01(금),콩나물무침(05)(06),35.9kcal,계란찜(01)(09),91.02kcal,깐풍만두(02)(05)(06)(10)(16),295.5kcal,,,3164.36kcal
2023-12-01(금),맛김치(09),12kcal,묵은지등갈비찜(05)(06)(09)(10),477.24kcal,가공우유(초코맛)(02),94kcal,,,3164.36kcal
2023-12-01(금),"우유(백색우유(200ML,연간))(02)",130kcal,오이소박이,20.35kcal,맛김치(09),12kcal,,,3164.36kcal
2023-12-01(금),,,감귤,63.96kcal,,,,,3164.36kcal
2023-12-02(토),씨리얼우유(02)(05)(06),117.67kcal,김치볶음밥(05)(10)(18),422.7kcal,밥/김자반,250kcal,,,4170.71kcal
2023-12-02(토),치즈불고기버거(01)(02)(05)(06)(10),984.53kcal,어묵우동국(05)(06),190.64kcal,사골우거지국(02)(05)(06)(15)(16)(18),361.41kcal,,,4170.71kcal
2023-12-02(토),할라피뇨치즈소시지(01)(10),211.9kcal,한우한돈함박스테이크(05)(10)(12)(16),761kcal,돈육오징어볶음(05)(06)(10)(17),293.59kcal,,,4170.71kcal
2023-12-02(토),리코타치즈샐러드(02)(05)(06)(18),81.27kcal,야채음료,250kcal,두부찜,100kcal,,,4170.71kcal
2023-12-02(토),"우유(백색우유(200ML,연간))(02)",130kcal,깍두기(완제품),16kcal,열무김치,0kcal,,,4170.71kcal
2023-12-03(일),밥,250kcal,차돌박이숙주덮밥(브런치)(05)(16),650.51kcal,돼지국밥(완)(10),1045.84kcal,,,3578.75kcal
2023-12-03(일),감자양파찌개(05)(06),101.63kcal,두부맑은국(05)(06)(18),61.84kcal,찰순대,190kcal,,,3578.75kcal
2023-12-03(일),너비아니구이&부추무침(05)(06)(10)(16)(18),258.65kcal,닭볶음탕(05)(06)(15),346.14kcal,오이풋고추된장무침(05)(06),23.64kcal,,,3578.75kcal
2023-12-03(일),베이컨떡말이(10),431.5kcal,맛김치(09),12kcal,깍두기(완제품),16kcal,,,3578.75kcal
2023-12-03(일),맛김치(09),12kcal,"웅진식품,파인애플에이드,190ml",49kcal,,,,,3578.75kcal
2023-12-03(일),"우유(백색우유(200ML,연간))(02)",130kcal,,,,,,,3578.75kcal
2023-12-04(월),밥,250kcal,렌틸콩밥,257.18kcal,밥,250kcal,,,3649.22kcal
2023-12-04(월),모듬어묵탕(05)(06),99.74kcal,쇠고기미역국(05)(06)(16),50.49kcal,맑은된장국(05)(06)(09),72.42kcal,,,3649.22kcal
2023-12-04(월),꽈리고추멸치볶음(05)(06),62.68kcal,돼지한방수육(05)(06),1073.44kcal,함박스테이크&치즈(02)(05)(06)(10)(12)(16)(18),338kcal,,,3649.22kcal
2023-12-04(월),고추참치야채볶음(05)(12)(16),203.64kcal,뿔소라오징어초무침(17)(18),133.47kcal,도넛,0kcal,,,3649.22kcal
2023-12-04(월),가공우유(바나나맛)(02),190kcal,마늘장아찌,43.43kcal,치킨텐더샐러드(01),585.73kcal,,,3649.22kcal
2023-12-04(월),맛김치(09),12kcal,티라미수쏙찹쌀떡,0kcal,맛김치(09),12kcal,,,3649.22kcal
2023-12-04(월),,,포기김치,15kcal,,,,,3649.22kcal
2023-12-05(화),밥,250kcal,찰보리비빔밥(01)(05),446.34kcal,밥,250kcal,,,2226.75kcal
2023-12-05(화),오색옹심이국(05)(06)(09),52.34kcal,순두부백탕(01)(05)(06)(10)(18),118.97kcal,짬뽕찌개(05)(06)(10)(17),191.72kcal,,,2226.75kcal
2023-12-05(화),간장오리불고기(05)(06),7.92kcal,코다리순살강정(05)(06),322.95kcal,잡채어묵볶음(05)(06),187.12kcal,,,2226.75kcal
2023-12-05(화),날치알계란찜(01),76.97kcal,김자반,92.1kcal,크래미오이무침(06)(08),25.16kcal,,,2226.75kcal
2023-12-05(화),맛김치(09),12kcal,에그타르트(브런치),0kcal,맛김치(09),12kcal,,,2226.75kcal
2023-12-05(화),"우유(백색우유(200ML,연간))(02)",130kcal,열무김치,0kcal,,,,,2226.75kcal
2023-12-05(화),,,사과(후지),51.156kcal,,,,,2226.75kcal
2023-12-06(수),크림치즈베이글(02),5420kcal,잡곡밥,285.22kcal,밥,250kcal,,,8301.96kcal
2023-12-06(수),타워함박스테이크(02)(05)(06)(10)(12)(15)(16),541.43kcal,감자고추장찌개(05)(06)(10),93.01kcal,소갈비탕당면,8.69kcal,,,8301.96kcal
2023-12-06(수),베이컨칩샐러드(05)(06)(10)(18),124.25kcal,훈제돼지양념불막창(10),456.27kcal,순살치킨,296.2kcal,,,8301.96kcal
2023-12-06(수),커피(02),580kcal,상추/청경채/깻잎/쌈추/로메인상(05)(06),34.96kcal,시금치무침(05)(06),21.81kcal,,,8301.96kcal
2023-12-06(수),"우유(백색우유(200ML,연간))(02)",130kcal,오이부추무침(05)(06),15.22kcal,포기김치,12.5kcal,,,8301.96kcal
2023-12-06(수),,,하루견과,0kcal,,,,,8301.96kcal
2023-12-06(수),,,갓김치,32.4kcal,,,,,8301.96kcal
2023-12-07(목),밥,250kcal,찰보리밥,259.48kcal,밥,250kcal,,,3798.56kcal
2023-12-07(목),고깃집된장찌개(16),169.29kcal,무청시래기감자탕(05)(06)(10),588.93kcal,쇠고기감자국(05)(06)(16),113.16kcal,,,3798.56kcal
2023-12-07(목),언양식불고기&깻잎무침(05)(06)(10),294.2kcal,닭갈비(05)(06)(15),438.1kcal,소시지야채볶음(05)(06)(10),271.15kcal,,,3798.56kcal
2023-12-07(목),버섯메추리알장조림(01)(05)(06),183.62kcal,어향가지튀김,454.8kcal,새우까스(01)(05)(06)(09),349.8kcal,,,3798.56kcal
2023-12-07(목),무생채,19.41kcal,야채스틱앤저염쌈장(05)(06),59.16kcal,포기김치,12.5kcal,,,3798.56kcal
2023-12-07(목),두유,0kcal,파김치,17.76kcal,,,,,3798.56kcal
2023-12-07(목),,,바나나,67.2kcal,,,,,3798.56kcal
2023-12-08(금),밥,250kcal,닭칼국수(02)(05)(06)(15)(16),315.4kcal,밥,250kcal,,,3884.84kcal
2023-12-08(금),햄감자찌개(05)(06)(10)(13),174.47kcal,밥1,125kcal,우동국(브런치)(01)(05)(06),84.84kcal,,,3884.84kcal
2023-12-08(금),소고기피망볶음(05)(06)(16)(18),164.29kcal,등심롱롱카츠(05)(06)(10)(12)(16)(18),745kcal,누들가마보꼬떡볶이(05)(06),170.75kcal,,,3884.84kcal
2023-12-08(금),해초무침,43.1kcal,오징어채야채무침(05)(06)(17),76.68kcal,옛날통닭(05)(06)(15),939kcal,,,3884.84kcal
2023-12-08(금),맛김치(09),12kcal,에이드,49kcal,스마일감자튀김/케첩,331.21kcal,,,3884.84kcal
2023-12-08(금),"우유(백색우유(200ML,연간))(02)",130kcal,총각김치,11.6kcal,포기김치,12.5kcal,,,3884.84kcal
2023-12-09(토),호떡버거(01)(02)(05)(06)(10)(15)(16),510.18kcal,갈비맛포크큐브스테이크덮밥(01)(05)(10),792.62kcal,밥,250kcal,,,3568.84kcal
2023-12-09(토),씨리얼우유(02)(05)(06),117.67kcal,미소장국,28.65kcal,감자계란국(01)(05)(06),82.33kcal,,,3568.84kcal
2023-12-09(토),닭가슴살사과샐러드(05)(15),67.31kcal,새우꼬치(01)(05)(06)(09),364.2kcal,타코야끼(01)(05)(06),499.48kcal,,,3568.84kcal
2023-12-09(토),"우유(백색우유(200ML,연간))(02)",130kcal,모듬피클,46kcal,짜장찜닭(05)(06)(10)(15)(16)(18),318.4kcal,,,3568.84kcal
2023-12-09(토),,,사이다,350kcal,맛김치(09),12kcal,,,3568.84kcal
2023-12-10(일),밥,250kcal,날치알볶음밥(증)(05)(10),408.93kcal,밥,250kcal,,,2881.47kcal
2023-12-10(일),김치어묵국(09),77.42kcal,물만두국(01)(05)(06)(10)(16),195.06kcal,잔슨빌부대찌개(02)(05)(06)(10)(15)(16)(18),475.84kcal,,,2881.47kcal
2023-12-10(일),너비아니구이(05)(06)(10)(16)(18),278.11kcal,오삼불고기(05)(06)(10)(17),307.13kcal,치킨스테이크(15),220.2kcal,,,2881.47kcal
2023-12-10(일),두부조림(05)(06)(16),119.82kcal,로즈비샐러드,1.46kcal,진미채무침(완)(06)(17),125kcal,,,2881.47kcal
2023-12-10(일),주스,132kcal,맛김치(09),12kcal,포기김치,12.5kcal,,,2881.47kcal
2023-12-10(일),깍두기(완제품),16kcal,"두유음료,삼육고칼슘두유 190ml",,,,,,2881.47kcal
2023-12-11(월),밥,250kcal,고추참치김치덮밥(05)(12)(16),432.3kcal,밥,250kcal,,,3383.70kcal
2023-12-11(월),버섯쇠고기찌개(05)(06)(16),49.34kcal,꽃게된장찌개(05)(06)(08),94.51kcal,짬뽕순두부(10)(17),143.76kcal,,,3383.70kcal
2023-12-11(월),베이컨계란찜(01)(10),260.06kcal,LA식돈갈비찜(05)(10),561.77kcal,무뼈닭발,243.43kcal,,,3383.70kcal
2023-12-11(월),미트볼데리야끼조림(02)(05)(06)(10)(15)(16)(18),356.8kcal,병아리콩조림,29.91kcal,순살족발(09),375.72kcal,,,3383.70kcal
2023-12-11(월),맛김치(09),12kcal,깍두기(완제품),16kcal,가공우유(커피맛),122kcal,,,3383.70kcal
2023-12-11(월),"우유(백색우유(200ML,연간))(02)",130kcal,"해태에이치티비,코코팜망고코넛,340ml",41.1kcal,포기김치,15kcal,,,3383.70kcal
2023-12-12(화),밥,250kcal,잡곡밥,285.22kcal,밥,250kcal,,,3157.33kcal
2023-12-12(화),새우순두부계란탕(01),72.51kcal,닭고기육개장(01)(05)(06)(15),209.85kcal,나가사끼짬뽕찌개(09)(10)(15)(16)(17)(18),150.28kcal,,,3157.33kcal
2023-12-12(화),오리햄구이쌈무(01)(05)(13),280kcal,대패삼겹살숙주볶음(10)(18),402.15kcal,궁중섭산적(05)(06)(10)(16)(18),266.2kcal,,,3157.33kcal
2023-12-12(화),새송이초무침,0kcal,칠리새우(05)(06)(09),421kcal,꽃맛살샐러드(01)(05)(08),108.82kcal,,,3157.33kcal
2023-12-12(화),맛김치(09),12kcal,감자샐러드(01)(05),244.2kcal,포기김치,12.5kcal,,,3157.33kcal
2023-12-12(화),"우유(백색우유(200ML,연간))(02)",130kcal,총각김치,11.6kcal,,,,,3157.33kcal
2023-12-12(화),,,단감,51kcal,,,,,3157.33kcal
2023-12-13(수),밥,250kcal,셀프충무김밥,319.98kcal,밥,250kcal,,,2893.83kcal
2023-12-13(수),팽이버섯두부국(05)(06),61.61kcal,건새우무우국(05)(06)(09),29.75kcal,참치김치찌개,209.55kcal,,,2893.83kcal
2023-12-13(수),간장 돼지불고기(05)(06)(10),223.18kcal,청년차돌떡볶이(01)(05)(06)(16),558.25kcal,청양풍매운어묵볶음(05)(06),116.84kcal,,,2893.83kcal
2023-12-13(수),오믈렛(완)(01)(05)(06)(18),171.7kcal,치킨너겟,108kcal,게다리맛살튀김(01)(05)(06)(08),228kcal,,,2893.83kcal
2023-12-13(수),포기김치,12.5kcal,충무식오징어무침(05)(06)(17),119.47kcal,깍두기(완제품),16kcal,,,2893.83kcal
2023-12-13(수),"우유(백색우유(200ML,연간))(02)",130kcal,맛김치(09),12kcal,,,,,2893.83kcal
2023-12-13(수),,,"상온주스,일화,프레주샤인머스켓,240ml/캔",77kcal,,,,,2893.83kcal
2023-12-14(목),밥,250kcal,언양식불고기덮밥(02)(05)(06)(10)(12)(15)(16)(18),444.71kcal,밥,250kcal,,,3438.68kcal
2023-12-14(목),도가니설렁탕(완),451.41kcal,황태채계란국(01),76.13kcal,한우고기곰탕(완)(16),451.41kcal,,,3438.68kcal
2023-11-18(토),씨리얼우유,52.01kcal,우동국(01)(06),121.64kcal,잔슨빌부대찌개(02)(05)(06)(10)(15)(16)(18),238.34kcal,,,3070.44kcal
2023-11-18(토),핫윙봉(15),399.45kcal,옛날통닭(05)(06)(15),804kcal,잡채어묵볶음(05)(06),149.32kcal,,,3070.44kcal
2023-11-18(토),베이컨칩샐러드(05)(06)(10)(18),52.25kcal,요구르트,42kcal,참나물무침,18.65kcal,,,3070.44kcal
2023-11-18(토),"우유(백색우유(200ML,연간))(02)",130kcal,열무김치,0kcal,맛김치,9.33kcal,,,3070.44kcal
2023-11-19(일),밥,250kcal,닭고기덮밥(05)(06)(15),496.62kcal,밥,250kcal,,,2774.89kcal
2023-11-19(일),들깨미역국(05)(06)(16),25.45kcal,맑은된장국(09),49.16kcal,쇠고기얼갈이배춧국(05)(06)(16),45kcal,,,2774.89kcal
2023-11-19(일),돈육김치볶음(10),184.73kcal,무생채,18.78kcal,소세지간장떡볶이 (05)(06)(10),311.21kcal,,,2774.89kcal
2023-11-19(일),두부찜,77.6kcal,베이컨떡말이(05)(06)(10)(12),440kcal,편육새우젓(09)(10),335.38kcal,,,2774.89kcal
2023-11-19(일),매실양념깻잎,19.67kcal,맛김치,9.33kcal,풋고추된장무침,25.05kcal,,,2774.89kcal
2023-11-19(일),"우유(백색우유(200ML,연간))(02)",130kcal,"웅진식품,자연은포도100,180ml",84.51kcal,깍두기(완제품),22.4kcal,,,2774.89kcal
2023-11-20(월),밥,250kcal,돼지고기카레덮밥,435.96kcal,밀쌀밥,250.28kcal,,,3392.68kcal
2023-11-20(월),홍합탕(18),23.28kcal,팽이버섯계란국(01)(05)(06)(16),32.38kcal,대파육개장(10)(16),495.84kcal,,,3392.68kcal
2023-11-20(월),햄감자채볶음(10),236.32kcal,대만식지파이&허니버터시즈닝(01)(05)(06)(15),408.5kcal,애호박나물(09),50.14kcal,,,3392.68kcal
2023-11-20(월),버팔로윙데리야끼조림(05)(06)(15),411.62kcal,단무지부추무침(05)(06),229.31kcal,순대들깨볶음(05)(06)(10),308.22kcal,,,3392.68kcal
2023-11-20(월),가공우유(딸기맛)(02),190kcal,포기김치,12.5kcal,열무김치,0kcal,,,3392.68kcal
2023-11-20(월),맛김치,9.33kcal,,,컵과일(사과),49kcal,,,3392.68kcal
2023-11-21(화),블루베리베이글&크림치즈(02)(06),878kcal,잡곡밥,281.08kcal,밥,250kcal,,,3183.04kcal
2023-11-21(화),뱅글뱅글소시지(12),318.2kcal,차돌곱창전골(완)(05)(06)(16),243.95kcal,닭고기육개장(01)(05)(06)(15)(16),173.9kcal,,,3183.04kcal
2023-11-21(화),포테이토크림스프(02)(06),37.51kcal,조기튀김,216.7kcal,부들어묵볶음(05)(06),125.16kcal,,,3183.04kcal
2023-11-21(화),닭가슴살사과샐러드(01)(05)(15),119.7kcal,오징어초고추장무침(05)(06)(17),91.79kcal,치킨너겟떡강정(01)(02)(05)(06)(12)(15)(16)(18),295.11kcal,,,3183.04kcal
2023-11-21(화),유산균음료,0kcal,가마보꼬바,94.25kcal,오이양파무침(05)(06),24.26kcal,,,3183.04kcal
2023-11-21(화),,,커피,1.7kcal,맛김치,9.33kcal,,,3183.04kcal
2023-11-21(화),,,깍두기(완제품),22.4kcal,,,,,3183.04kcal
2023-11-22(수),밥,250kcal,흑미밥,265kcal,유부우동(05)(06),382.64kcal,,,3624.85kcal
2023-11-22(수),고기사골곰탕(16),383.97kcal,황태채미역국(05)(06),64.34kcal,베이컨대파볶음밥(01)(10)(13),413.02kcal,,,3624.85kcal
2023-11-22(수),버섯호박볶음(05)(06)(09),45.08kcal,쇠고기새송이버섯볶음(05)(06)(16),363.32kcal,모듬피클,46kcal,,,3624.85kcal
2023-11-22(수),고추송송고기말이(05)(16),572kcal,고구마맛탕(05)(06),218.1kcal,치킨텐더샐러드(12),242.66kcal,,,3624.85kcal
2023-11-22(수),김자반,60kcal,상추/풋고추쌈,52.22kcal,깍두기(완제품),22.4kcal,,,3624.85kcal
2023-11-22(수),깍두기(완제품),22.4kcal,보쌈김치(09),27.74kcal,,,,,3624.85kcal
2023-11-22(수),"우유(백색우유(200ML,연간))(02)",130kcal,감귤,63.96kcal,,,,,3624.85kcal
2023-11-23(목),밥,250kcal,찹쌀밥,262kcal,밥,250kcal,,,7368.58kcal
2023-11-23(목),돼지고기콩나물찌개(05)(10)(16),83.84kcal,닭곰탕(15)(16),277.49kcal,두부햄찌개(02)(05)(06)(10)(12)(16),4866.33kcal,,,7368.58kcal
2023-11-23(목),떡갈비야채볶음(05)(06)(10)(16),329.17kcal,양갈비스테이크&파인애플(05)(12),169.78kcal,마늘삼겹살구이(10),316.34kcal,,,7368.58kcal
2023-11-23(목),더덕무침,0kcal,야채스틱앤저염쌈장,44.2kcal,메밀국수무침,115.76kcal,,,7368.58kcal
2023-11-23(목),맛김치,9.33kcal,황도샐러드(05)(06)(11)(18),85.55kcal,가공우유(초코맛)(02),94kcal,,,7368.58kcal
2023-11-23(목),"우유(백색우유(200ML,연간))(02)",130kcal,배추겉절이,8.26kcal,맛김치,9.33kcal,,,7368.58kcal
2023-11-23(목),,,바나나,67.2kcal,,,,,7368.58kcal
2023-11-23(목),,,생수(500ML),0kcal,,,,,7368.58kcal
2023-11-24(금),밥,250kcal,찰보리밥,275.28kcal,치킨마요덮밥(01)(05)(06)(15),748.6kcal,,,3625.74kcal
2023-11-24(금),닭고기무국(05)(06)(15),131.21kcal,김치짜글이찌개(09)(10)(16),134.39kcal,미소장국(05),23.65kcal,,,3625.74kcal
2023-11-24(금),메추리알조랭이떡조림(17)(05)(06)(18),176.85kcal,쇠고기메추리알조림(01)(05)(06)(16),233.66kcal,무뼈닭발,243.43kcal,,,3625.74kcal
