날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2022-05-17,배추김치(5~6월),24.44kcal,모듬김치,13.08kcal,깍두기(임가공),28.75kcal,,,2686.22kcal
2022-05-17,우유(백색우유(200ML,122kcal,유산균 발효 음료(02),56kcal,망고 주스(180㎖/캔),26kcal,,,2686.22kcal
2022-05-18,밥,363kcal,밥,363kcal,밥,363kcal,,,3185.88kcal
2022-05-18,사골곰탕,174.56kcal,버섯육개장(01)(05)(16),113.41kcal,된장찌개(05)(06),88.16kcal,,,3185.88kcal
2022-05-18,계란말이,96.85kcal,사천식캐슈넛멸치볶음,94.59kcal,잡채(05)(06)(10),240.9kcal,,,3185.88kcal
2022-05-18,오징어채야채무침(05)(06)(17),78.46kcal,조미김,304kcal,청양풍등갈비찜(05)(06),517.89kcal,,,3185.88kcal
2022-05-18,가공우유(딸기맛)(02),116kcal,감자조랭이떡조림(05)(06)(10),190.12kcal,깍두기(임가공),28.75kcal,,,3185.88kcal
2022-05-18,깍두기(임가공),28.75kcal,배추김치(5~6월),24.44kcal,,,,,3185.88kcal
2022-05-19,밥,363kcal,새우버거(01)(02)(06)(09)(12),899.59kcal,밥,363kcal,,,3516.47kcal
2022-05-19,콩나물무채국(05),30.45kcal,감자튀김(12),545.34kcal,짬뽕찌개(05)(10)(17),93.71kcal,,,3516.47kcal
2022-05-19,브로콜리어묵카레볶음(05)(06),137.37kcal,시리얼(2),160kcal,돼지불고기(05)(06)(10),339.06kcal,,,3516.47kcal
2022-05-19,닭순살야채조림(05)(06)(15),160.68kcal,토마토,8.91kcal,양배추,98.57kcal,,,3516.47kcal
2022-05-19,배추김치(5~6월),24.44kcal,우유(백색우유(200ML,122kcal,깍두기(임가공),28.75kcal,,,3516.47kcal
2022-05-19,농후 발효유(02),96kcal,,,참외(4월~5월),45.6kcal,,,3516.47kcal
2022-05-20,밥,363kcal,밥,363kcal,잡곡밥,382.09kcal,,,2894.36kcal
2022-05-20,쇠고기미역국(05)(16),24.79kcal,팽이버섯계란국(01)(05),72.96kcal,김치찌개(05)(10),129.42kcal,,,2894.36kcal
2022-05-20,햄야채볶음(05)(06)(10),168.89kcal,고등어필렛튀김(01)(06),519.02kcal,닭갈비(05)(06)(15),259.62kcal,,,2894.36kcal
2022-05-20,미나리무생채(05)(06),27.72kcal,쇠고기부추무침(05)(06)(16),215.71kcal,오이양파장아찌(05)(06),72.51kcal,,,2894.36kcal
2022-05-20,배추김치(5~6월),24.44kcal,배추김치(5~6월),24.44kcal,깍두기(임가공),28.75kcal,,,2894.36kcal
2022-05-20,우유(백색우유(200ML,122kcal,오렌지 주스(200㎖/팩),96kcal,,,,,2894.36kcal
2022-05-21,햄치즈버거(01)(02)(06)(10)(12),685.31kcal,밥,363kcal,밥,363kcal,,,2778.26kcal
2022-05-21,시리얼(3),4kcal,순두부찌개(05)(10),68.03kcal,얼갈이된장국(05),68.82kcal,,,2778.26kcal
2022-05-21,우유(백색우유(200ML,122kcal,닭다리간장조림(05)(06)(15)(18),204.99kcal,쭈삼불고기(05)(06)(10),329.1kcal,,,2778.26kcal
2022-05-21,토마토,8.91kcal,오이부추무침(05)(06),21.16kcal,깻잎쌈(05)(06),40.35kcal,,,2778.26kcal
2022-05-21,,,깍두기(임가공),28.75kcal,배추김치(5~6월),24.44kcal,,,2778.26kcal
2022-05-21,,,아이스크림 콘,270kcal,워터젤리,176.4kcal,,,2778.26kcal
2022-05-22,밥,363kcal,쫄면(01)(05)(06),782.04kcal,오므라이스(01)(05)(06)(12),497.71kcal,,,3032.99kcal
2022-05-22,쇠고기무국(05)(16),75.36kcal,갈비만두(05)(06)(10),704.97kcal,호박된장국(05),65.24kcal,,,3032.99kcal
2022-05-22,고추참치야채볶음,127.63kcal,모듬김치,13.08kcal,수제소시지구이(12),47.35kcal,,,3032.99kcal
2022-05-22,새송이버섯장조림(05)(06)(16),96.92kcal,유산균 발효유(3사교),84.5kcal,깍두기(임가공),28.75kcal,,,3032.99kcal
2022-05-22,배추김치(5~6월),24.44kcal,,,썬업 파인애플200ml,,,,3032.99kcal
2022-05-22,우유(백색우유(200ML,122kcal,,,,,,,3032.99kcal
2022-05-23,조밥,380.85kcal,밥,363kcal,밥,363kcal,,,3504.79kcal
2022-05-23,조갯살두부국(05)(18),61.6kcal,돼지고기육개장(01)(05)(06)(10),159.69kcal,감자옹심이국(05),32.89kcal,,,3504.79kcal
2022-05-23,쇠고기느타리버섯잡채(05)(06)(16),120.51kcal,멸치비엔나볶음(05)(06)(10),299.56kcal,오징어매콤잡채(05)(06)(09)(17),208.63kcal,,,3504.79kcal
2022-05-23,오이고추장무침(06),76.82kcal,애호박조갯살나물(09),47.63kcal,파닭(파채닭튀김)(05)(06)(15),756.67kcal,,,3504.79kcal
2022-05-23,깍두기(임가공),28.75kcal,조미김,304kcal,가공우유(초코맛)(02),126kcal,,,3504.79kcal
2022-05-23,우유(백색우유(200ML,122kcal,깍두기(임가공),28.75kcal,배추김치(5~6월),24.44kcal,,,3504.79kcal
2022-05-24,새우살야채죽(09),500.84kcal,잡곡밥,382.09kcal,밥,363kcal,,,2454.73kcal
2022-05-24,쇠고기장조림(완),0kcal,햄감자찌개(05)(06)(10),174.4kcal,닭곰탕,25.07kcal,,,2454.73kcal
2022-05-24,무말랭이무침(완),6.54kcal,브로콜리돼지고기볶음(05)(06)(10),305.69kcal,생선묵볶음(05)(06),190.96kcal,,,2454.73kcal
2022-05-24,배추김치(5~6월),24.44kcal,순두부양념장(05)(06),88.91kcal,오이풋고추된장무침(05),32.8kcal,,,2454.73kcal
2022-05-24,우유(백색우유(200ML,122kcal,파김치,21.24kcal,깍두기(임가공),28.75kcal,,,2454.73kcal
2022-05-24,,,복숭아 주스(180㎖/병),188kcal,,,,,2454.73kcal
2022-05-25,밥,363kcal,밥,363kcal,카레밥(06)(10),613.8kcal,,,3157.37kcal
2022-05-25,콩나물김치국(05),43.04kcal,아욱된장국(05)(06),73.12kcal,돈가스(06)(10),645.02kcal,,,3157.37kcal
2022-05-25,닭순살피망볶음(05)(06)(15),169.36kcal,오리떡불고기(05)(06),266.8kcal,꽃맛살샐러드(01)(08),144.88kcal,,,3157.37kcal
2022-05-25,계란찜(01)(09),87.61kcal,감자채볶음,85kcal,깍두기(임가공),28.75kcal,,,3157.37kcal
2022-05-25,깍두기(임가공),28.75kcal,배추김치(5~6월),24.44kcal,배 주스(238㎖/캔),40kcal,,,3157.37kcal
2022-05-25,우유(백색우유(200ML,122kcal,이온음료,58.8kcal,,,,,3157.37kcal
2022-05-26,핫도그빵(01)(06)(10)(12),726.46kcal,밥,363kcal,밥,363kcal,,,2511.21kcal
2022-05-26,시리얼(2),160kcal,설렁탕(완)(16),72.35kcal,꽃게탕(05),48.08kcal,,,2511.21kcal
2022-05-26,우유(백색우유(200ML,122kcal,야채춘권튀김(05)(06),298.1kcal,베이컨숙주볶음(10),136.11kcal,,,2511.21kcal
2022-05-26,토마토,8.91kcal,상추겉절이(05)(06),31.24kcal,꽈리고추멸치조림(05)(06),74.77kcal,,,2511.21kcal
2022-05-26,,,깍두기(임가공),28.75kcal,배추김치(5~6월),24.44kcal,,,2511.21kcal
2022-05-26,,,컵과일(메론),54kcal,,,,,2511.21kcal
2022-05-27,밥,363kcal,흑미밥,387.38kcal,김가루주먹밥,391.48kcal,,,4103.64kcal
2022-05-27,쇠고기미역국(05)(16),24.79kcal,돼지고기김치찌개(05)(10),119.03kcal,국물떡볶이(05)(06)(10),450.1kcal,,,4103.64kcal
2022-05-27,들깨순볶음(05)(06),76.19kcal,조미김,304kcal,오징어튀김(06)(12),533.85kcal,,,4103.64kcal
2022-05-27,부추잡채(10),243.95kcal,감자매운조림(05)(06),94.98kcal,감자튀김(12),545.34kcal,,,4103.64kcal
2022-05-27,배추김치(5~6월),24.44kcal,닭고기오이냉채(15),99.92kcal,배추김치(5~6월),24.44kcal,,,4103.64kcal
2022-05-27,우유(백색우유(200ML,122kcal,깍두기(임가공),28.75kcal,아이스크림,270kcal,,,4103.64kcal
2022-05-28,볶음밥(05)(06)(12),525.86kcal,탄산음료,117.5kcal,,,,,1305.41kcal
2022-04-27,깍두기(임가공),28.75kcal,배추김치(3~4월),10.75kcal,배추김치(3~4월),10.75kcal,,,3473.81kcal
2022-04-27,우유(백색우유(200ML,122kcal,사과 주스(200㎖/팩),46kcal,,,,,3473.81kcal
2022-04-28,간장계란밥(01)(05)(06),546.44kcal,잡곡밥,389.27kcal,밥,363kcal,,,3136.08kcal
2022-04-28,쇠고기미역국(05)(16),23.1kcal,강된장찌개(05)(18),67.11kcal,감자돈육짜글이(05)(06)(10),133.17kcal,,,3136.08kcal
2022-04-28,멸치비엔나볶음(05)(06)(10),301.44kcal,흑마늘삼겹(10),523.48kcal,비빔만두,304.67kcal,,,3136.08kcal
2022-04-28,배추김치(3~4월),10.75kcal,모듬쌈(05)(06),48.33kcal,닭간장소스찜(05)(06)(15),236.22kcal,,,3136.08kcal
2022-04-28,우유(백색우유(200ML,122kcal,배추김치(3~4월),10.75kcal,배추김치(3~4월),10.75kcal,,,3136.08kcal
2022-04-28,,,참외(4월~5월),45.6kcal,,,,,3136.08kcal
2022-04-29,밥,363kcal,밥,363kcal,참치마요덮밥(01),732.89kcal,,,3288.81kcal
2022-04-29,햄소시지찌개(05)(06)(10),197.51kcal,쇠고기육개장(완)(16),30.54kcal,팽이버섯계란국(01)(05),73.74kcal,,,3288.81kcal
2022-04-29,쇠고기장조림,1.16kcal,시금치어묵잡채(05)(06),108.46kcal,양념떡볶이치킨(06)(12)(15),759.41kcal,,,3288.81kcal
2022-04-29,깻잎양념무침(05)(06),52.01kcal,골뱅이오징어채볶음(06)(17),144.56kcal,모듬김치,11.83kcal,,,3288.81kcal
2022-04-29,배추김치(3~4월),10.75kcal,김자반,34.4kcal,워터젤리,176.4kcal,,,3288.81kcal
2022-04-29,바나나맛우유(02),200.4kcal,깍두기(임가공),28.75kcal,,,,,3288.81kcal
2022-04-30,햄치즈버거(01)(02)(06)(10)(12),597.11kcal,베이컨김치볶음밥(10),287.7kcal,,,,,1355.82kcal
2022-04-30,계란후라이(완제품),0kcal,명랑핫도그(12),135.22kcal,,,,,1355.82kcal
2022-04-30,시리얼(3),4kcal,,,,,,,1355.82kcal
2022-04-30,토마토(비생산기)(12),10.692kcal,,,,,,,1355.82kcal
2022-04-30,바나나(육사),81.6kcal,,,,,,,1355.82kcal
2022-04-30,우유(백색우유(200ML,122kcal,,,,,,,1355.82kcal
2022-04-30,탄산음료,117.5kcal,,,,,,,1355.82kcal
2022-05-01,밥,363kcal,밥,363kcal,김치볶음밥(05)(06)(10)(18),557.15kcal,,,3501.48kcal
2022-05-01,두부고추장찌개(05)(06)(10),126.3kcal,된장찌개(05)(06),88.16kcal,유부장국(05)(06),56.98kcal,,,3501.48kcal
2022-05-01,애호박조갯살나물(09),47.63kcal,조미김,304kcal,로제떡볶이(12),223.71kcal,,,3501.48kcal
2022-05-01,소시지야채볶음(05)(06)(10),298.8kcal,닭매운양념조림(05)(06)(15),222.5kcal,조미김,304kcal,,,3501.48kcal
2022-05-01,배추김치(5~6월),24.44kcal,콩나물게맛살냉채(05),50.22kcal,깍두기(임가공),28.75kcal,,,3501.48kcal
2022-05-01,우유(백색우유(200ML,122kcal,배추김치(5~6월),24.44kcal,바나나맛우유(02),200.4kcal,,,3501.48kcal
2022-05-01,,,오렌지 주스(200㎖/팩),96kcal,,,,,3501.48kcal
2022-05-02,밥,363kcal,밥,363kcal,자장면(05)(06)(10),808.44kcal,,,3492.45kcal
2022-05-02,꼬리곰탕,564.06kcal,감자옹심이국(05),32.89kcal,유자품은꿔바로우(01)(05)(06)(10),563.91kcal,,,3492.45kcal
2022-05-02,계란찜(01)(09),87.61kcal,표고버섯돼지고기볶음(05)(06)(10),261.13kcal,모듬김치,13.08kcal,,,3492.45kcal
2022-05-02,오징어젓무침(17),35.57kcal,브로콜리&초고추장(06),98.57kcal,과일푸딩,126kcal,,,3492.45kcal
2022-05-02,깍두기(임가공),28.75kcal,배추김치(5~6월),24.44kcal,,,,,3492.45kcal
2022-05-02,우유(백색우유(200ML,122kcal,커피음료,,,,,,3492.45kcal
2022-05-03,오징어덮밥(05)(06)(17),625.24kcal,밥,363kcal,밥,363kcal,,,3074.03kcal
2022-05-03,순두부국(05),47.15kcal,돼지고기김치찌개(05)(10),119.03kcal,아욱고추장찌개(05)(06)(16),76.99kcal,,,3074.03kcal
2022-05-03,감자샐러드(완),0kcal,치킨너겟&머스타드소스(01)(06)(15),582.34kcal,조미김,304kcal,,,3074.03kcal
2022-05-03,배추김치(5~6월),24.44kcal,고등어조림(05)(06),156.62kcal,쇠고기꽈리고추조림(05)(06)(16),113.94kcal,,,3074.03kcal
2022-05-03,우유(백색우유(200ML,122kcal,깍두기(임가공),28.75kcal,콩나물매운무침(05)(06),77.09kcal,,,3074.03kcal
2022-05-03,,,사과 주스(200㎖/팩),46kcal,배추김치(5~6월),24.44kcal,,,3074.03kcal
2022-05-04,밥,363kcal,삼겹살덮밥(01)(05)(06)(10),972.86kcal,잡곡밥,382.09kcal,,,3519.69kcal
2022-05-04,만둣국(01)(05),23.7kcal,어묵콩나물국(05)(06)(09),80.57kcal,감자돈육짜글이(05)(06)(10),144.8kcal,,,3519.69kcal
2022-05-04,햄감자볶음(05)(06)(10),165.27kcal,마늘종멸치볶음(05)(06),150.78kcal,닭튀김(선택)(01)(06)(15),945.82kcal,,,3519.69kcal
2022-05-04,깻잎지(완),15kcal,파김치,21.24kcal,오이무침(05)(06),20.57kcal,,,3519.69kcal
2022-05-04,깍두기(임가공),28.75kcal,이온음료,58.8kcal,배추김치(5~6월),24.44kcal,,,3519.69kcal
2022-05-04,우유(백색우유(200ML,122kcal,,,,,,,3519.69kcal
2022-05-05,핫도그빵(01)(06)(10)(12),726.46kcal,밥,363kcal,밥,363kcal,,,2978.71kcal
2022-05-05,시리얼,157.32kcal,근대된장국(05),26.83kcal,계란조갯살찌개(01)(05),69.71kcal,,,2978.71kcal
2022-05-05,우유(백색우유(200ML,122kcal,감자채볶음,85kcal,돼지갈비찜(05)(06)(10),458.49kcal,,,2978.71kcal
2022-05-05,신선형(토마토(58월))(12),8.91kcal,오리고추장구이(볶음),231.29kcal,참나물상추겉절이 (05)(06),30.92kcal,,,2978.71kcal
2022-05-05,,,무쌈,12.59kcal,깍두기(임가공),28.75kcal,,,2978.71kcal
2022-05-05,,,배추김치(5~6월),24.44kcal,아이스크림,270kcal,,,2978.71kcal
2022-05-06,밥,363kcal,잡곡밥,382.09kcal,돼지국밥&소면(10),515.32kcal,,,2622.20kcal
2022-05-06,쇠고기미역국(05)(16),24.79kcal,순두부찌개(05)(10),68.03kcal,부추겉절이(05)(06),34.74kcal,,,2622.20kcal
2022-05-06,전복버터야채볶음(05)(06)(18),39.36kcal,대패삼겹살볶음(05)(06)(10),433.02kcal,풋고추,42.19kcal,,,2622.20kcal
2022-05-06,무생채,51.02kcal,조미김,304kcal,깍두기(임가공),28.75kcal,,,2622.20kcal
2022-05-06,배추김치(5~6월),24.44kcal,취나물무침(05),34.9kcal,포도 주스(180㎖/캔),84.51kcal,,,2622.20kcal
2022-05-06,우유(백색우유(200ML,122kcal,배추김치(5~6월),24.44kcal,,,,,2622.20kcal
2022-05-06,,,참외(4월~5월),45.6kcal,,,,,2622.20kcal
2022-05-07,불고기버거(01)(06)(10)(12),644.16kcal,밥,363kcal,밥,363kcal,,,3011.29kcal
2022-05-07,시리얼,157.32kcal,햄소시지찌개(05)(06),30.34kcal,강된장찌개(05)(18),75.72kcal,,,3011.29kcal
2022-05-07,탄산음료,117.5kcal,콩나물삼색볶음(05)(06),78.42kcal,제육볶음(05)(06)(10),560.46kcal,,,3011.29kcal
2022-05-07,우유(백색우유(200ML,122kcal,닭고기김치찜(05)(06)(15),203.48kcal,양배추쌈(05)(06),59.29kcal,,,3011.29kcal
2022-05-07,토마토,8.91kcal,깍두기(임가공),28.75kcal,배추김치(5~6월),24.44kcal,,,3011.29kcal
2022-05-07,,,비타민음료,90kcal,유산균 발효유(3사교),84.5kcal,,,3011.29kcal
2022-05-08,밥,363kcal,오색비빔밥(06),523.99kcal,밥,363kcal,,,1989.08kcal
2022-05-08,얼큰황태채국(05),20.84kcal,호박된장국(05),65.24kcal,소불고기(완제품)(16),162.25kcal,,,1989.08kcal
2022-05-08,쇠고기느타리버섯잡채(05)(06)(16),120.51kcal,맛밤송송함박스테이크,0kcal,감자전(완),90kcal,,,1989.08kcal
2022-05-08,감자조림(05)(06),59.46kcal,계란후라이(완제품),0kcal,오이부추무침(05)(06),21.16kcal,,,1989.08kcal
2022-05-08,깍두기(임가공),28.75kcal,배추김치(5~6월),24.44kcal,배추김치(5~6월),24.44kcal,,,1989.08kcal
2022-05-08,우유(백색우유(200ML,122kcal,과채,24.44kcal,,,,,1989.08kcal
2022-05-09,꼬꼬떡국(01)(05)(15),307.81kcal,검은콩밥,395.75kcal,밥,363kcal,,,3510.37kcal
2022-05-09,밥1,108.9kcal,김치짜글이찌개(09)(10),136.51kcal,버섯육개장(01)(05)(16),113.41kcal,,,3510.37kcal
2022-05-09,토마토상추겉절이(05)(06)(12),41.53kcal,마파두부(05)(06),273.89kcal,돈가스(06)(10),645.02kcal,,,3510.37kcal
2022-05-09,오징어채야채무침(05)(06)(17),78.46kcal,조미김,304kcal,콩나물오징어초무침(05)(06)(17),157.11kcal,,,3510.37kcal
2022-05-09,배추김치(5~6월),24.44kcal,천사채샐러드(01),114.92kcal,깍두기(임가공),28.75kcal,,,3510.37kcal
2022-05-09,바나나맛우유(02),200.4kcal,배추김치(5~6월),24.44kcal,감귤 주스(180㎖/병),180kcal,,,3510.37kcal
2022-05-09,,,대추방울토마토(생산기)(12),12.02614kcal,,,,,3510.37kcal
2022-05-10,밥,363kcal,찹쌀밥,434.8kcal,밥,363kcal,,,3023.37kcal
2022-05-10,팽이버섯계란국(01)(05),72.96kcal,반계탕(15),306.97kcal,짬뽕찌개(05)(10)(17),93.71kcal,,,3023.37kcal
2022-05-10,돈육굴소스양배추볶음(10),235.56kcal,생선묵볶음(05)(06),190.96kcal,매콤새송이버섯볶음(05)(06),80.11kcal,,,3023.37kcal
2022-05-10,브로콜리/초고추장(06),110.4kcal,오이풋고추된장무침(05),32.8kcal,사과소스미트볼(완)(10),269.47kcal,,,3023.37kcal
2022-05-10,배추김치(5~6월),24.44kcal,깍두기(임가공),28.75kcal,배추김치(5~6월),24.44kcal,,,3023.37kcal
2022-05-10,우유(백색우유(200ML,122kcal,아이스크림 콘,270kcal,,,,,3023.37kcal
2022-05-11,밥,363kcal,셀프주먹밥,155.61kcal,밥,363kcal,,,3044.05kcal
2022-05-11,쇠고기무국(05)(16),75.36kcal,생우동(01)(06),444.79kcal,배추들깨국(05),56.59kcal,,,3044.05kcal
2022-05-11,햄감자볶음(05)(06)(10),165.27kcal,생선가스&타르타르소스(01)(06),528.95kcal,청양풍닭볶음(05)(06)(15),214.33kcal,,,3044.05kcal
2022-05-11,오징어젓무침(17),35.57kcal,모듬김치,13.08kcal,조미김,304kcal,,,3044.05kcal
2022-05-11,배추김치(5~6월),24.44kcal,짜먹는요구르트(02),76.8kcal,오이양파장아찌(05)(06),72.51kcal,,,3044.05kcal
2022-05-11,우유(백색우유(200ML,122kcal,,,깍두기(임가공),28.75kcal,,,3044.05kcal
2022-05-12,밥,363kcal,밥,363kcal,잡곡밥,382.09kcal,,,2961.43kcal
2022-05-12,돼지고기애호박찌개(06)(10),119.18kcal,광어매운탕(05)(06),113kcal,순두부오징어국(05)(17),76.34kcal,,,2961.43kcal
2022-05-12,연두부양념장(05)(06),85.15kcal,크리스피돈강정(10),536.14kcal,돈육표고장조림(05)(06)(10),227.66kcal,,,2961.43kcal
2022-05-12,훈제오리푸실리샐러드(12),170.72kcal,김자반,34.4kcal,시금치고추장무침(06),90.2kcal,,,2961.43kcal
2022-04-13,팽이버섯계란국(01)(05),73.74kcal,등뼈감자탕(05)(06)(09)(10),605.82kcal,어묵탕(05),15.58kcal,,,3147.88kcal
2022-04-13,쇠고기느타리버섯잡채(05)(06)(16),124.15kcal,콩나물삼색볶음(05)(06),75.24kcal,국물떡볶이(01)(05)(06),306.89kcal,,,3147.88kcal
2022-04-13,순두부양념장(05)(06),75.95kcal,오이풋고추&쌈장(05)(06),44.84kcal,김말이튀김&순대,367.58kcal,,,3147.88kcal
2022-04-13,배추김치(3~4월),10.75kcal,깍두기(임가공),28.75kcal,가공우유(바나나맛)(02),167kcal,,,3147.88kcal
2022-04-13,우유(백색우유(200ML,122kcal,사과(후지),29.841kcal,배추김치(3~4월),10.75kcal,,,3147.88kcal
2022-04-14,간장계란밥(01)(05)(06),546.44kcal,자장면(05)(06)(10),808.44kcal,밥,363kcal,,,3464.10kcal
2022-04-14,쇠고기무국(05)(16),66.1kcal,쫀득치킨꿔바로우(05)(06)(15),538.78kcal,돼지고기애호박찌개(06)(10),116.97kcal,,,3464.10kcal
2022-04-14,비엔나소시지야채볶음(05)(06)(10)(12),305.89kcal,모듬김치,11.83kcal,버섯잡채(05)(06),71.41kcal,,,3464.10kcal
2022-04-14,배추김치(3~4월),10.75kcal,신선형(딸기(34월)),39.6kcal,맑은오징어볶음(12)(17),148.14kcal,,,3464.10kcal
2022-04-14,우유(백색우유(200ML,122kcal,122kcal,,조미김,304kcal,,,3464.10kcal
2022-04-14,,,,,배추김치(3~4월),10.75kcal,,,3464.10kcal
2022-04-15,조밥,380.85kcal,산채나물비빔밥(01)(05)(06),609.26kcal,밥,363kcal,,,2855.63kcal
2022-04-15,사골우거지국(05)(16),329.53kcal,된장찌개(05)(06),74.67kcal,유부주머니감자국 (05),16.68kcal,,,2855.63kcal
2022-04-15,돼지고기청경채볶음(05)(06)(10),309.04kcal,데리야끼산적조림(10),104.63kcal,청양풍닭볶음(05)(06)(15),227.54kcal,,,2855.63kcal
2022-04-15,애호박나물(09),43.78kcal,미나리무생채(05)(06),28.45kcal,감자조림(05)(06),59.46kcal,,,2855.63kcal
2022-04-15,깍두기(임가공),28.75kcal,배추김치(3~4월),10.75kcal,파김치,21.24kcal,,,2855.63kcal
2022-04-15,우유(백색우유(200ML,122kcal,아이스 망고바,126kcal,,,,,2855.63kcal
2022-04-16,불고기버거(01)(06)(10)(12),644.16kcal,밥,363kcal,밥,363kcal,,,2965.16kcal
2022-04-16,시리얼(3),4kcal,근대된장국(05),18.03kcal,계란조갯살찌개(01)(05),69.25kcal,,,2965.16kcal
2022-04-16,우유(백색우유(200ML,122kcal,닭고기김치찜(05)(06)(15),207.34kcal,차슈&파채(05)(06)(10),573.65kcal,,,2965.16kcal
2022-04-16,토마토(비생산기)(12),10.692kcal,오징어젓무침(17),35.57kcal,콩나물매운무침(05)(06),74.97kcal,,,2965.16kcal
2022-04-16,,,깍두기(임가공),28.75kcal,배추김치(3~4월),10.75kcal,,,2965.16kcal
2022-04-16,,,복숭아 주스(180㎖/병),188kcal,아이스크림 샌드위치(02),252kcal,,,2965.16kcal
2022-04-17,밥,363kcal,밥,363kcal,잡곡밥,389.27kcal,,,3250.42kcal
2022-04-17,돼지고기김치찌개(05)(10),109.86kcal,쇠고기모듬버섯찌개(05)(16),38.29kcal,두부고추장찌개(05)(06)(10),118.73kcal,,,3250.42kcal
2022-04-17,감자채볶음,85.7kcal,갈비만두(05)(06)(10),704.97kcal,닭갈비(05)(06)(15),217.22kcal,,,3250.42kcal
2022-04-17,계란찜(01)(09),101.42kcal,골뱅이쫄면무침(06),137.3kcal,조미김,304kcal,,,3250.42kcal
2022-04-17,깍두기(임가공),28.75kcal,배추김치(3~4월),10.75kcal,시금치된장무침(05),49.41kcal,,,3250.42kcal
2022-04-17,우유(백색우유(200ML,122kcal,농후 발효유(02),96kcal,배추김치(3~4월),10.75kcal,,,3250.42kcal
2022-04-18,밥,363kcal,볶음밥(05)(06),513.7kcal,밥,363kcal,,,3128.32kcal
2022-04-18,쇠고기미역국(05)(16),23.1kcal,짬뽕찌개(05)(10)(17),78.94kcal,순두부국(01)(05),71.05kcal,,,3128.32kcal
2022-04-18,돈육굴소스양배추볶음(10),241.08kcal,감자튀김(12),539.29kcal,쭈삼불고기(05)(06)(10),326.75kcal,,,3128.32kcal
2022-04-18,토마토스크램블에그(01)(12),125.74kcal,큐브스테이크(10),252.46kcal,양배추쌈(05)(06),53.29kcal,,,3128.32kcal
2022-04-18,가공우유(딸기맛)(02),116kcal,배추김치(3~4월),10.75kcal,깍두기(임가공),28.75kcal,,,3128.32kcal
2022-04-18,배추김치(3~4월),10.75kcal,대추방울토마토(비생산기)(12),10.6712808kcal,,,,,3128.32kcal
2022-04-19,밥,363kcal,잡곡밥,389.27kcal,카레밥(06)(10),613.8kcal,,,3071.00kcal
2022-04-19,생선묵국(05)(06),98.39kcal,닭볶음탕(15),202.35kcal,고구마치즈롤까스(10)(12),390.78kcal,,,3071.00kcal
2022-04-19,쇠고기장조림(완),90kcal,애호박조갯살나물(09),47.24kcal,야채샐러드,42.57kcal,,,3071.00kcal
2022-04-19,오이고추장무침(06),58.79kcal,조미김,304kcal,배추김치(3~4월),10.75kcal,,,3071.00kcal
2022-04-19,배추김치(3~4월),10.75kcal,매콤오징어실채무침(01)(06)(17),140.16kcal,워터젤리,176.4kcal,,,3071.00kcal
2022-04-19,우유(백색우유(200ML,122kcal,배추김치(3~4월),10.75kcal,,,,,3071.00kcal
2022-04-20,밥1,108.9kcal,밥,363kcal,밥,363kcal,,,3031.75kcal
2022-04-20,꼬꼬떡국(01)(05)(15),319.65kcal,아욱된장국(05)(06),61.82kcal,버섯두부탕(05),56.64kcal,,,3031.75kcal
2022-04-20,오징어채간장볶음(05)(06)(17),137.11kcal,피망잡채(05)(06)(10),209.25kcal,제육볶음(05)(06)(10),354.11kcal,,,3031.75kcal
2022-04-20,무생채,29.31kcal,코다리순살강정(05)(06)(12),441.51kcal,콩나물무침(05)(06),46.03kcal,,,3031.75kcal
2022-04-20,배추김치(3~4월),10.75kcal,꽃빵(06),85.2kcal,깍두기(임가공),28.75kcal,,,3031.75kcal
2022-04-20,우유(백색우유(200ML,122kcal,백김치,15.12kcal,아이스크림 팩형(02),234kcal,,,3031.75kcal
2022-04-20,,,참외(4월~5월),45.6kcal,,,,,3031.75kcal
2022-04-21,밥,363kcal,병천순대국밥(10),495.38kcal,치킨버거(01)(06)(12),687.05kcal,,,2848.27kcal
2022-04-21,만둣국(01)(05),25.18kcal,삼색옹심이물만두(01)(05)(06)(10),156.38kcal,시리얼,157.32kcal,,,2848.27kcal
2022-04-21,두부김치(05)(06)(10),225.58kcal,부추겉절이(05)(06),30.87kcal,탄산음료,117.5kcal,,,2848.27kcal
2022-04-21,멸치아몬드볶음(05)(06),157.17kcal,숙성김치,6.25kcal,토마토(비생산기)(12),10.692kcal,,,2848.27kcal
2022-04-21,배추김치(3~4월),10.75kcal,깍두기(임가공),28.75kcal,우유(백색우유(200ML,122kcal,,,2848.27kcal
2022-04-21,컵과일(메론),54kcal,바나나맛우유(02),200.4kcal,,,,,2848.27kcal
2022-04-22,밥,363kcal,흑미밥,387.38kcal,밥,363kcal,,,3486.41kcal
2022-04-22,버섯들깨탕,176.09kcal,짬뽕수제비국(05)(06)(10)(17),157.94kcal,된장찌개(05)(06),74.67kcal,,,3486.41kcal
2022-04-22,돈육호박볶음(05)(06)(09)(10),178.97kcal,쇠고기마늘종볶음(05)(06)(16),267.19kcal,대패삼겹살볶음(05)(06)(10),574.65kcal,,,3486.41kcal
2022-04-22,깻잎지(완),15kcal,모짜렐라치즈토마토샐러드(02)(12),12.19kcal,깐쇼새우(05)(06)(12),562.08kcal,,,3486.41kcal
