날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2024-09-24(화),깍두기(수의)(09),15.2kcal,배추김치(수의),12kcal,사과나무(사과주스),,,,3825.45kcal
2024-09-25(수),잠봉뵈르샌드위치(01)(02)(05)(06)(10)(12)(16),639.11kcal,밥,355kcal,밥,355kcal,,,3755.62kcal
2024-09-25(수),단호박샐러드(완)(01)(02)(05),78kcal,샤브샤브국(05)(06)(16),66.51kcal,갈비탕(완),1261.41kcal,,,3755.62kcal
2024-09-25(수),먼치킨도넛(01)(02)(04)(05)(06),79.8kcal,옥수수맛탕,0kcal,김치전(05)(06),405kcal,,,3755.62kcal
2024-09-25(수),스프라이트,112kcal,블랙타이거새우구이(09),0kcal,모듬야채&쌈장,19.08kcal,,,3755.62kcal
2024-09-25(수),백색우유(02),65kcal,쫄면야채무침(06),242.51kcal,깍두기(수의)(09),15.2kcal,,,3755.62kcal
2024-09-25(수),,,배추김치(수의),12kcal,,,,,3755.62kcal
2024-09-25(수),,,청포도에이드,50kcal,,,,,3755.62kcal
2024-09-26(목),밥,355kcal,전주비빔밥(01)(05)(06),475.28kcal,밥,355kcal,,,3080.16kcal
2024-09-26(목),쇠고기당면국(05)(06)(16),69.27kcal,배추된장국(05)(06)(16),75.04kcal,호박고추장찌개(05)(06)(09)(16),41.02kcal,,,3080.16kcal
2024-09-26(목),닭고기데리야끼조림(05)(06)(15)(18),285.66kcal,순대야채볶음(05)(06)(10),248.96kcal,바질크림떡볶이(02)(06)(10),449.79kcal,,,3080.16kcal
2024-09-26(목),숙주나물무침(05)(06),13.97kcal,도토리묵무침(05)(06),56.67kcal,치즈롤까스(02)(05)(06)(10),545kcal,,,3080.16kcal
2024-09-26(목),가공우유(바나나맛)(02),82.5kcal,파인애플스틱,3kcal,배추김치(수의),12kcal,,,3080.16kcal
2024-09-26(목),배추김치(수의),12kcal,총각김치,0kcal,,,,,3080.16kcal
2024-09-27(금),오므라이스(완)(01)(05)(06)(10)(12)(15)(16),1034.18kcal,잡곡밥,387.65kcal,밥,355kcal,,,3686.68kcal
2024-09-27(금),유부된장국(05)(06),34.29kcal,청국장찌개(05)(06)(09)(10),104.02kcal,얼큰콩나물국(05),28.35kcal,,,3686.68kcal
2024-09-27(금),치즈소시지구이,0kcal,돈육고추장볶음(05)(06)(10),312.69kcal,김말이튀김강정(05),271.36kcal,,,3686.68kcal
2024-09-27(금),꽃맛살메추리알샐러드(01)(05),250.93kcal,아귀살깐풍(05),334.03kcal,닭고기단호박조림(05)(06)(15),417.64kcal,,,3686.68kcal
2024-09-27(금),배추김치(수의),12kcal,깻잎순무침(05)(06),25.45kcal,미나리초무침,13.29kcal,,,3686.68kcal
2024-09-27(금),백색우유(02),65kcal,깍두기(수의)(09),15.2kcal,배추김치(수의),12kcal,,,3686.68kcal
2024-09-27(금),,,,,대추방울토마토(12),13.6kcal,,,3686.68kcal
2024-09-28(토),모닝빵&크로와상(01)(02)(05)(06),602.1kcal,대게&랍스타볶음밥(완)(05)(15),442kcal,밥,355kcal,,,2916.03kcal
2024-09-28(토),버팔로봉(05)(15),400kcal,다시마무국(05)(06)(16),20.38kcal,나가사끼짬뽕찌개(09)(10)(15)(16)(17)(18),140.49kcal,,,2916.03kcal
2024-09-28(토),백색우유(02),65kcal,스크램블에그(01)(05),150.13kcal,돈육김치찜(05)(06)(10),156.99kcal,,,2916.03kcal
2024-09-28(토),,,불고기분짜(05)(06)(10),115.09kcal,미니전병(02)(05)(06)(09)(10)(16),305.65kcal,,,2916.03kcal
2024-09-28(토),,,배추김치(수의),12kcal,깍두기(수의)(09),15.2kcal,,,2916.03kcal
2024-09-28(토),,,써니텐파인애플향 (05),136kcal,,,,,2916.03kcal
2024-09-29(일),밥,355kcal,데리야끼삼겹살덮밥(05)(06)(10),1095.75kcal,밥,355kcal,,,3593.68kcal
2024-09-29(일),꼬꼬떡국(01)(15),302.96kcal,호박고추장찌개(05)(06)(09)(16),41.02kcal,돼지국밥(완)(09)(10),376.48kcal,,,3593.68kcal
2024-09-29(일),소불고기버섯볶음(05)(06)(16),229.12kcal,소떡소떡(05)(06)(10)(12)(15),184.1kcal,미트볼케찹조림(02)(05)(06)(10)(12)(16),232.56kcal,,,3593.68kcal
2024-09-29(일),동그랑땡&케첩(01)(05)(06)(10),285.5kcal,꼬들단무지무침(13),18.45kcal,오이부추무침(05)(06),13.54kcal,,,3593.68kcal
2024-09-29(일),배추김치(수의),12kcal,배추김치(수의),12kcal,깍두기(수의)(09),15.2kcal,,,3593.68kcal
2024-09-29(일),백색우유(02),65kcal,바나나,,,,,,3593.68kcal
2024-09-30(월),밥,355kcal,쇠고기콩나물밥양념간장(05)(06),419.43kcal,밥,355kcal,,,3318.83kcal
2024-09-30(월),사골우거지국(완)(02)(05)(06)(16)(18),186.44kcal,오징어무국(05)(06)(17),73.45kcal,김치찌개(05)(06)(10)(16),104.8kcal,,,3318.83kcal
2024-09-30(월),두부김치(05)(06)(10),248.29kcal,매콤새송이버섯볶음(05)(06),43.02kcal,마늘안심닭강정(05),438.74kcal,,,3318.83kcal
2024-09-30(월),오이고추된장무침(05)(06),25.86kcal,갈치순살튀김(05)(06),391.6kcal,알감자구이(완)(02)(05),272.85kcal,,,3318.83kcal
2024-09-30(월),깍두기(수의)(09),15.2kcal,브로콜리깨소스무침(01)(05)(06),124.68kcal,황도샐러드(02)(11),97.27kcal,,,3318.83kcal
2024-09-30(월),백색우유(02),65kcal,배추김치(수의),12kcal,깍두기(수의)(09),15.2kcal,,,3318.83kcal
2024-09-30(월),,,,,청포도주스(피크닉),75kcal,,,3318.83kcal
2024-10-01(화),밥,355kcal,흑미밥,373.75kcal,밥,355kcal,,,3563.91kcal
2024-10-01(화),닭곰탕(완)(01)(02)(05)(06)(15)(16)(18),163.46kcal,샤브샤브국(05)(06)(16),68.71kcal,얼큰순댓국(05)(10),305kcal,,,3563.91kcal
2024-10-01(화),떡갈비조림(05)(06),279.62kcal,오삼불고기(05)(06)(10)(17),561.12kcal,목화솜탕수육(05)(06)(10),664.91kcal,,,3563.91kcal
2024-10-01(화),오징어젓무침(17),41.26kcal,햄구이(05)(10)(13),244.5kcal,모듬야채&쌈장,19.08kcal,,,3563.91kcal
2024-10-01(화),가공우유(바나나맛)(02),82.5kcal,배추김치(수의),12kcal,석박지,22.8kcal,,,3563.91kcal
2024-10-01(화),깍두기(수의)(09),15.2kcal,,,,,,,3563.91kcal
2024-10-02(수),한우불고기버거(01)(02)(05)(06)(12)(16),371.68kcal,꼬막비빔밥(05)(06)(18),397.26kcal,밥,355kcal,,,3693.19kcal
2024-10-02(수),케이준감자튀김(05),371.3kcal,쑥갓어묵국(05)(06),65.86kcal,배추된장국(05)(06)(16),75.53kcal,,,3693.19kcal
2024-10-02(수),야채샐러드,93.71kcal,어니언치킨까스(01)(02)(05)(06)(15)(16),604.83kcal,잡채(05)(10),235.15kcal,,,3693.19kcal
2024-10-02(수),우유(02),65kcal,과일샐러드(12),94.63kcal,매운족발볶음(04)(05)(06)(10)(16)(18),415.52kcal,,,3693.19kcal
2024-10-02(수),마시는 발효유(02),70.6kcal,배추김치(수의),12kcal,고구마조림(고구마맛탕)(05)(06),194.92kcal,,,3693.19kcal
2024-10-02(수),,,"아이스크림, 팩형(02)",255kcal,깍두기(수의)(09),15.2kcal,,,3693.19kcal
2024-10-03(목),밥,355kcal,검은콩밥,388.04kcal,밥,355kcal,,,3559.73kcal
2024-10-03(목),황태채미역국(05)(06),23.23kcal,쇠고기육개장(01)(05)(06)(16),105.71kcal,삼색수제비국(05)(06),234.92kcal,,,3559.73kcal
2024-10-03(목),돈육고추장볶음(05)(06)(10),312.74kcal,감자채피망볶음(05),73.61kcal,야채고로케(02)(05)(06)(10),443kcal,,,3559.73kcal
2024-10-03(목),연두부양념장(05)(06),63.77kcal,깐쇼새우(05)(06),443.41kcal,묵은지닭고기조림(05)(06)(15),354.31kcal,,,3559.73kcal
2024-10-03(목),가공우유(딸기맛)(02)(05),282.5kcal,배추김치(수의),12kcal,미나리초무침,13.29kcal,,,3559.73kcal
2024-10-03(목),배추김치(수의),12kcal,,,깍두기(수의)(09),15.2kcal,,,3559.73kcal
2024-10-03(목),,,,,멜론(여름),72kcal,,,3559.73kcal
2024-10-04(금),밥,355kcal,잡곡밥,387.65kcal,스팸마요덮밥(01)(05)(10)(13),843.21kcal,,,3261.16kcal
2024-09-07(토),백색우유(02),65kcal,크림슈(01)(02)(05)(06),72kcal,연두부양념장(05)(06),63.77kcal,,,2344.08kcal
2024-09-07(토),,,깍두기(수의)(09),15.2kcal,총각김치,0kcal,,,2344.08kcal
2024-09-07(토),,,사이다,350kcal,사과주스(사과나무),,,,2344.08kcal
2024-09-08(일),밥,355kcal,밥,355kcal,밥,355kcal,,,3678.58kcal
2024-09-08(일),감자짜글이(05)(06)(10)(13)(16),179.71kcal,한우고기곰탕(완)(16),1.41kcal,쑥갓어묵국(05)(06),66.07kcal,,,3678.58kcal
2024-09-08(일),고깃집맛소금구이(01)(05)(10)(16),460kcal,돼지고기김치볶음(05)(10),276.96kcal,매운족발볶음(04)(05)(06)(10)(16)(18),415.76kcal,,,3678.58kcal
2024-09-08(일),양념깻잎지무침(05)(06),120kcal,베이컨스크램블에그(01)(05),176.73kcal,너비아니구이(05)(06)(10)(16)(18),622.74kcal,,,3678.58kcal
2024-09-08(일),배추김치(수의),12kcal,깍두기(수의)(09),15.2kcal,배추김치(수의),12kcal,,,3678.58kcal
2024-09-08(일),백색우유(02),65kcal,식혜,190kcal,,,,,3678.58kcal
2024-09-09(월),밥,355kcal,잡곡밥,387.65kcal,스팸마요덮밥(01)(05)(10)(13),951.21kcal,,,3803.96kcal
2024-09-09(월),삼색수제비국(05)(06),234.92kcal,우렁된장찌개(05)(06)(09)(18),86.72kcal,홍합탕(18),25.56kcal,,,3803.96kcal
2024-09-09(월),닭고기데리야끼조림(05)(06)(15)(18),285.66kcal,잡채(05)(10),200.06kcal,모짜렐라치즈핫도그 (02)(05)(06)(10),147.8kcal,,,3803.96kcal
2024-09-09(월),순두부양념장(05)(06),44kcal,오삼불고기(05)(06)(10)(17),654.67kcal,단무지무침,10.44kcal,,,3803.96kcal
2024-09-09(월),배추김치(수의),12kcal,무생채,18.27kcal,배추김치(수의),12kcal,,,3803.96kcal
2024-09-09(월),백색우유(02),65kcal,배추김치(수의),12kcal,써니텐파인애플향 (05),136kcal,,,3803.96kcal
2024-09-09(월),,,토핑형 발효유(02)(06),165kcal,,,,,3803.96kcal
2024-09-10(화),밥,355kcal,떡갈비비빔밥(01)(05)(06),768.98kcal,김가루밥,364.19kcal,,,3849.41kcal
2024-09-10(화),유부주머니탕(05)(06)(10)(13)(16),323.39kcal,다시마무국(05)(06)(16),20.38kcal,황태채미역국(05)(06),23.23kcal,,,3849.41kcal
2024-09-10(화),돈육피망볶음(05)(06)(10),358.03kcal,누들떡볶이(05)(06)(10),304.48kcal,무뼈닭발(02)(15),251.9kcal,,,3849.41kcal
2024-09-10(화),미나리초무침,13.29kcal,에그타르트(01)(06),250kcal,계란찜(01)(05)(09),117.67kcal,,,3849.41kcal
2024-09-10(화),가공우유(딸기맛)(02)(05),282.5kcal,배추김치(수의),12kcal,콩나물무침(05)(06),30.37kcal,,,3849.41kcal
2024-09-10(화),배추김치(수의),12kcal,,,배추김치(수의),12kcal,,,3849.41kcal
2024-09-10(화),,,,,사이다,350kcal,,,3849.41kcal
2024-09-11(수),와플&초코잼(01)(02)(05)(06),108.6kcal,잡곡밥,387.65kcal,밥,355kcal,,,3097.66kcal
2024-09-11(수),햄치즈샌드위치(01)(02)(05)(06)(10)(12),715.52kcal,쇠고기육개장(01)(05)(06)(16),102.32kcal,참치김치찌개(05)(06)(16),122.65kcal,,,3097.66kcal
2024-09-11(수),야채샐러드,93.71kcal,어묵야채볶음(05)(06),78.4kcal,불닭팽이버섯,34.55kcal,,,3097.66kcal
2024-09-11(수),백색우유(02),65kcal,돼지간장불고기(05)(06)(10),241.98kcal,뿌링클치킨(01)(02)(04)(05)(06)(15),635kcal,,,3097.66kcal
2024-09-11(수),콜라,117.5kcal,가지무침(05)(06),14.88kcal,치킨무,12.9kcal,,,3097.66kcal
2024-09-11(수),,,배추김치(수의),12kcal,총각김치,0kcal,,,3097.66kcal
2024-09-12(목),밥,355kcal,추가밥,213kcal,밥,355kcal,,,3496.43kcal
2024-09-12(목),황태해장국(01)(05)(06),56.39kcal,망향식물비빔국수,477.46kcal,배추된장국(05)(06)(16),75.04kcal,,,3496.43kcal
2024-09-12(목),비엔나소시지케찹볶음(05)(10),312.6kcal,잎새만두찜(05)(06),9.09kcal,삼겹살새송이버섯구이(10),738.26kcal,,,3496.43kcal
2024-09-12(목),돈육고추장볶음(05)(06)(10),312.69kcal,멕시칸샐러드(01)(05)(10),237.5kcal,상추쌈,10.53kcal,,,3496.43kcal
2024-09-12(목),가공우유(초코맛)(02),194kcal,백김치,6kcal,쌈무,25kcal,,,3496.43kcal
2024-09-12(목),배추김치(수의),12kcal,사인머스켓,45kcal,깍두기(수의)(09),15.2kcal,,,3496.43kcal
2024-09-12(목),,,,,오렌지주스(오렌지나무),46.67kcal,,,3496.43kcal
2024-09-13(금),장조림버터밥(01)(02)(05)(06)(16),768.15kcal,밥,355kcal,밥,355kcal,,,2945.76kcal
2024-09-13(금),얼큰쇠고기무국(05)(06)(16),62.99kcal,묵은지김치찌개(05)(06)(10)(16),94.8kcal,닭볶음탕(05)(06)(15),408.2kcal,,,2945.76kcal
2024-09-13(금),맛김,5.25kcal,장어강정(05)(06),108.1kcal,쇠고기미역국(05)(06)(16),50.09kcal,,,2945.76kcal
2024-09-13(금),오징어젓무침(17),41.53kcal,청경채찜(05)(06)(18),31.12kcal,동그랑땡&케첩(01)(05)(06)(10),285.5kcal,,,2945.76kcal
2024-09-13(금),배추김치(수의),12kcal,청포묵김가루무침(05)(06),37.87kcal,배추김치(수의),12kcal,,,2945.76kcal
2024-09-13(금),달콤한베지밀비(05),63.16kcal,총각김치,0kcal,,,,,2945.76kcal
2024-09-13(금),,,"아이스크림, 팩형(02)",255kcal,,,,,2945.76kcal
2024-09-14(토),불고기베이컨치즈버거(01)(02)(05)(06)(10)(12)(16),746.05kcal,투움바파스타(02)(05)(06)(09)(15)(16)(18),612.61kcal,차슈덮밥(01)(05)(06)(18),862.02kcal,,,4286.84kcal
2024-09-14(토),뿌링클웨지감자(01)(02)(04)(05)(06),499kcal,쇠고기스프(16),63kcal,파송송계란국(01)(05)(06)(16),59.72kcal,,,4286.84kcal
2024-09-14(토),백색우유(02),65kcal,닭꼬치(완)(05)(15),123.2kcal,야채고로케(02)(05)(06)(10),923kcal,,,4286.84kcal
2024-09-14(토),,,만다린샐러드(02),64.82kcal,열무된장무침(05)(06),21.3kcal,,,4286.84kcal
2024-09-14(토),,,오이피클(05)(06),70kcal,배추김치(수의),12kcal,,,4286.84kcal
2024-09-14(토),,,써니텐오렌지향,132kcal,"포도,신선형(포도(811월))",33.12kcal,,,4286.84kcal
2024-09-15(일),밥,355kcal,밥,355kcal,흑미밥,373.75kcal,,,2523.04kcal
2024-09-15(일),사골곰탕(16),30.81kcal,순두부찌개(01)(05)(06)(10)(16)(18),133.63kcal,얼큰어묵국(05)(06),66.19kcal,,,2523.04kcal
2024-09-15(일),매콤계란조림(01)(05)(06),151.1kcal,돼지고기콩나물볶음(05)(06)(10),298.04kcal,감자채피망볶음(05),73.61kcal,,,2523.04kcal
2024-09-15(일),오이양파장아찌(05)(06),15.3kcal,양배추쌈&저염쌈장,34.41kcal,치즈함박스테이크(05),460kcal,,,2523.04kcal
2024-09-15(일),깍두기(수의)(09),15.2kcal,배추김치(수의),12kcal,배추김치(수의),12kcal,,,2523.04kcal
2024-09-15(일),백색우유(02),65kcal,멜론,72kcal,,,,,2523.04kcal
2024-09-16(월),밥,355kcal,잡곡밥,387.65kcal,밥,355kcal,,,3064.91kcal
2024-09-16(월),키조개미역국(05)(06)(16)(18),20.1kcal,배추된장국(05)(06)(16),75.04kcal,쇠고기육개장(01)(05)(06)(16),102.32kcal,,,3064.91kcal
2024-09-16(월),고추참치김치볶음(05)(12)(16),61.78kcal,비엔나소시지야채볶음(05)(06)(10),369.54kcal,닭다리튀김(01)(05)(15),537kcal,,,3064.91kcal
2024-09-16(월),쇠고기떡볶음(05)(06)(16),254.17kcal,슈바인학센순살(02)(05)(06)(10)(16)(18),289.6kcal,꽈리고추메추리알장조림(01)(05)(06),12.65kcal,,,3064.91kcal
2024-09-16(월),깍두기(수의)(09),15.2kcal,김자반,35.36kcal,배추김치(수의),12kcal,,,3064.91kcal
2024-09-16(월),백색우유(02),65kcal,총각김치,0kcal,콜라,117.5kcal,,,3064.91kcal
2024-09-17(화),밥,355kcal,잡곡밥,387.65kcal,베이컨김치볶음밥(01)(05)(06),604.51kcal,,,3599.61kcal
2024-09-17(화),새우순두부계란탕(01)(05)(09),96.77kcal,쇠고기무국(05)(06)(16),54.4kcal,유부된장국(05)(06),34.29kcal,,,3599.61kcal
2024-09-17(화),돈육고추장볶음(05)(06)(10),312.69kcal,애호박나물(05)(09),58.83kcal,바베큐치킨스테이크(05)(06)(15),400kcal,,,3599.61kcal
2024-09-17(화),햄슬라이스야채볶음(05)(06)(10),135.41kcal,매운돼지갈비찜(05)(06)(10),565.76kcal,무&비트피클(완),18kcal,,,3599.61kcal
2024-09-17(화),가공우유(바나나맛)(02),82.5kcal,동태전(01)(05)(06),228.05kcal,깍두기(수의)(09),15.2kcal,,,3599.61kcal
2024-09-17(화),배추김치(수의),12kcal,송편,0kcal,,,,,3599.61kcal
2024-09-17(화),,,보쌈김치(09),48.55kcal,,,,,3599.61kcal
2024-09-17(화),,,식혜,190kcal,,,,,3599.61kcal
2024-09-18(수),또띠아치킨랩(01)(02)(05)(06)(15),734.78kcal,카레밥,513.4kcal,밥,355kcal,,,3466.68kcal
2024-09-18(수),프로틴바,0kcal,매운버섯국(05)(06)(16),57.16kcal,순댓국(완)(09)(10),407.14kcal,,,3466.68kcal
2024-09-18(수),구운계란,0kcal,지파이(01)(05)(06)(15),450kcal,코코넛새우튀김(05)(12),458kcal,,,3466.68kcal
2024-09-18(수),백색우유(02),65kcal,콘샐러드(완)(01)(05),105kcal,양념고추지,37.2kcal,,,3466.68kcal
2024-09-18(수),카페라떼(02),168kcal,배추김치(수의),12kcal,깍두기(수의)(09),15.2kcal,,,3466.68kcal
2024-09-18(수),,,이온음료,88.8kcal,,,,,3466.68kcal
2024-09-19(목),밥,355kcal,추가밥,213kcal,불닭덮밥(02)(05)(06)(15),622.09kcal,,,3566.29kcal
2024-09-19(목),쇠고기장터국(완)(16),46.24kcal,자장면(05)(06)(10),609.1kcal,콩나물국(05),27.72kcal,,,3566.29kcal
2024-09-19(목),떡갈비조림(05)(06),288.53kcal,짬뽕찌개(05)(06)(09)(17)(18),77.38kcal,토네이도핫도그(02)(05)(06)(10),397kcal,,,3566.29kcal
2024-09-19(목),오징어젓무침(17),41.53kcal,찹쌀꿔바로우(05)(06)(10),533.54kcal,쪽파락교무침,29.46kcal,,,3566.29kcal
2024-09-19(목),가공우유(딸기맛)(02)(05),282.5kcal,단무지,7.2kcal,배추김치(수의),12kcal,,,3566.29kcal
2024-09-19(목),배추김치(수의),12kcal,배추김치(수의),12kcal,바나나,,,,3566.29kcal
2024-09-20(금),밥,355kcal,흑미밥,373.75kcal,밥,355kcal,,,2933.00kcal
2024-09-20(금),김치수제비국(05)(06),236.43kcal,명태매운탕(05)(06)(16),114.24kcal,호박된장찌개(05)(06)(09)(16),95.04kcal,,,2933.00kcal
2024-09-20(금),훈제오리파프리카볶음(15),339.63kcal,잡채(05)(10),200.06kcal,돼지고기깻잎볶음(05)(06)(10),279.55kcal,,,2933.00kcal
2024-09-20(금),맛김,5.25kcal,묵은지닭고기조림(05)(06)(15),354.26kcal,상추쌈,10.53kcal,,,2933.00kcal
2024-09-20(금),연근땅콩조림(04)(05)(06),35.81kcal,파김치,20.25kcal,명이나물절임(05)(06),22kcal,,,2933.00kcal
2024-08-25(일),두부김치(05)(06)(10),219.56kcal,돼지간장불고기(05)(06)(10),241.08kcal,크림청양함박스테이크(02)(05)(10),775.89kcal,,,3853.53kcal
2024-08-25(일),스크램블에그(01),145.13kcal,계란찜(01)(09),116.72kcal,단호박샐러드(완)(01)(02)(05),106.8kcal,,,3853.53kcal
2024-08-25(일),깍두기,0kcal,열무된장무침(05)(06),21.3kcal,깍두기,0kcal,,,3853.53kcal
2024-08-25(일),백색우유(02),65kcal,배추김치(09)(18),15.2kcal,청포도주스,75kcal,,,3853.53kcal
2024-08-26(월),밥,355kcal,흑미밥,373.75kcal,밥,355kcal,,,3010.07kcal
2024-08-26(월),콩나물김치국(05),27.53kcal,닭개장(01)(05)(06)(15),237.09kcal,샤브샤브국(05)(06)(16),66.51kcal,,,3010.07kcal
2024-08-26(월),감자채피망볶음,68.66kcal,순살삼치구이(06),202.5kcal,치즈롤까스(02)(05)(06)(10),525kcal,,,3010.07kcal
2024-08-26(월),쇠고기떡볶음(05)(06)(16),249.27kcal,연두부양념장(05)(06),359.37kcal,열대과일샐러드(02),66.94kcal,,,3010.07kcal
2024-08-26(월),맛김,5.25kcal,깍두기,0kcal,배추김치(09)(18),15.2kcal,,,3010.07kcal
2024-08-26(월),총각김치,0kcal,참외,38kcal,,,,,3010.07kcal
2024-08-26(월),백색우유(02),65kcal,,,,,,,3010.07kcal
2024-08-27(화),밥,355kcal,추가밥,213kcal,잡곡밥,387.65kcal,,,2853.88kcal
2024-08-27(화),삼색수제비국(01)(05)(06),230.38kcal,잠봉햄스파게티(06)(10),472.97kcal,키조개미역국(05)(06)(16)(18),20.1kcal,,,2853.88kcal
2024-08-27(화),언양식바싹불고기파채(05)(06)(10),364.76kcal,피자,0kcal,춘천닭갈비(완)(05)(06)(15),92.86kcal,,,2853.88kcal
2024-08-27(화),매콤계란조림(01)(05)(06),151.1kcal,오이피클(05)(06),70kcal,오이고추된장무침(05)(06),25.96kcal,,,2853.88kcal
2024-08-27(화),가공우유(초코맛)(02),194kcal,마늘빵(02)(05)(06),94.5kcal,배추김치(09)(18),15.2kcal,,,2853.88kcal
2024-08-27(화),배추김치(09)(18),15.2kcal,배추김치(09)(18),15.2kcal,,,,,2853.88kcal
2024-08-27(화),,,써니텐파인애플향 250ml(05),136kcal,,,,,2853.88kcal
2024-08-28(수),핫치킨버거(01)(02)(05)(06)(12)(15),1010.76kcal,검은콩밥,788.04kcal,밥,355kcal,,,4815.45kcal
2024-08-28(수),뿌링클웨지감자(01)(02)(04)(06),477kcal,우렁된장찌개(05)(06)(09)(18),87.14kcal,쇠고기육개장(01)(05)(06)(16),105.96kcal,,,4815.45kcal
2024-08-28(수),프로틴바,0kcal,삼겹살새송이버섯구이(10),734.66kcal,궁중떡볶이(16),417.98kcal,,,4815.45kcal
2024-08-28(수),사이다,350kcal,상추쌈,10.53kcal,오징어튀김(01)(05)(06),319.26kcal,,,4815.45kcal
2024-08-28(수),백색우유(02),65kcal,콩나물무침(05)(06),30.37kcal,배추김치(09)(18),15.2kcal,,,4815.45kcal
2024-08-28(수),,,보쌈김치(09),48.55kcal,초코과자,,,,4815.45kcal
2024-08-29(목),밥,355kcal,밥,355kcal,밥,355kcal,,,3474.53kcal
2024-08-29(목),쇠고기감자국(05)(06)(09)(16),69.67kcal,게맛살계란국(01)(05)(06)(08)(16),122.23kcal,쑥갓어묵국(05)(06),65.91kcal,,,3474.53kcal
2024-08-29(목),돼지고기콩나물볶음(05)(06)(10),217.34kcal,마파두부(05)(06)(10)(15)(18),163.52kcal,묵은지등갈비찜(05)(06)(10),385.67kcal,,,3474.53kcal
2024-08-29(목),고깃집맛소금구이(01)(05)(10)(16),440kcal,깐풍기(완),448.78kcal,동태전(01)(05)(06),268.95kcal,,,3474.53kcal
2024-08-29(목),가공우유(바나나맛)(02),82.5kcal,단무지,7.2kcal,김자반,35.36kcal,,,3474.53kcal
2024-08-29(목),배추김치(09)(18),15.2kcal,배추김치(09)(18),15.2kcal,깍두기,0kcal,,,3474.53kcal
2024-08-29(목),,,멜론(여름),72kcal,,,,,3474.53kcal
2024-08-30(금),밥,355kcal,잡곡밥,387.65kcal,데리야끼삼겹살덮밥(05)(06)(10)(16)(18),1091.61kcal,,,3674.48kcal
2024-08-30(금),사골설렁탕(완)(16),184.56kcal,청국장찌개(05)(06)(09)(10),104.52kcal,미역오이냉국,15.96kcal,,,3674.48kcal
2024-08-30(금),멸치볶음,85.16kcal,순살고등어구이(06)(07),273.33kcal,갈비만두찜(05)(06)(10),110.18kcal,,,3674.48kcal
2024-08-30(금),비엔나소시지야채볶음(05)(06)(10),367.92kcal,냉채족발(04)(05)(06)(08)(10)(16)(18),465.65kcal,만다린샐러드(02),82.54kcal,,,3674.48kcal
2024-08-30(금),깍두기,0kcal,양념깻잎지무침(05)(06),120kcal,배추김치(09)(18),15.2kcal,,,3674.48kcal
2024-08-30(금),삼육두유(05),,배추김치(09)(18),15.2kcal,,,,,3674.48kcal
2024-08-30(금),,,사과주스,,,,,,3674.48kcal
2024-08-31(토),카츠샌드위치(02)(05)(06)(10),1177.16kcal,통새우볶음밥(완)(05)(09),535kcal,제육덮밥(완)(05)(06),372.42kcal,,,3444.61kcal
2024-08-31(토),바베큐폭립(완제품)(02)(05)(06)(10)(12)(13)(16)(18),150kcal,김치국,22.78kcal,얼큰쇠고기무국(05)(06)(16),66.48kcal,,,3444.61kcal
2024-08-31(토),백색우유(02),65kcal,크림슈(01)(02)(05)(06),72kcal,고구마치즈돈가스,743kcal,,,3444.61kcal
2024-08-31(토),,,믹스베리샐러드(02),59.45kcal,미나리초무침,13.32kcal,,,3444.61kcal
2024-08-31(토),,,깍두기,0kcal,배추김치(09)(18),15.2kcal,,,3444.61kcal
2024-08-31(토),,,써니텐오렌지향 250ml,132kcal,자두(대석),20.8kcal,,,3444.61kcal
,,,,,,,,,3444.61kcal
2024-09-01(일),밥,355kcal,밥,355kcal,참치마요덮밥(01)(05),697.06kcal,,,2990.52kcal
2024-09-01(일),쇠고기미역국(05)(06)(16),50.09kcal,얼큰콩나물국(05),28.35kcal,유부된장국(05)(06),34.29kcal,,,2990.52kcal
2024-09-01(일),애호박나물(05)(09),58.83kcal,햄슬라이스야채볶음(05)(06)(10),135.41kcal,떡갈비조림(05)(06),288.53kcal,,,2990.52kcal
2024-09-01(일),계란찜(01)(05)(09),117.67kcal,닭갈비(05)(06)(15),304.56kcal,꼬들단무지무침(13),18.45kcal,,,2990.52kcal
2024-09-01(일),돈육장조림(완)(05)(06)(10)(16)(18),305.5kcal,쌈무무침(05)(06),25.78kcal,배추김치(수의),12kcal,,,2990.52kcal
2024-09-01(일),배추김치(수의),12kcal,배추김치(수의),12kcal,에이드,115kcal,,,2990.52kcal
2024-09-01(일),백색우유(02),65kcal,,,,,,,2990.52kcal
2024-09-02(월),밥,355kcal,검은콩밥,788.04kcal,밥,355kcal,,,3840.32kcal
2024-09-02(월),사골떡만둣국(01)(05)(06)(10),504.79kcal,김치어묵국(05)(06),57.64kcal,돼지국밥(완)(09)(10),376.48kcal,,,3840.32kcal
2024-09-02(월),오징어숙회/초고추장(17),127.24kcal,순살고등어구이(05)(06)(07),271.88kcal,고구마조림(고구마맛탕)(05)(06),252.19kcal,,,3840.32kcal
2024-09-02(월),무말랭이무침(완)(13),60kcal,분모자로제찜닭(06)(10)(15),504.03kcal,양파부추겉절이(05)(06),10.42kcal,,,3840.32kcal
2024-09-02(월),배추김치(수의),12kcal,연근땅콩조림(04)(05)(06),35.81kcal,석박지,22.8kcal,,,3840.32kcal
2024-09-02(월),백색우유(02),65kcal,총각김치,0kcal,,,,,3840.32kcal
