날짜,식사시간,메뉴,칼로리
2024-05-13,아침,콩국수,754
2024-05-13,점심,삼계탕,524
2024-05-13,저녁,계란말이,320
2024-05-14,아침,치즈떡볶이,401
2024-05-14,점심,새우튀김,873
2024-05-14,저녁,스시롤,602
2024-05-15,아침,감자탕,311
2024-05-15,점심,보쌈,827
2024-05-15,저녁,순대국,835
2024-05-16,아침,회,468
2024-05-16,점심,물냉면,647
2024-05-16,저녁,새우볶음밥,782
2024-05-17,아침,치즈돈까스,480
2024-05-17,점심,훈제연어샐러드,416
2024-05-17,저녁,양꼬치,539
2024-05-18,아침,김치찌개,838
2024-05-18,점심,김치볶음밥,603
2024-05-18,저녁,치즈라면,787
2024-05-19,아침,샤브샤브,688
2024-05-19,점심,갈비찜,654
2024-05-19,저녁,김밥,425
2024-05-20,아침,비빔냉면,677
2024-05-20,점심,만두국,323
2024-05-20,저녁,김밥,329
2024-05-21,아침,북엇국,713
2024-05-21,점심,떡볶이,488
2024-05-21,저녁,훈제오리샐러드,717
2024-05-22,아침,삼계탕,613
2024-05-22,점심,쌀국수,876
2024-05-22,저녁,삼겹살,345
2024-05-23,아침,양꼬치,758
2024-05-23,점심,돼지국밥,669
2024-05-23,저녁,육개장,309
2024-05-24,아침,보쌈,577
2024-05-24,점심,새우장,896
2024-05-24,저녁,돈까스카레,653
2024-05-25,아침,닭한마리,516
2024-05-25,점심,새우볶음밥,896
2024-05-25,저녁,우삼겹덮밥,518
2024-05-26,아침,만두국,794
2024-05-26,점심,제육볶음,590
2024-05-26,저녁,부대찌개,576
2024-05-27,아침,차돌박이,716
2024-05-27,점심,마파두부,443
2024-05-27,저녁,양꼬치,591
2024-05-28,아침,된장찌개,335
2024-05-28,점심,양념게장,897
2024-05-28,저녁,고등어구이,538
2024-05-29,아침,유부초밥,578
2024-05-29,점심,김치찌개,578
2024-05-29,저녁,닭가슴살샐러드,623
2024-05-30,아침,양념게장,312
2024-05-30,점심,해물파전,626
2024-05-30,저녁,명란파스타,649
2024-05-31,아침,볶음밥,303
2024-05-31,점심,차돌박이,896
2024-05-31,저녁,콩나물국밥,610
2024-06-01,아침,제육볶음,396
2024-06-01,점심,돈까스,577
2024-06-01,저녁,불고기,521
2024-06-02,아침,알밥,432
2024-06-02,점심,닭강정,636
2024-06-02,저녁,냉채족발,358
2024-06-03,아침,크림파스타,875
2024-06-03,점심,깐풍기,751
2024-06-03,저녁,스시롤,308
2024-06-04,아침,곱창전골,831
2024-06-04,점심,김밥,525
2024-06-04,저녁,훈제오리샐러드,634
2024-06-05,아침,간장게장,398
2024-06-05,점심,바지락칼국수,345
2024-06-05,저녁,함박스테이크,370
2024-06-06,아침,불닭볶음면,579
2024-06-06,점심,보쌈,556
2024-06-06,저녁,알밥,714
2024-06-07,아침,해물탕,613
2024-06-07,점심,새우튀김,799
2024-06-07,저녁,불닭볶음면,303
2024-06-08,아침,새우튀김,539
2024-06-08,점심,불닭볶음면,865
2024-06-08,저녁,치즈떡볶이,322
2024-06-09,아침,설렁탕,698
2024-06-09,점심,차슈덮밥,709
2024-06-09,저녁,고등어구이,543
2024-06-10,아침,갈비탕,412
2024-06-10,점심,돈까스덮밥,765
2024-06-10,저녁,된장찌개,302
2024-06-11,아침,잡채,847
2024-06-11,점심,떡국,505
2024-06-11,저녁,로제떡볶이,801
2024-06-12,아침,동태찌개,406
2024-06-12,점심,새우장,459
2024-06-12,저녁,계란말이,401
2024-06-13,아침,스테이크,856
2024-06-13,점심,해물탕,711
2024-06-13,저녁,샐러드파스타,770
2024-06-14,아침,카레,769
2024-06-14,점심,닭강정,351
2024-06-14,저녁,라멘,827
2024-06-15,아침,회,312
2024-06-15,점심,비빔냉면,456
2024-06-15,저녁,김밥,388
2024-06-16,아침,제육볶음,872
2024-06-16,점심,갈비탕,524
2024-06-16,저녁,떡국,748
2024-06-17,아침,떡볶이,486
2024-06-17,점심,고기국수,530
2024-06-17,저녁,불닭볶음면,329
2024-06-18,아침,회,519
2024-06-18,점심,훈제오리샐러드,591
2024-06-18,저녁,치즈떡볶이,300
2024-06-19,아침,스시롤,697
2024-06-19,점심,갈비찜,762
2024-06-19,저녁,만두국,542
2024-06-20,아침,해물탕,829
2024-06-20,점심,김밥,687
2024-06-20,저녁,우동,560
2024-06-21,아침,동태찌개,389
2024-06-21,점심,참치김밥,418
2024-06-21,저녁,오징어볶음,846
2024-06-22,아침,라멘,675
2024-06-22,점심,샌드위치,409
2024-06-22,저녁,샐러드파스타,713
2024-06-23,아침,갈비탕,656
2024-06-23,점심,김치볶음밥,581
2024-06-23,저녁,훈제연어샐러드,798
2024-06-24,아침,차돌박이,696
2024-06-24,점심,샌드위치,723
2024-06-24,저녁,차슈덮밥,352
2024-06-25,아침,회,303
2024-06-25,점심,양념게장,649
2024-06-25,저녁,양장피,406
2024-06-26,아침,카레,865
2024-06-26,점심,순대국,331
2024-06-26,저녁,김밥,767
2024-06-27,아침,냉채족발,304
2024-06-27,점심,콩국수,406
2024-06-27,저녁,전복죽,489
2024-06-28,아침,칼국수,767
2024-06-28,점심,냉면,463
2024-06-28,저녁,어묵탕,537
2024-06-29,아침,낙곱새,657
2024-06-29,점심,냉면,581
2024-06-29,저녁,오징어볶음,501
2024-06-30,아침,불닭볶음면,372
2024-06-30,점심,해물파전,635
2024-06-30,저녁,감자탕,463
2024-07-01,아침,매운치킨,452
2024-07-01,점심,새우볶음밥,786
2024-07-01,저녁,알밥,751
2024-07-02,아침,부대찌개,757
2024-07-02,점심,불고기,704
2024-07-02,저녁,해물파전,543
2024-07-03,아침,설렁탕,579
2024-07-03,점심,샤브샤브,504
2024-07-03,저녁,삼계탕,723
2024-07-04,아침,동태찌개,567
2024-07-04,점심,냉채족발,746
2024-07-04,저녁,돼지국밥,807
2024-07-05,아침,바지락칼국수,735
2024-07-05,점심,아구찜,685
2024-07-05,저녁,닭갈비,838
2024-07-06,아침,닭갈비,577
2024-07-06,점심,간장게장,547
2024-07-06,저녁,칼국수,544
2024-07-07,아침,김치볶음밥,410
2024-07-07,점심,해물탕,408
2024-07-07,저녁,알밥,561
2024-07-08,아침,고추장불고기,805
2024-07-08,점심,고기국수,625
2024-07-08,저녁,보쌈,368
2024-07-09,아침,스테이크,563
2024-07-09,점심,된장국,326
2024-07-09,저녁,김치볶음밥,453
2024-07-10,아침,육개장,396
2024-07-10,점심,양꼬치,799
2024-07-10,저녁,카레,787
2024-07-11,아침,닭갈비,406
2024-07-11,점심,김밥,577
2024-07-11,저녁,우삼겹덮밥,393
2024-07-12,아침,낙곱새,708
2024-07-12,점심,함박스테이크,607
2024-07-12,저녁,어묵탕,423
2024-07-13,아침,짜장면,453
2024-07-13,점심,보쌈,721
2024-07-13,저녁,카레,574
2024-07-14,아침,짬뽕,514
2024-07-14,점심,감자탕,449
2024-07-14,저녁,쌀국수,695
2024-07-15,아침,쌀국수,861
2024-07-15,점심,크림파스타,390
2024-07-15,저녁,닭볶음탕,610
2024-07-16,아침,냉면,730
2024-07-16,점심,불고기,768
2024-07-16,저녁,차슈덮밥,820
2024-07-17,아침,스테이크,546
2024-07-17,점심,만두국,841
2024-07-17,저녁,잡채,629
2024-07-18,아침,삼겹살,604
2024-07-18,점심,육회,760
2024-07-18,저녁,곱창전골,406
2024-07-19,아침,매운탕,623
2024-07-19,점심,떡국,620
2024-07-19,저녁,라면,441
2024-07-20,아침,된장찌개,613
2024-07-20,점심,코다리조림,748
2024-07-20,저녁,돼지국밥,751
2024-07-21,아침,라면,628
2024-07-21,점심,볶음밥,829
2024-07-21,저녁,콩국수,763
2024-07-22,아침,카레,706
2024-07-22,점심,닭강정,584
2024-07-22,저녁,닭강정,307
2024-07-23,아침,훈제연어샐러드,413
2024-07-23,점심,카레,353
2024-07-23,저녁,곱창전골,631
2024-07-24,아침,된장찌개,397
2024-07-24,점심,고추장불고기,627
2024-07-24,저녁,순대볶음,416
2024-07-25,아침,고추장불고기,582
2024-07-25,점심,스테이크,748
2024-07-25,저녁,김치찌개,417
2024-07-26,아침,돼지갈비,693
2024-07-26,점심,로제떡볶이,355
2024-07-26,저녁,비빔국수,724
2024-07-27,아침,스시롤,578
2024-07-27,점심,어묵탕,493
2024-07-27,저녁,삼계탕,689
2024-07-28,아침,닭볶음탕,694
2024-07-28,점심,잔치국수,304
2024-07-28,저녁,크림파스타,737
2024-07-29,아침,전복죽,398
2024-07-29,점심,족발,838
2024-07-29,저녁,로제떡볶이,357
2024-07-30,아침,닭갈비,503
2024-07-30,점심,부대찌개,598
2024-07-30,저녁,참치김밥,478
2024-07-31,아침,김치볶음밥,433
2024-07-31,점심,우동,590
2024-07-31,저녁,부대찌개,830
2024-08-01,아침,코다리조림,378
2024-08-01,점심,바지락칼국수,530
2024-08-01,저녁,갈비탕,398
2024-08-02,아침,짜장면,597
2024-08-02,점심,만두국,770
2024-08-02,저녁,냉면,542
2024-08-03,아침,낙지볶음,868
2024-08-03,점심,돼지국밥,620
2024-08-03,저녁,동태찌개,600
2024-08-04,아침,설렁탕,514
2024-08-04,점심,라면,803
2024-08-04,저녁,해물탕,402
2024-08-05,아침,닭한마리,622
2024-08-05,점심,김밥,416
2024-08-05,저녁,크림파스타,746
2024-08-06,아침,함박스테이크,378
2024-08-06,점심,육회,608
2024-08-06,저녁,순대볶음,784
2024-08-07,아침,스시롤,615
2024-08-07,점심,굴국밥,734
2024-08-07,저녁,콩국수,730
2024-08-08,아침,해물파전,335
2024-08-08,점심,콩국수,515
2024-08-08,저녁,육회,783
2024-08-09,아침,치즈떡볶이,495
2024-08-09,점심,된장국,704
2024-08-09,저녁,떡볶이,604
2024-08-10,아침,명란파스타,518
2024-08-10,점심,스시롤,555
2024-08-10,저녁,닭강정,414
2024-08-11,아침,닭볶음탕,326
2024-08-11,점심,양념게장,840
2024-08-11,저녁,된장국,746
2024-08-12,아침,김밥,406
2024-08-12,점심,돈까스덮밥,375
2024-08-12,저녁,차슈덮밥,395
2024-08-13,아침,잡채,450
2024-08-13,점심,만두국,725
2024-08-13,저녁,샤브샤브,753
2024-08-14,아침,갈릭버터새우,447
2024-08-14,점심,된장국,845
2024-08-14,저녁,비빔냉면,518
2024-08-15,아침,쌀국수,782
2024-08-15,점심,불고기,657
2024-08-15,저녁,물냉면,303
2024-08-16,아침,떡볶이,409
2024-08-16,점심,우동,846
2024-08-16,저녁,닭한마리,440
2024-08-17,아침,족발,592
2024-08-17,점심,불고기,724
2024-08-17,저녁,함박스테이크,377
2024-08-18,아침,닭가슴살샐러드,373
2024-08-18,점심,김치찌개,505
2024-08-18,저녁,잔치국수,355
2024-08-19,아침,육개장,893
2024-08-19,점심,훈제연어샐러드,882
2024-08-19,저녁,치즈라면,863
2024-08-20,아침,콩국수,486
2024-08-20,점심,전복죽,472
2024-08-20,저녁,냉채족발,388
2024-08-21,아침,김치전,832
2024-08-21,점심,된장국,311
2024-08-21,저녁,카레,700
2024-08-22,아침,떡볶이,858
2024-08-22,점심,스팸김치찌개,624
2024-08-22,저녁,칼국수,546
2024-08-23,아침,코다리조림,707
2024-08-23,점심,양꼬치,557
2024-08-23,저녁,닭한마리,447
2024-08-24,아침,된장국,662
2024-08-24,점심,갈릭버터새우,812
2024-08-24,저녁,알밥,887
2024-08-25,아침,고추장불고기,545
2024-08-25,점심,김치전,706
2024-08-25,저녁,고추장불고기,507
2024-08-26,아침,갈비찜,492
2024-08-26,점심,비빔국수,587
2024-08-26,저녁,명란파스타,641
2024-08-27,아침,감자탕,304
2024-08-27,점심,돈까스카레,422
2024-08-27,저녁,스테이크,749
2024-08-28,아침,불닭볶음면,808
2024-08-28,점심,부대찌개,516
2024-08-28,저녁,오리구이,492
2024-08-29,아침,매운탕,855
2024-08-29,점심,명란파스타,532
2024-08-29,저녁,카레,489
2024-08-30,아침,라멘,555
2024-08-30,점심,차슈덮밥,848
2024-08-30,저녁,유부초밥,839
2024-08-31,아침,불닭볶음면,481
2024-08-31,점심,콩국수,645
2024-08-31,저녁,스테이크,550
2024-09-01,아침,콩국수,358
2024-09-01,점심,불닭볶음면,723
2024-09-01,저녁,된장찌개,649
2024-09-02,아침,동태찌개,344
2024-09-02,점심,순대볶음,404
2024-09-02,저녁,새우볶음밥,728
2024-09-03,아침,동태찌개,474
2024-09-03,점심,육개장,594
2024-09-03,저녁,파전,682
2024-09-04,아침,된장찌개,479
2024-09-04,점심,만두국,494
2024-09-04,저녁,샤브샤브,443
2024-09-05,아침,곱창전골,317
2024-09-05,점심,북엇국,345
2024-09-05,저녁,불닭볶음면,760
2024-09-06,아침,비빔냉면,804
2024-09-06,점심,함박스테이크,558
2024-09-06,저녁,된장찌개,883
2024-09-07,아침,양꼬치,522
2024-09-07,점심,감자탕,354
2024-09-07,저녁,어묵탕,434
2024-09-08,아침,갈비탕,306
2024-09-08,점심,김치전,380
2024-09-08,저녁,마파두부,447
2024-09-09,아침,쭈꾸미볶음,855
2024-09-09,점심,닭강정,806
2024-09-09,저녁,로제떡볶이,616
2024-09-10,아침,북엇국,629
2024-09-10,점심,쭈꾸미볶음,883
2024-09-10,저녁,순대볶음,319
2024-09-11,아침,삼겹살,847
2024-09-11,점심,스테이크,340
2024-09-11,저녁,순대볶음,772
2024-09-12,아침,우동,669
2024-09-12,점심,샤브샤브,461
2024-09-12,저녁,김치전,828
2024-09-13,아침,짜장면,557
2024-09-13,점심,잡채,306
2024-09-13,저녁,새우장,620
2024-09-14,아침,된장찌개,545
2024-09-14,점심,순두부찌개,490
2024-09-14,저녁,갈비탕,583
2024-09-15,아침,오징어볶음,618
2024-09-15,점심,수제비,522
2024-09-15,저녁,제육볶음,831
2024-09-16,아침,양념게장,881
2024-09-16,점심,돼지갈비,527
2024-09-16,저녁,오징어볶음,760
2024-09-17,아침,알밥,742
2024-09-17,점심,전복죽,807
2024-09-17,저녁,계란말이,575
2024-09-18,아침,우삼겹덮밥,696
2024-09-18,점심,수제비,696
2024-09-18,저녁,돼지고기김치찜,717
2024-09-19,아침,간장새우,495
2024-09-19,점심,오리구이,732
2024-09-19,저녁,파전,777
2024-09-20,아침,콩국수,863
2024-09-20,점심,삼계탕,435
2024-09-20,저녁,새우장,452
2024-09-21,아침,물냉면,783
2024-09-21,점심,돈까스,311
2024-09-21,저녁,삼겹살,824
2024-09-22,아침,쭈꾸미볶음,444
2024-09-22,점심,콩나물국밥,631
2024-09-22,저녁,비빔국수,698
2024-09-23,아침,알밥,482
2024-09-23,점심,치킨,593
2024-09-23,저녁,김치볶음밥,633
2024-09-24,아침,코다리조림,881
2024-09-24,점심,양념게장,369
2024-09-24,저녁,참치김밥,890
2024-09-25,아침,된장국,689
2024-09-25,점심,바지락칼국수,617
2024-09-25,저녁,불닭볶음면,350
2024-09-26,아침,돼지국밥,846
2024-09-26,점심,고기국수,691
2024-09-26,저녁,떡국,648
2024-09-27,아침,육회,636
2024-09-27,점심,돈까스카레,525
2024-09-27,저녁,갈릭버터새우,394
2024-09-28,아침,동태찌개,826
2024-09-28,점심,치즈돈까스,571
2024-09-28,저녁,짬뽕,429
2024-09-29,아침,새우볶음밥,486
2024-09-29,점심,콩나물국밥,408
2024-09-29,저녁,훈제오리샐러드,630
2024-09-30,아침,마파두부,456
2024-09-30,점심,된장찌개,425
2024-09-30,저녁,쭈꾸미볶음,629
