날짜,식사시간,메뉴,칼로리
2024-05-14,점심,보쌈,319
2024-05-14,저녁,육회,398
2024-05-15,아침,차돌박이,833
2024-05-15,점심,보쌈,678
2024-05-15,저녁,북엇국,900
2024-05-16,아침,비빔밥,673
2024-05-16,점심,갈비찜,476
2024-05-16,저녁,카레,394
2024-05-17,아침,돼지국밥,347
2024-05-17,점심,돼지고기김치찜,733
2024-05-17,저녁,쌀국수,697
2024-05-18,아침,훈제오리샐러드,693
2024-05-18,점심,삼계탕,362
2024-05-18,저녁,차돌박이,538
2024-05-19,아침,짜장면,821
2024-05-19,점심,잡채,410
2024-05-19,저녁,해물탕,887
2024-05-20,아침,불고기,414
2024-05-20,점심,육회,395
2024-05-20,저녁,파전,567
2024-05-21,아침,감자탕,676
2024-05-21,점심,새우볶음밥,346
2024-05-21,저녁,닭가슴살샐러드,498
2024-05-22,아침,우동,347
2024-05-22,점심,라멘,619
2024-05-22,저녁,깐풍기,570
2024-05-23,아침,로제떡볶이,438
2024-05-23,점심,새우볶음밥,368
2024-05-23,저녁,잔치국수,500
2024-05-24,아침,순두부찌개,811
2024-05-24,점심,쭈꾸미볶음,357
2024-05-24,저녁,돈까스,735
2024-05-25,아침,낙곱새,662
2024-05-25,점심,샌드위치,783
2024-05-25,저녁,라면,450
2024-05-26,아침,김치볶음밥,863
2024-05-26,점심,갈비찜,472
2024-05-26,저녁,라멘,739
2024-05-27,아침,닭갈비,338
2024-05-27,점심,차슈덮밥,562
2024-05-27,저녁,잡채,726
2024-05-28,아침,떡국,441
2024-05-28,점심,매운탕,537
2024-05-28,저녁,샐러드파스타,326
2024-05-29,아침,돼지고기김치찜,354
2024-05-29,점심,돼지갈비,445
2024-05-29,저녁,돼지국밥,616
2024-05-30,아침,수제비,504
2024-05-30,점심,북엇국,776
2024-05-30,저녁,칼국수,472
2024-05-31,아침,삼계탕,728
2024-05-31,점심,치킨,375
2024-05-31,저녁,비빔국수,567
2024-06-01,아침,설렁탕,818
2024-06-01,점심,볶음밥,417
2024-06-01,저녁,알밥,435
2024-06-02,아침,비빔냉면,579
2024-06-02,점심,보쌈,417
2024-06-02,저녁,파전,374
2024-06-03,아침,제육볶음,834
2024-06-03,점심,함박스테이크,889
2024-06-03,저녁,족발,869
2024-06-04,아침,우삼겹덮밥,595
2024-06-04,점심,쭈꾸미볶음,678
2024-06-04,저녁,낙곱새,788
2024-06-05,아침,어묵탕,356
2024-06-05,점심,차슈덮밥,358
2024-06-05,저녁,우동,872
2024-06-06,아침,굴국밥,894
2024-06-06,점심,양꼬치,348
2024-06-06,저녁,회덮밥,716
2024-06-07,아침,스팸김치찌개,730
2024-06-07,점심,고기국수,634
2024-06-07,저녁,치즈떡볶이,405
2024-06-08,아침,차슈덮밥,743
2024-06-08,점심,콩나물국밥,665
2024-06-08,저녁,쌀국수,438
2024-06-09,아침,떡만둣국,724
2024-06-09,점심,매운치킨,524
2024-06-09,저녁,떡볶이,543
2024-06-10,아침,비빔국수,808
2024-06-10,점심,스시롤,623
2024-06-10,저녁,차돌박이,840
2024-06-11,아침,샤브샤브,885
2024-06-11,점심,아구찜,695
2024-06-11,저녁,돈까스덮밥,742
2024-06-12,아침,낙지볶음,544
2024-06-12,점심,돈까스,565
2024-06-12,저녁,짬뽕,444
2024-06-13,아침,샌드위치,315
2024-06-13,점심,칼국수,324
2024-06-13,저녁,닭강정,866
2024-06-14,아침,회,689
2024-06-14,점심,부대찌개,761
2024-06-14,저녁,치즈돈까스,889
2024-06-15,아침,양념게장,479
2024-06-15,점심,양꼬치,447
2024-06-15,저녁,잔치국수,832
2024-06-16,아침,불고기,669
2024-06-16,점심,갈릭버터새우,529
2024-06-16,저녁,족발,522
2024-06-17,아침,떡볶이,881
2024-06-17,점심,바지락칼국수,869
2024-06-17,저녁,쭈꾸미볶음,779
2024-06-18,아침,우삼겹덮밥,798
2024-06-18,점심,라면,356
2024-06-18,저녁,스테이크,540
2024-06-19,아침,샐러드파스타,853
2024-06-19,점심,수제비,697
2024-06-19,저녁,보쌈,869
2024-06-20,아침,우삼겹덮밥,526
2024-06-20,점심,마파두부,609
2024-06-20,저녁,김밥,710
2024-06-21,아침,북엇국,791
2024-06-21,점심,로제떡볶이,866
2024-06-21,저녁,훈제연어샐러드,767
2024-06-22,아침,돈까스카레,764
2024-06-22,점심,해물파전,772
2024-06-22,저녁,닭강정,697
2024-06-23,아침,돼지고기김치찜,700
2024-06-23,점심,된장찌개,755
2024-06-23,저녁,양장피,760
2024-06-24,아침,파전,786
2024-06-24,점심,해물탕,471
2024-06-24,저녁,삼겹살,785
2024-06-25,아침,양꼬치,507
2024-06-25,점심,감자탕,436
2024-06-25,저녁,로제떡볶이,703
2024-06-26,아침,낙지볶음,613
2024-06-26,점심,갈릭버터새우,481
2024-06-26,저녁,스팸김치찌개,804
2024-06-27,아침,닭갈비,658
2024-06-27,점심,떡만둣국,685
2024-06-27,저녁,비빔국수,796
2024-06-28,아침,차슈덮밥,690
2024-06-28,점심,동태찌개,467
2024-06-28,저녁,크림파스타,607
2024-06-29,아침,설렁탕,350
2024-06-29,점심,떡만둣국,628
2024-06-29,저녁,스테이크,726
2024-06-30,아침,간장새우,847
2024-06-30,점심,간장새우,639
2024-06-30,저녁,갈릭버터새우,327
2024-07-01,아침,바지락칼국수,420
2024-07-01,점심,치즈떡볶이,805
2024-07-01,저녁,샐러드파스타,600
2024-07-02,아침,명란파스타,745
2024-07-02,점심,코다리조림,505
2024-07-02,저녁,치즈라면,595
2024-07-03,아침,우동,628
2024-07-03,점심,낙지볶음,309
2024-07-03,저녁,냉면,877
2024-07-04,아침,잡채,328
2024-07-04,점심,낙곱새,663
2024-07-04,저녁,부대찌개,334
2024-07-05,아침,해물파전,726
2024-07-05,점심,차돌박이,311
2024-07-05,저녁,해물파전,820
2024-07-06,아침,닭가슴살샐러드,392
2024-07-06,점심,잡채,517
2024-07-06,저녁,짬뽕,448
2024-07-07,아침,떡국,617
2024-07-07,점심,라면,333
2024-07-07,저녁,부대찌개,321
2024-07-08,아침,스시롤,448
2024-07-08,점심,돈까스덮밥,328
2024-07-08,저녁,라멘,409
2024-07-09,아침,김밥,854
2024-07-09,점심,닭강정,881
2024-07-09,저녁,돼지국밥,587
2024-07-10,아침,부대찌개,562
2024-07-10,점심,냉면,836
2024-07-10,저녁,샐러드파스타,389
2024-07-11,아침,돈까스카레,514
2024-07-11,점심,불닭볶음면,757
2024-07-11,저녁,크림파스타,729
2024-07-12,아침,회,612
2024-07-12,점심,돼지갈비,745
2024-07-12,저녁,물냉면,509
2024-07-13,아침,닭갈비,476
2024-07-13,점심,스팸김치찌개,568
2024-07-13,저녁,오징어볶음,636
2024-07-14,아침,고등어구이,597
2024-07-14,점심,설렁탕,580
2024-07-14,저녁,돼지국밥,418
2024-07-15,아침,회덮밥,766
2024-07-15,점심,족발,635
2024-07-15,저녁,돈까스,457
2024-07-16,아침,회덮밥,402
2024-07-16,점심,계란말이,666
2024-07-16,저녁,함박스테이크,492
2024-07-17,아침,순대국,550
2024-07-17,점심,떡만둣국,513
2024-07-17,저녁,전복죽,775
2024-07-18,아침,순대볶음,876
2024-07-18,점심,매운탕,313
2024-07-18,저녁,잔치국수,473
2024-07-19,아침,비빔국수,420
2024-07-19,점심,북엇국,595
2024-07-19,저녁,스시롤,462
2024-07-20,아침,볶음밥,800
2024-07-20,점심,감자탕,805
2024-07-20,저녁,갈비찜,804
2024-07-21,아침,마파두부,742
2024-07-21,점심,샤브샤브,401
2024-07-21,저녁,물냉면,453
2024-07-22,아침,닭강정,672
2024-07-22,점심,돼지갈비,515
2024-07-22,저녁,돈까스덮밥,368
2024-07-23,아침,간장게장,347
2024-07-23,점심,육개장,414
2024-07-23,저녁,콩나물국밥,644
2024-07-24,아침,닭볶음탕,326
2024-07-24,점심,육회,882
2024-07-24,저녁,돼지갈비,461
2024-07-25,아침,스팸김치찌개,352
2024-07-25,점심,새우볶음밥,609
2024-07-25,저녁,크림파스타,525
2024-07-26,아침,우삼겹덮밥,666
2024-07-26,점심,새우볶음밥,726
2024-07-26,저녁,순두부찌개,735
2024-07-27,아침,만두국,759
2024-07-27,점심,고기국수,529
2024-07-27,저녁,새우튀김,828
2024-07-28,아침,냉채족발,843
2024-07-28,점심,감자탕,448
2024-07-28,저녁,간장게장,707
2024-07-29,아침,새우볶음밥,728
2024-07-29,점심,제육볶음,854
2024-07-29,저녁,우동,601
2024-07-30,아침,제육볶음,642
2024-07-30,점심,된장국,510
2024-07-30,저녁,수제비,821
2024-07-31,아침,잔치국수,687
2024-07-31,점심,낙곱새,783
2024-07-31,저녁,고등어구이,733
2024-08-01,아침,해물파전,483
2024-08-01,점심,떡국,722
2024-08-01,저녁,순대국,481
2024-08-02,아침,치즈떡볶이,315
2024-08-02,점심,불닭볶음면,333
2024-08-02,저녁,동태찌개,459
2024-08-03,아침,순두부찌개,544
2024-08-03,점심,비빔국수,633
2024-08-03,저녁,떡볶이,595
2024-08-04,아침,콩국수,685
2024-08-04,점심,오리구이,885
2024-08-04,저녁,우동,633
2024-08-05,아침,비빔국수,608
2024-08-05,점심,곱창전골,797
2024-08-05,저녁,갈릭버터새우,660
2024-08-06,아침,짜장면,525
2024-08-06,점심,새우장,846
2024-08-06,저녁,비빔국수,859
2024-08-07,아침,차돌박이,594
2024-08-07,점심,감자탕,526
2024-08-07,저녁,해물탕,514
2024-08-08,아침,스시롤,692
2024-08-08,점심,쭈꾸미볶음,439
2024-08-08,저녁,육개장,479
2024-08-09,아침,갈릭버터새우,657
2024-08-09,점심,회덮밥,603
2024-08-09,저녁,감자탕,888
2024-08-10,아침,스팸김치찌개,676
2024-08-10,점심,비빔국수,747
2024-08-10,저녁,코다리조림,492
2024-08-11,아침,설렁탕,608
2024-08-11,점심,닭갈비,705
2024-08-11,저녁,비빔냉면,593
2024-08-12,아침,부대찌개,517
2024-08-12,점심,고기국수,473
2024-08-12,저녁,갈릭버터새우,605
2024-08-13,아침,동태찌개,307
2024-08-13,점심,라면,585
2024-08-13,저녁,초밥,318
2024-08-14,아침,돼지국밥,649
2024-08-14,점심,돼지갈비,873
2024-08-14,저녁,훈제연어샐러드,676
2024-08-15,아침,냉면,764
2024-08-15,점심,만두국,730
2024-08-15,저녁,콩국수,496
2024-08-16,아침,갈릭버터새우,882
2024-08-16,점심,닭강정,331
2024-08-16,저녁,물냉면,781
2024-08-17,아침,바지락칼국수,780
2024-08-17,점심,굴국밥,314
2024-08-17,저녁,감자탕,721
2024-08-18,아침,새우튀김,328
2024-08-18,점심,돈까스덮밥,657
2024-08-18,저녁,순두부찌개,556
2024-08-19,아침,낙곱새,300
2024-08-19,점심,스시롤,763
2024-08-19,저녁,잔치국수,727
2024-08-20,아침,떡만둣국,845
2024-08-20,점심,스팸김치찌개,440
2024-08-20,저녁,김밥,785
2024-08-21,아침,비빔국수,488
2024-08-21,점심,치즈떡볶이,576
2024-08-21,저녁,콩나물국밥,485
2024-08-22,아침,쌀국수,507
2024-08-22,점심,만두국,468
2024-08-22,저녁,샐러드파스타,318
2024-08-23,아침,닭갈비,704
2024-08-23,점심,간장게장,767
2024-08-23,저녁,새우장,330
2024-08-24,아침,양꼬치,469
2024-08-24,점심,치즈떡볶이,443
2024-08-24,저녁,육개장,595
2024-08-25,아침,삼계탕,639
2024-08-25,점심,수제비,725
2024-08-25,저녁,부대찌개,653
2024-08-26,아침,돼지국밥,412
2024-08-26,점심,간장새우,493
2024-08-26,저녁,수제비,422
2024-08-27,아침,로제떡볶이,391
2024-08-27,점심,해물파전,439
2024-08-27,저녁,간장게장,411
2024-08-28,아침,낙지볶음,375
2024-08-28,점심,어묵탕,598
2024-08-28,저녁,떡국,545
2024-08-29,아침,초밥,573
2024-08-29,점심,잔치국수,435
2024-08-29,저녁,닭갈비,717
2024-08-30,아침,라면,746
2024-08-30,점심,라멘,488
2024-08-30,저녁,갈비탕,778
2024-08-31,아침,김치전,596
2024-08-31,점심,우삼겹덮밥,532
2024-08-31,저녁,곱창전골,343
2024-09-01,아침,닭가슴살샐러드,406
2024-09-01,점심,로제떡볶이,409
2024-09-01,저녁,매운탕,723
2024-09-02,아침,명란파스타,647
2024-09-02,점심,초밥,595
2024-09-02,저녁,치즈라면,631
2024-09-03,아침,갈비찜,772
2024-09-03,점심,콩나물국밥,831
2024-09-03,저녁,바지락칼국수,729
2024-09-04,아침,떡만둣국,744
2024-09-04,점심,떡볶이,401
2024-09-04,저녁,닭갈비,795
2024-09-05,아침,김밥,560
2024-09-05,점심,양념게장,314
2024-09-05,저녁,바지락칼국수,725
2024-09-06,아침,스시롤,629
2024-09-06,점심,함박스테이크,453
2024-09-06,저녁,닭강정,872
2024-09-07,아침,바지락칼국수,380
2024-09-07,점심,오징어볶음,659
2024-09-07,저녁,떡국,874
2024-09-08,아침,닭강정,495
2024-09-08,점심,어묵탕,878
2024-09-08,저녁,낙지볶음,745
2024-09-09,아침,치즈돈까스,705
2024-09-09,점심,매운치킨,492
2024-09-09,저녁,곱창전골,814
2024-09-10,아침,새우장,801
2024-09-10,점심,낙지볶음,885
2024-09-10,저녁,육개장,836
2024-09-11,아침,고등어구이,886
2024-09-11,점심,차돌박이,559
2024-09-11,저녁,바지락칼국수,588
2024-09-12,아침,된장찌개,318
2024-09-12,점심,파전,850
2024-09-12,저녁,훈제오리샐러드,714
2024-09-13,아침,볶음밥,747
2024-09-13,점심,냉면,397
2024-09-13,저녁,마파두부,400
2024-09-14,아침,우동,495
2024-09-14,점심,함박스테이크,384
2024-09-14,저녁,차돌박이,335
2024-09-15,아침,매운치킨,483
2024-09-15,점심,떡국,371
2024-09-15,저녁,오리구이,302
2024-09-16,아침,동태찌개,815
2024-09-16,점심,삼계탕,397
2024-09-16,저녁,갈비탕,481
2024-09-17,아침,제육볶음,556
2024-09-17,점심,우동,884
2024-09-17,저녁,닭가슴살샐러드,451
2024-09-18,아침,비빔냉면,343
2024-09-18,점심,깐풍기,713
2024-09-18,저녁,족발,454
2024-09-19,아침,순두부찌개,892
2024-09-19,점심,훈제연어샐러드,427
2024-09-19,저녁,쌀국수,703
2024-09-20,아침,카레,878
2024-09-20,점심,스테이크,835
2024-09-20,저녁,된장국,478
2024-09-21,아침,떡국,780
2024-09-21,점심,볶음밥,750
2024-09-21,저녁,카레,691
2024-09-22,아침,고기국수,714
2024-09-22,점심,크림파스타,755
2024-09-22,저녁,보쌈,712
2024-09-23,아침,전복죽,898
2024-09-23,점심,닭볶음탕,846
2024-09-23,저녁,치즈떡볶이,561
2024-09-24,아침,부대찌개,812
2024-09-24,점심,함박스테이크,424
2024-09-24,저녁,양꼬치,381
2024-09-25,아침,육개장,349
2024-09-25,점심,크림파스타,464
2024-09-25,저녁,초밥,467
2024-09-26,아침,닭갈비,333
2024-09-26,점심,칼국수,447
2024-09-26,저녁,떡국,330
2024-09-27,아침,동태찌개,664
2024-09-27,점심,파전,313
2024-09-27,저녁,냉채족발,779
2024-09-28,아침,북엇국,488
2024-09-28,점심,새우볶음밥,530
2024-09-28,저녁,떡만둣국,585
2024-09-29,아침,초밥,524
2024-09-29,점심,해물탕,700
2024-09-29,저녁,낙곱새,665
2024-09-30,아침,우동,767
2024-09-30,점심,닭강정,584
2024-09-30,저녁,고추장불고기,578
