날짜,식사시간,메뉴,칼로리
2024-05-11,점심,치즈라면,477
2024-05-11,저녁,닭강정,818
2024-05-12,아침,닭볶음탕,614
2024-05-12,점심,갈비찜,326
2024-05-12,저녁,오리구이,639
2024-05-13,아침,파전,747
2024-05-13,점심,매운치킨,675
2024-05-13,저녁,스시롤,332
2024-05-14,아침,고기국수,565
2024-05-14,점심,치즈라면,715
2024-05-14,저녁,새우장,753
2024-05-15,아침,콩나물국밥,393
2024-05-15,점심,볶음밥,775
2024-05-15,저녁,돼지고기김치찜,720
2024-05-16,아침,돈까스,376
2024-05-16,점심,보쌈,502
2024-05-16,저녁,아구찜,662
2024-05-17,아침,돼지국밥,809
2024-05-17,점심,훈제연어샐러드,594
2024-05-17,저녁,차돌박이,744
2024-05-18,아침,스테이크,758
2024-05-18,점심,전복죽,386
2024-05-18,저녁,차돌박이,428
2024-05-19,아침,돈까스덮밥,436
2024-05-19,점심,매운치킨,538
2024-05-19,저녁,육회,392
2024-05-20,아침,회,783
2024-05-20,점심,라멘,554
2024-05-20,저녁,양꼬치,594
2024-05-21,아침,고추장불고기,515
2024-05-21,점심,매운탕,652
2024-05-21,저녁,냉면,300
2024-05-22,아침,삼겹살,406
2024-05-22,점심,스테이크,463
2024-05-22,저녁,오징어볶음,766
2024-05-23,아침,치즈떡볶이,528
2024-05-23,점심,닭볶음탕,872
2024-05-23,저녁,스팸김치찌개,557
2024-05-24,아침,육회,600
2024-05-24,점심,닭갈비,384
2024-05-24,저녁,치즈라면,434
2024-05-25,아침,불고기,439
2024-05-25,점심,떡만둣국,844
2024-05-25,저녁,삼겹살,683
2024-05-26,아침,부대찌개,506
2024-05-26,점심,어묵탕,439
2024-05-26,저녁,계란말이,636
2024-05-27,아침,잔치국수,814
2024-05-27,점심,고추장불고기,702
2024-05-27,저녁,샐러드파스타,340
2024-05-28,아침,순대볶음,834
2024-05-28,점심,치즈돈까스,676
2024-05-28,저녁,양꼬치,780
2024-05-29,아침,콩나물국밥,553
2024-05-29,점심,삼계탕,595
2024-05-29,저녁,닭갈비,348
2024-05-30,아침,오리구이,447
2024-05-30,점심,크림파스타,697
2024-05-30,저녁,칼국수,347
2024-05-31,아침,제육볶음,710
2024-05-31,점심,새우튀김,315
2024-05-31,저녁,스시롤,844
2024-06-01,아침,된장찌개,702
2024-06-01,점심,불닭볶음면,602
2024-06-01,저녁,순두부찌개,429
2024-06-02,아침,양꼬치,573
2024-06-02,점심,닭강정,808
2024-06-02,저녁,초밥,751
2024-06-03,아침,새우장,301
2024-06-03,점심,순대볶음,373
2024-06-03,저녁,매운치킨,722
2024-06-04,아침,닭볶음탕,469
2024-06-04,점심,매운탕,770
2024-06-04,저녁,짬뽕,825
2024-06-05,아침,크림파스타,317
2024-06-05,점심,낙곱새,610
2024-06-05,저녁,치즈라면,464
2024-06-06,아침,순두부찌개,313
2024-06-06,점심,돈까스,877
2024-06-06,저녁,잡채,853
2024-06-07,아침,전복죽,520
2024-06-07,점심,쌀국수,890
2024-06-07,저녁,김치전,665
2024-06-08,아침,제육볶음,384
2024-06-08,점심,낙지볶음,795
2024-06-08,저녁,닭가슴살샐러드,595
2024-06-09,아침,오징어볶음,611
2024-06-09,점심,떡국,690
2024-06-09,저녁,새우튀김,353
2024-06-10,아침,훈제오리샐러드,738
2024-06-10,점심,유부초밥,433
2024-06-10,저녁,고기국수,610
2024-06-11,아침,김치전,548
2024-06-11,점심,유부초밥,781
2024-06-11,저녁,돈까스덮밥,621
2024-06-12,아침,스시롤,841
2024-06-12,점심,물냉면,704
2024-06-12,저녁,김치전,465
2024-06-13,아침,훈제연어샐러드,784
2024-06-13,점심,김치볶음밥,648
2024-06-13,저녁,코다리조림,458
2024-06-14,아침,부대찌개,609
2024-06-14,점심,샐러드파스타,657
2024-06-14,저녁,설렁탕,712
2024-06-15,아침,샌드위치,753
2024-06-15,점심,샐러드파스타,437
2024-06-15,저녁,샐러드파스타,689
2024-06-16,아침,불고기,300
2024-06-16,점심,순대볶음,451
2024-06-16,저녁,회덮밥,782
2024-06-17,아침,콩국수,636
2024-06-17,점심,보쌈,450
2024-06-17,저녁,콩국수,874
2024-06-18,아침,낙곱새,867
2024-06-18,점심,샐러드파스타,485
2024-06-18,저녁,참치김밥,411
2024-06-19,아침,닭볶음탕,495
2024-06-19,점심,치즈라면,472
2024-06-19,저녁,치즈라면,719
2024-06-20,아침,양꼬치,878
2024-06-20,점심,부대찌개,579
2024-06-20,저녁,간장게장,433
2024-06-21,아침,샤브샤브,685
2024-06-21,점심,돼지고기김치찜,814
2024-06-21,저녁,닭강정,430
2024-06-22,아침,아구찜,566
2024-06-22,점심,카레,804
2024-06-22,저녁,카레,384
2024-06-23,아침,짬뽕,479
2024-06-23,점심,닭강정,747
2024-06-23,저녁,오징어볶음,690
2024-06-24,아침,훈제오리샐러드,334
2024-06-24,점심,순대볶음,371
2024-06-24,저녁,돈까스카레,841
2024-06-25,아침,쭈꾸미볶음,398
2024-06-25,점심,돈까스카레,519
2024-06-25,저녁,닭가슴살샐러드,686
2024-06-26,아침,차돌박이,434
2024-06-26,점심,불닭볶음면,844
2024-06-26,저녁,새우볶음밥,469
2024-06-27,아침,보쌈,555
2024-06-27,점심,마파두부,431
2024-06-27,저녁,돈까스덮밥,338
2024-06-28,아침,콩국수,488
2024-06-28,점심,양장피,874
2024-06-28,저녁,계란말이,674
2024-06-29,아침,바지락칼국수,498
2024-06-29,점심,오리구이,568
2024-06-29,저녁,콩나물국밥,533
2024-06-30,아침,콩나물국밥,857
2024-06-30,점심,김밥,732
2024-06-30,저녁,돈까스카레,715
2024-07-01,아침,깐풍기,437
2024-07-01,점심,로제떡볶이,588
2024-07-01,저녁,떡국,441
2024-07-02,아침,김치볶음밥,744
2024-07-02,점심,훈제연어샐러드,875
2024-07-02,저녁,닭갈비,585
2024-07-03,아침,떡볶이,525
2024-07-03,점심,매운치킨,577
2024-07-03,저녁,우동,847
2024-07-04,아침,파전,513
2024-07-04,점심,오징어볶음,889
2024-07-04,저녁,갈비탕,624
2024-07-05,아침,짬뽕,327
2024-07-05,점심,돈까스덮밥,887
2024-07-05,저녁,돼지국밥,803
2024-07-06,아침,냉채족발,307
2024-07-06,점심,닭강정,472
2024-07-06,저녁,콩국수,534
2024-07-07,아침,계란말이,576
2024-07-07,점심,닭가슴살샐러드,723
2024-07-07,저녁,돈까스카레,305
2024-07-08,아침,순대볶음,826
2024-07-08,점심,닭갈비,588
2024-07-08,저녁,고기국수,584
2024-07-09,아침,떡볶이,401
2024-07-09,점심,회,495
2024-07-09,저녁,짬뽕,459
2024-07-10,아침,유부초밥,568
2024-07-10,점심,마파두부,877
2024-07-10,저녁,수제비,364
2024-07-11,아침,고등어구이,658
2024-07-11,점심,돈까스,524
2024-07-11,저녁,삼계탕,590
2024-07-12,아침,돼지국밥,414
2024-07-12,점심,물냉면,424
2024-07-12,저녁,비빔밥,379
2024-07-13,아침,김치전,340
2024-07-13,점심,간장새우,560
2024-07-13,저녁,깐풍기,436
2024-07-14,아침,우동,329
2024-07-14,점심,회,541
2024-07-14,저녁,코다리조림,368
2024-07-15,아침,회,571
2024-07-15,점심,카레,420
2024-07-15,저녁,카레,533
2024-07-16,아침,굴국밥,493
2024-07-16,점심,잡채,724
2024-07-16,저녁,된장국,368
2024-07-17,아침,매운탕,712
2024-07-17,점심,훈제오리샐러드,364
2024-07-17,저녁,닭가슴살샐러드,483
2024-07-18,아침,훈제연어샐러드,897
2024-07-18,점심,유부초밥,545
2024-07-18,저녁,해물탕,469
2024-07-19,아침,부대찌개,423
2024-07-19,점심,돈까스카레,483
2024-07-19,저녁,된장찌개,719
2024-07-20,아침,샌드위치,768
2024-07-20,점심,샐러드파스타,388
2024-07-20,저녁,설렁탕,751
2024-07-21,아침,매운치킨,678
2024-07-21,점심,간장새우,595
2024-07-21,저녁,카레,512
2024-07-22,아침,감자탕,419
2024-07-22,점심,삼겹살,517
2024-07-22,저녁,된장국,419
2024-07-23,아침,고등어구이,630
2024-07-23,점심,짜장면,876
2024-07-23,저녁,비빔밥,384
2024-07-24,아침,감자탕,411
2024-07-24,점심,고등어구이,503
2024-07-24,저녁,순두부찌개,877
2024-07-25,아침,비빔냉면,509
2024-07-25,점심,스테이크,771
2024-07-25,저녁,아구찜,535
2024-07-26,아침,로제떡볶이,406
2024-07-26,점심,짜장면,385
2024-07-26,저녁,우동,632
2024-07-27,아침,크림파스타,833
2024-07-27,점심,차슈덮밥,829
2024-07-27,저녁,감자탕,525
2024-07-28,아침,냉면,704
2024-07-28,점심,양꼬치,557
2024-07-28,저녁,칼국수,396
2024-07-29,아침,설렁탕,442
2024-07-29,점심,닭가슴살샐러드,781
2024-07-29,저녁,회덮밥,886
2024-07-30,아침,바지락칼국수,443
2024-07-30,점심,치킨,308
2024-07-30,저녁,고추장불고기,751
2024-07-31,아침,회,548
2024-07-31,점심,낙지볶음,450
2024-07-31,저녁,잡채,411
2024-08-01,아침,양장피,337
2024-08-01,점심,부대찌개,684
2024-08-01,저녁,짜장면,648
2024-08-02,아침,된장국,822
2024-08-02,점심,닭한마리,695
2024-08-02,저녁,설렁탕,411
2024-08-03,아침,곱창전골,552
2024-08-03,점심,치즈라면,775
2024-08-03,저녁,라면,670
2024-08-04,아침,마파두부,586
2024-08-04,점심,떡만둣국,653
2024-08-04,저녁,양꼬치,837
2024-08-05,아침,곱창전골,441
2024-08-05,점심,치즈돈까스,335
2024-08-05,저녁,훈제오리샐러드,838
2024-08-06,아침,돼지고기김치찜,792
2024-08-06,점심,잡채,466
2024-08-06,저녁,고추장불고기,744
2024-08-07,아침,스테이크,856
2024-08-07,점심,치킨,826
2024-08-07,저녁,비빔국수,604
2024-08-08,아침,오리구이,331
2024-08-08,점심,김치볶음밥,344
2024-08-08,저녁,돈까스,557
2024-08-09,아침,고등어구이,533
2024-08-09,점심,냉면,350
2024-08-09,저녁,떡볶이,436
2024-08-10,아침,순대국,551
2024-08-10,점심,우삼겹덮밥,720
2024-08-10,저녁,샐러드파스타,551
2024-08-11,아침,바지락칼국수,856
2024-08-11,점심,수제비,490
2024-08-11,저녁,새우장,343
2024-08-12,아침,새우튀김,426
2024-08-12,점심,크림파스타,612
2024-08-12,저녁,냉면,826
2024-08-13,아침,불닭볶음면,535
2024-08-13,점심,삼겹살,635
2024-08-13,저녁,닭강정,468
2024-08-14,아침,낙곱새,681
2024-08-14,점심,돈까스카레,602
2024-08-14,저녁,치즈돈까스,562
2024-08-15,아침,바지락칼국수,575
2024-08-15,점심,된장찌개,736
2024-08-15,저녁,차슈덮밥,709
2024-08-16,아침,함박스테이크,883
2024-08-16,점심,해물탕,621
2024-08-16,저녁,삼계탕,782
2024-08-17,아침,돈까스,668
2024-08-17,점심,계란말이,635
2024-08-17,저녁,닭갈비,505
2024-08-18,아침,오리구이,450
2024-08-18,점심,스테이크,774
2024-08-18,저녁,스시롤,654
2024-08-19,아침,카레,415
2024-08-19,점심,냉채족발,734
2024-08-19,저녁,마파두부,497
2024-08-20,아침,함박스테이크,612
2024-08-20,점심,우삼겹덮밥,506
2024-08-20,저녁,김밥,801
2024-08-21,아침,훈제오리샐러드,679
2024-08-21,점심,고기국수,836
2024-08-21,저녁,돼지갈비,499
2024-08-22,아침,샤브샤브,868
2024-08-22,점심,콩나물국밥,877
2024-08-22,저녁,함박스테이크,621
2024-08-23,아침,훈제오리샐러드,701
2024-08-23,점심,라멘,399
2024-08-23,저녁,닭한마리,318
2024-08-24,아침,명란파스타,544
2024-08-24,점심,새우장,821
2024-08-24,저녁,갈릭버터새우,527
2024-08-25,아침,돈까스덮밥,781
2024-08-25,점심,짜장면,528
2024-08-25,저녁,낙곱새,871
2024-08-26,아침,라멘,582
2024-08-26,점심,고기국수,327
2024-08-26,저녁,해물파전,826
2024-08-27,아침,치즈라면,401
2024-08-27,점심,매운치킨,529
2024-08-27,저녁,스테이크,499
2024-08-28,아침,계란말이,382
2024-08-28,점심,파전,501
2024-08-28,저녁,차슈덮밥,631
2024-08-29,아침,돈까스덮밥,557
2024-08-29,점심,해물탕,801
2024-08-29,저녁,어묵탕,596
2024-08-30,아침,족발,828
2024-08-30,점심,수제비,419
2024-08-30,저녁,보쌈,625
2024-08-31,아침,떡만둣국,358
2024-08-31,점심,회덮밥,899
2024-08-31,저녁,해물탕,702
2024-09-01,아침,낙지볶음,454
2024-09-01,점심,치즈돈까스,723
2024-09-01,저녁,코다리조림,441
2024-09-02,아침,샤브샤브,322
2024-09-02,점심,냉채족발,321
2024-09-02,저녁,갈비찜,743
2024-09-03,아침,불고기,455
2024-09-03,점심,로제떡볶이,820
2024-09-03,저녁,비빔밥,317
2024-09-04,아침,콩나물국밥,817
2024-09-04,점심,로제떡볶이,417
2024-09-04,저녁,우삼겹덮밥,492
2024-09-05,아침,샤브샤브,776
2024-09-05,점심,북엇국,367
2024-09-05,저녁,치즈라면,467
2024-09-06,아침,삼겹살,877
2024-09-06,점심,간장새우,839
2024-09-06,저녁,불닭볶음면,728
2024-09-07,아침,콩나물국밥,551
2024-09-07,점심,회덮밥,358
2024-09-07,저녁,양꼬치,576
2024-09-08,아침,해물파전,678
2024-09-08,점심,파전,867
2024-09-08,저녁,마파두부,343
2024-09-09,아침,돼지고기김치찜,563
2024-09-09,점심,양념게장,604
2024-09-09,저녁,짬뽕,564
2024-09-10,아침,해물파전,804
2024-09-10,점심,라멘,432
2024-09-10,저녁,고등어구이,446
2024-09-11,아침,갈릭버터새우,325
2024-09-11,점심,동태찌개,617
2024-09-11,저녁,고등어구이,438
2024-09-12,아침,고등어구이,301
2024-09-12,점심,낙곱새,609
2024-09-12,저녁,곱창전골,459
2024-09-13,아침,새우튀김,830
2024-09-13,점심,잔치국수,814
2024-09-13,저녁,전복죽,462
2024-09-14,아침,차슈덮밥,306
2024-09-14,점심,매운치킨,681
2024-09-14,저녁,치즈라면,337
2024-09-15,아침,냉면,712
2024-09-15,점심,어묵탕,537
2024-09-15,저녁,스시롤,332
2024-09-16,아침,크림파스타,468
2024-09-16,점심,콩나물국밥,862
2024-09-16,저녁,깐풍기,788
2024-09-17,아침,닭가슴살샐러드,900
2024-09-17,점심,참치김밥,884
2024-09-17,저녁,삼계탕,787
2024-09-18,아침,육개장,336
2024-09-18,점심,새우장,521
2024-09-18,저녁,동태찌개,409
2024-09-19,아침,감자탕,424
2024-09-19,점심,라멘,790
2024-09-19,저녁,훈제연어샐러드,475
2024-09-20,아침,동태찌개,710
2024-09-20,점심,제육볶음,687
2024-09-20,저녁,코다리조림,465
2024-09-21,아침,수제비,652
2024-09-21,점심,오리구이,547
2024-09-21,저녁,순두부찌개,631
2024-09-22,아침,삼겹살,614
2024-09-22,점심,불닭볶음면,518
2024-09-22,저녁,돈까스카레,402
2024-09-23,아침,샐러드파스타,517
2024-09-23,점심,된장찌개,786
2024-09-23,저녁,제육볶음,774
2024-09-24,아침,낙지볶음,497
2024-09-24,점심,우동,803
2024-09-24,저녁,깐풍기,540
2024-09-25,아침,훈제오리샐러드,668
2024-09-25,점심,차슈덮밥,845
2024-09-25,저녁,차돌박이,479
2024-09-26,아침,함박스테이크,612
2024-09-26,점심,볶음밥,769
2024-09-26,저녁,고등어구이,448
2024-09-27,아침,갈비탕,432
2024-09-27,점심,된장국,559
2024-09-27,저녁,비빔밥,464
2024-09-28,아침,짜장면,305
2024-09-28,점심,차슈덮밥,599
2024-09-28,저녁,치킨,700
2024-09-29,아침,비빔국수,881
2024-09-29,점심,라면,858
2024-09-29,저녁,스팸김치찌개,419
2024-09-30,아침,제육볶음,865
2024-09-30,점심,매운탕,586
2024-09-30,저녁,수제비,384
