날짜,식사시간,메뉴,칼로리
2024-05-12,저녁,김치볶음밥,708
2024-05-13,아침,짜장면,539
2024-05-13,점심,냉면,455
2024-05-13,저녁,샐러드파스타,512
2024-05-14,아침,깐풍기,844
2024-05-14,점심,물냉면,877
2024-05-14,저녁,잔치국수,771
2024-05-15,아침,양념게장,358
2024-05-15,점심,수제비,497
2024-05-15,저녁,차슈덮밥,557
2024-05-16,아침,쭈꾸미볶음,853
2024-05-16,점심,비빔국수,340
2024-05-16,저녁,깐풍기,393
2024-05-17,아침,삼계탕,632
2024-05-17,점심,훈제오리샐러드,841
2024-05-17,저녁,크림파스타,862
2024-05-18,아침,오징어볶음,601
2024-05-18,점심,갈비탕,380
2024-05-18,저녁,훈제오리샐러드,754
2024-05-19,아침,굴국밥,381
2024-05-19,점심,돈까스,382
2024-05-19,저녁,볶음밥,755
2024-05-20,아침,짬뽕,698
2024-05-20,점심,쌀국수,301
2024-05-20,저녁,양장피,398
2024-05-21,아침,훈제연어샐러드,865
2024-05-21,점심,육개장,601
2024-05-21,저녁,돼지고기김치찜,683
2024-05-22,아침,고추장불고기,435
2024-05-22,점심,떡볶이,430
2024-05-22,저녁,잡채,373
2024-05-23,아침,부대찌개,596
2024-05-23,점심,라면,443
2024-05-23,저녁,훈제오리샐러드,444
2024-05-24,아침,육개장,537
2024-05-24,점심,된장찌개,696
2024-05-24,저녁,새우튀김,658
2024-05-25,아침,회덮밥,900
2024-05-25,점심,짬뽕,789
2024-05-25,저녁,짜장면,511
2024-05-26,아침,설렁탕,598
2024-05-26,점심,잔치국수,787
2024-05-26,저녁,만두국,349
2024-05-27,아침,칼국수,343
2024-05-27,점심,냉면,493
2024-05-27,저녁,오징어볶음,416
2024-05-28,아침,삼겹살,665
2024-05-28,점심,된장찌개,845
2024-05-28,저녁,떡국,568
2024-05-29,아침,불고기,534
2024-05-29,점심,삼계탕,432
2024-05-29,저녁,김치볶음밥,371
2024-05-30,아침,전복죽,559
2024-05-30,점심,된장국,818
2024-05-30,저녁,순대국,722
2024-05-31,아침,삼겹살,391
2024-05-31,점심,보쌈,518
2024-05-31,저녁,샌드위치,721
2024-06-01,아침,삼겹살,420
2024-06-01,점심,닭한마리,764
2024-06-01,저녁,설렁탕,532
2024-06-02,아침,낙곱새,468
2024-06-02,점심,짜장면,818
2024-06-02,저녁,로제떡볶이,315
2024-06-03,아침,짬뽕,487
2024-06-03,점심,콩나물국밥,388
2024-06-03,저녁,해물탕,787
2024-06-04,아침,된장국,305
2024-06-04,점심,떡만둣국,604
2024-06-04,저녁,순두부찌개,540
2024-06-05,아침,참치김밥,466
2024-06-05,점심,새우튀김,589
2024-06-05,저녁,샌드위치,468
2024-06-06,아침,굴국밥,606
2024-06-06,점심,오리구이,459
2024-06-06,저녁,샤브샤브,551
2024-06-07,아침,샐러드파스타,835
2024-06-07,점심,낙지볶음,429
2024-06-07,저녁,샤브샤브,418
2024-06-08,아침,보쌈,599
2024-06-08,점심,불고기,465
2024-06-08,저녁,낙곱새,814
2024-06-09,아침,닭가슴살샐러드,741
2024-06-09,점심,새우장,774
2024-06-09,저녁,잔치국수,809
2024-06-10,아침,보쌈,764
2024-06-10,점심,유부초밥,301
2024-06-10,저녁,수제비,683
2024-06-11,아침,새우볶음밥,611
2024-06-11,점심,깐풍기,587
2024-06-11,저녁,차슈덮밥,389
2024-06-12,아침,치즈라면,787
2024-06-12,점심,비빔냉면,665
2024-06-12,저녁,닭볶음탕,505
2024-06-13,아침,스시롤,637
2024-06-13,점심,김치전,472
2024-06-13,저녁,샐러드파스타,738
2024-06-14,아침,돼지갈비,829
2024-06-14,점심,돈까스,813
2024-06-14,저녁,라멘,596
2024-06-15,아침,순대볶음,431
2024-06-15,점심,고등어구이,630
2024-06-15,저녁,오리구이,829
2024-06-16,아침,돼지갈비,745
2024-06-16,점심,순대볶음,494
2024-06-16,저녁,스팸김치찌개,433
2024-06-17,아침,샤브샤브,360
2024-06-17,점심,샐러드파스타,639
2024-06-17,저녁,순대국,781
2024-06-18,아침,고추장불고기,799
2024-06-18,점심,콩국수,429
2024-06-18,저녁,곱창전골,756
2024-06-19,아침,볶음밥,432
2024-06-19,점심,곱창전골,318
2024-06-19,저녁,치즈떡볶이,697
2024-06-20,아침,순두부찌개,437
2024-06-20,점심,김치찌개,301
2024-06-20,저녁,콩나물국밥,834
2024-06-21,아침,코다리조림,889
2024-06-21,점심,양념게장,432
2024-06-21,저녁,알밥,594
2024-06-22,아침,돼지국밥,461
2024-06-22,점심,간장새우,852
2024-06-22,저녁,잡채,371
2024-06-23,아침,쌀국수,630
2024-06-23,점심,새우볶음밥,593
2024-06-23,저녁,김밥,616
2024-06-24,아침,회덮밥,522
2024-06-24,점심,새우장,780
2024-06-24,저녁,간장새우,508
2024-06-25,아침,닭볶음탕,326
2024-06-25,점심,해물파전,576
2024-06-25,저녁,치즈돈까스,746
2024-06-26,아침,초밥,383
2024-06-26,점심,우동,456
2024-06-26,저녁,보쌈,687
2024-06-27,아침,샐러드파스타,366
2024-06-27,점심,삼계탕,644
2024-06-27,저녁,순대볶음,605
2024-06-28,아침,순두부찌개,485
2024-06-28,점심,돈까스카레,540
2024-06-28,저녁,훈제오리샐러드,331
2024-06-29,아침,오징어볶음,838
2024-06-29,점심,육회,650
2024-06-29,저녁,새우튀김,825
2024-06-30,아침,육개장,587
2024-06-30,점심,양장피,359
2024-06-30,저녁,마파두부,612
2024-07-01,아침,북엇국,900
2024-07-01,점심,양꼬치,701
2024-07-01,저녁,김치찌개,526
2024-07-02,아침,초밥,533
2024-07-02,점심,짜장면,474
2024-07-02,저녁,오리구이,490
2024-07-03,아침,육회,511
2024-07-03,점심,콩국수,764
2024-07-03,저녁,회,606
2024-07-04,아침,보쌈,688
2024-07-04,점심,새우튀김,716
2024-07-04,저녁,전복죽,855
2024-07-05,아침,불닭볶음면,306
2024-07-05,점심,우동,688
2024-07-05,저녁,육개장,303
2024-07-06,아침,김치전,400
2024-07-06,점심,돈까스덮밥,655
2024-07-06,저녁,곱창전골,636
2024-07-07,아침,닭가슴살샐러드,731
2024-07-07,점심,고등어구이,722
2024-07-07,저녁,김치전,865
2024-07-08,아침,로제떡볶이,447
2024-07-08,점심,냉채족발,402
2024-07-08,저녁,잡채,809
2024-07-09,아침,명란파스타,583
2024-07-09,점심,곱창전골,411
2024-07-09,저녁,낙지볶음,549
2024-07-10,아침,계란말이,595
2024-07-10,점심,불고기,423
2024-07-10,저녁,계란말이,538
2024-07-11,아침,마파두부,703
2024-07-11,점심,계란말이,699
2024-07-11,저녁,어묵탕,888
2024-07-12,아침,비빔밥,501
2024-07-12,점심,닭볶음탕,730
2024-07-12,저녁,물냉면,444
2024-07-13,아침,불닭볶음면,512
2024-07-13,점심,고추장불고기,525
2024-07-13,저녁,된장찌개,864
2024-07-14,아침,오징어볶음,639
2024-07-14,점심,훈제연어샐러드,810
2024-07-14,저녁,해물탕,741
2024-07-15,아침,치즈라면,660
2024-07-15,점심,제육볶음,400
2024-07-15,저녁,참치김밥,748
2024-07-16,아침,라면,584
2024-07-16,점심,고기국수,688
2024-07-16,저녁,고추장불고기,716
2024-07-17,아침,돼지국밥,845
2024-07-17,점심,전복죽,555
2024-07-17,저녁,갈비탕,448
2024-07-18,아침,양념게장,648
2024-07-18,점심,칼국수,548
2024-07-18,저녁,라멘,682
2024-07-19,아침,떡국,315
2024-07-19,점심,비빔국수,535
2024-07-19,저녁,닭갈비,514
2024-07-20,아침,매운탕,524
2024-07-20,점심,냉채족발,709
2024-07-20,저녁,불닭볶음면,466
2024-07-21,아침,설렁탕,657
2024-07-21,점심,비빔냉면,546
2024-07-21,저녁,갈비탕,769
2024-07-22,아침,돈까스카레,452
2024-07-22,점심,냉면,383
2024-07-22,저녁,파전,301
2024-07-23,아침,돼지고기김치찜,319
2024-07-23,점심,삼겹살,463
2024-07-23,저녁,떡볶이,476
2024-07-24,아침,불닭볶음면,643
2024-07-24,점심,낙곱새,853
2024-07-24,저녁,족발,471
2024-07-25,아침,볶음밥,374
2024-07-25,점심,곱창전골,322
2024-07-25,저녁,된장찌개,649
2024-07-26,아침,마파두부,803
2024-07-26,점심,냉면,323
2024-07-26,저녁,전복죽,588
2024-07-27,아침,고추장불고기,425
2024-07-27,점심,김치볶음밥,627
2024-07-27,저녁,마파두부,850
2024-07-28,아침,동태찌개,613
2024-07-28,점심,해물파전,723
2024-07-28,저녁,김치전,743
2024-07-29,아침,닭볶음탕,375
2024-07-29,점심,불고기,714
2024-07-29,저녁,회덮밥,516
2024-07-30,아침,김치전,853
2024-07-30,점심,쭈꾸미볶음,638
2024-07-30,저녁,해물파전,485
2024-07-31,아침,순대국,760
2024-07-31,점심,김치볶음밥,742
2024-07-31,저녁,냉채족발,493
2024-08-01,아침,양념게장,771
2024-08-01,점심,훈제연어샐러드,561
2024-08-01,저녁,된장국,303
2024-08-02,아침,훈제오리샐러드,885
2024-08-02,점심,짜장면,305
2024-08-02,저녁,함박스테이크,583
2024-08-03,아침,돼지갈비,702
2024-08-03,점심,카레,328
2024-08-03,저녁,치킨,806
2024-08-04,아침,매운치킨,872
2024-08-04,점심,콩나물국밥,550
2024-08-04,저녁,돈까스카레,769
2024-08-05,아침,훈제오리샐러드,389
2024-08-05,점심,냉채족발,607
2024-08-05,저녁,제육볶음,812
2024-08-06,아침,양꼬치,621
2024-08-06,점심,보쌈,516
2024-08-06,저녁,쌀국수,471
2024-08-07,아침,김치전,502
2024-08-07,점심,매운치킨,543
2024-08-07,저녁,돈까스카레,447
2024-08-08,아침,치즈떡볶이,659
2024-08-08,점심,고등어구이,318
2024-08-08,저녁,굴국밥,727
2024-08-09,아침,오리구이,861
2024-08-09,점심,바지락칼국수,380
2024-08-09,저녁,짬뽕,760
2024-08-10,아침,육개장,494
2024-08-10,점심,함박스테이크,573
2024-08-10,저녁,떡볶이,583
2024-08-11,아침,쌀국수,737
2024-08-11,점심,제육볶음,525
2024-08-11,저녁,갈릭버터새우,403
2024-08-12,아침,치즈돈까스,653
2024-08-12,점심,삼겹살,820
2024-08-12,저녁,라면,779
2024-08-13,아침,오리구이,322
2024-08-13,점심,감자탕,495
2024-08-13,저녁,코다리조림,689
2024-08-14,아침,갈릭버터새우,498
2024-08-14,점심,굴국밥,341
2024-08-14,저녁,새우장,344
2024-08-15,아침,치킨,357
2024-08-15,점심,닭갈비,701
2024-08-15,저녁,칼국수,588
2024-08-16,아침,돼지갈비,868
2024-08-16,점심,닭가슴살샐러드,798
2024-08-16,저녁,간장새우,575
2024-08-17,아침,떡만둣국,867
2024-08-17,점심,닭한마리,557
2024-08-17,저녁,코다리조림,377
2024-08-18,아침,간장새우,632
2024-08-18,점심,고기국수,809
2024-08-18,저녁,마파두부,551
2024-08-19,아침,돈까스덮밥,338
2024-08-19,점심,낙곱새,381
2024-08-19,저녁,돈까스덮밥,463
2024-08-20,아침,순두부찌개,692
2024-08-20,점심,회,405
2024-08-20,저녁,매운탕,817
2024-08-21,아침,돼지국밥,367
2024-08-21,점심,새우튀김,768
2024-08-21,저녁,크림파스타,867
2024-08-22,아침,훈제연어샐러드,860
2024-08-22,점심,김치볶음밥,499
2024-08-22,저녁,마파두부,886
2024-08-23,아침,마파두부,425
2024-08-23,점심,닭가슴살샐러드,611
2024-08-23,저녁,갈릭버터새우,453
2024-08-24,아침,고추장불고기,655
2024-08-24,점심,초밥,729
2024-08-24,저녁,닭한마리,304
2024-08-25,아침,보쌈,849
2024-08-25,점심,고등어구이,760
2024-08-25,저녁,보쌈,365
2024-08-26,아침,코다리조림,380
2024-08-26,점심,떡볶이,712
2024-08-26,저녁,잔치국수,434
2024-08-27,아침,갈비탕,644
2024-08-27,점심,스팸김치찌개,755
2024-08-27,저녁,돼지갈비,599
2024-08-28,아침,볶음밥,680
2024-08-28,점심,파전,404
2024-08-28,저녁,깐풍기,396
2024-08-29,아침,갈비찜,614
2024-08-29,점심,떡만둣국,694
2024-08-29,저녁,낙지볶음,485
2024-08-30,아침,고추장불고기,321
2024-08-30,점심,떡국,570
2024-08-30,저녁,짬뽕,386
2024-08-31,아침,새우볶음밥,555
2024-08-31,점심,훈제연어샐러드,357
2024-08-31,저녁,간장새우,899
2024-09-01,아침,마파두부,886
2024-09-01,점심,갈릭버터새우,590
2024-09-01,저녁,비빔국수,380
2024-09-02,아침,참치김밥,341
2024-09-02,점심,고추장불고기,494
2024-09-02,저녁,유부초밥,839
2024-09-03,아침,알밥,461
2024-09-03,점심,김치볶음밥,700
2024-09-03,저녁,치즈돈까스,447
2024-09-04,아침,함박스테이크,750
2024-09-04,점심,낙곱새,349
2024-09-04,저녁,참치김밥,668
2024-09-05,아침,스시롤,772
2024-09-05,점심,냉채족발,465
2024-09-05,저녁,육개장,519
2024-09-06,아침,삼계탕,484
2024-09-06,점심,수제비,808
2024-09-06,저녁,순대국,847
2024-09-07,아침,불고기,562
2024-09-07,점심,초밥,489
2024-09-07,저녁,닭가슴살샐러드,337
2024-09-08,아침,스시롤,497
2024-09-08,점심,치킨,740
2024-09-08,저녁,차돌박이,666
2024-09-09,아침,해물파전,745
2024-09-09,점심,굴국밥,402
2024-09-09,저녁,순대볶음,429
2024-09-10,아침,떡볶이,760
2024-09-10,점심,오징어볶음,607
2024-09-10,저녁,샐러드파스타,626
2024-09-11,아침,크림파스타,709
2024-09-11,점심,마파두부,314
2024-09-11,저녁,굴국밥,521
2024-09-12,아침,간장새우,499
2024-09-12,점심,치킨,868
2024-09-12,저녁,김치전,733
2024-09-13,아침,족발,620
2024-09-13,점심,짬뽕,819
2024-09-13,저녁,바지락칼국수,855
2024-09-14,아침,치즈라면,492
2024-09-14,점심,양념게장,654
2024-09-14,저녁,간장새우,488
2024-09-15,아침,매운탕,531
2024-09-15,점심,로제떡볶이,696
2024-09-15,저녁,비빔냉면,575
2024-09-16,아침,회덮밥,566
2024-09-16,점심,짜장면,649
2024-09-16,저녁,칼국수,779
2024-09-17,아침,닭한마리,317
2024-09-17,점심,비빔국수,728
2024-09-17,저녁,비빔냉면,633
2024-09-18,아침,잡채,768
2024-09-18,점심,마파두부,845
2024-09-18,저녁,쭈꾸미볶음,856
2024-09-19,아침,새우볶음밥,820
2024-09-19,점심,라면,898
2024-09-19,저녁,새우장,656
2024-09-20,아침,불고기,886
2024-09-20,점심,라멘,508
2024-09-20,저녁,깐풍기,623
2024-09-21,아침,돈까스덮밥,585
2024-09-21,점심,수제비,550
2024-09-21,저녁,닭볶음탕,452
2024-09-22,아침,잔치국수,654
2024-09-22,점심,샐러드파스타,559
2024-09-22,저녁,초밥,819
2024-09-23,아침,매운치킨,430
2024-09-23,점심,불고기,560
2024-09-23,저녁,콩국수,360
2024-09-24,아침,파전,439
2024-09-24,점심,삼계탕,396
2024-09-24,저녁,떡볶이,487
2024-09-25,아침,치즈돈까스,654
2024-09-25,점심,닭볶음탕,593
2024-09-25,저녁,낙지볶음,792
2024-09-26,아침,냉채족발,890
2024-09-26,점심,설렁탕,354
2024-09-26,저녁,제육볶음,830
2024-09-27,아침,된장국,535
2024-09-27,점심,곱창전골,691
2024-09-27,저녁,김밥,422
2024-09-28,아침,동태찌개,410
2024-09-28,점심,짬뽕,743
2024-09-28,저녁,간장게장,844
2024-09-29,아침,냉채족발,310
2024-09-29,점심,물냉면,701
2024-09-29,저녁,볶음밥,308
2024-09-30,아침,새우장,751
2024-09-30,점심,샐러드파스타,440
2024-09-30,저녁,계란말이,852
