날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_cuisine,lunch_cuisine,dinner_cuisine,breakfast_kobert,lunch_kobert,dinner_kobert
2022-11-01(화),닭고기육개장,"6.0, 6.0, 8.0",고추잡채밥/꽃빵,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지고기김찌찌개,"15.0, 6.0, 10.0",2,4,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 7.23427544 -1.45895511 -0.80501757],[-3.91011759  0.04894274  0.09252749]
2022-11-02(수),밥,"19.016542810985488, 8.021147011308546, 12.768707592891765",닭곰탕,"1.87, 4.75, 18.72",얼큰한오징어국,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,18,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 3.7101575  -0.00617386 -3.04988283],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 9.00911474 -0.50030324  0.21646835]
2022-11-03(목),쇠고기곰탕,"0.0, 6.0, 9.0",크루통크림스프,"18.0, 2.8, 1.0",버섯매운탕,"78.0, 8.0, 38.0",4,2,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 7.67751476 -3.58444626  0.94321651],[-3.91011759  0.04894274  0.09252749]
2022-11-06(일),갈비탕,"11.63, 31.26, 33.29",순두부오징어탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",조갯살두부국,"19.172017857142862, 7.075374999999995, 11.985875000000004",9,4,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 6.4286912  -0.47718828 -1.40227354],[ 8.19810359 -0.76837861  1.21449375],[-3.91011759  0.04894274  0.09252749]
2022-11-08(화),쇠고기장터국,"7.0, 3.7, 9.0",패주미역국,"20.828397887323945, 6.627411971830987, 11.344295774647893",건새우미역국,"82.0, 16.3, 16.2",7,1,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[7.95224593 1.3342755  0.97917243],[8.80472765 1.14782486 0.13213048]
2022-11-09(수),참치김치찌개,"6.11, 4.71, 9.71",순두부찌개,"5.62, 17.99, 18.25",새우튀김우동,"87.0, 7.0, 12.0",9,9,2,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 1, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-11-10(목),쇠고기시래기국,"19.016542810985488, 8.021147011308546, 12.768707592891765",북어들깨미역국,"11.76, 5.28, 2.78",오징어배추해장국,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,4,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 9.27748533  0.19111997 -0.10122448]
2022-11-11(금),베이컨야채볶음,"53.0, 8.0, 13.0",느타리버섯배추국,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지고기콩나물찌개,"17.0, 4.0, 12.0",2,6,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-11-12(토),버팔로치킨윙,"9.0, 10.0, 17.0",된장국,"9.93, 1.85, 5.55",돼지국밥,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,7,7,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-11-14(월),순두부찌개,"5.62, 17.99, 18.25",미소장국,"7.78, 3.36, 6.02",새우시금치국,"18.99, 2.45, 8.5",14,18,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 7.49009581  2.12522748 -0.67528983],[ 8.40749992 -1.0081995   0.49039491]
2022-11-15(화),순두부버섯탕,"19.0, 19.0, 21.0",된장국,"9.93, 1.85, 5.55",매콤순대볶음,"25.35, 7.87, 17.16",13,7,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-11-16(수),콩나물국,"5.87, 1.54, 2.17",짬뽕찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",미역된장국,"2.34, 0.08, 1.0",13,11,6,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0]",[ 7.57316899  1.61730711 -0.16444307],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-11-17(목),밥,"19.016542810985488, 8.021147011308546, 12.768707592891765",단감,"18.48, 0.22, 0.44",,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,1,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 3.7101575  -0.00617386 -3.04988283],[ 5.19511005  1.31533929 -2.50475439],[-2.94202817 -2.94203111 -5.84138783]
2022-11-18(금),떡만둣국,"68.42, 11.05, 15.0",신당동떡볶이,"20.0, 8.0, 1.0",두유,"4.0, 5.0, 9.0",6,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 5.39801894 -0.74783496 -0.55790593]
2022-11-20(일),쇠고기호박찌개,"19.016542810985488, 8.021147011308546, 12.768707592891765",오므라이스,"46.8, 14.75, 14.77",닭고기무국,"6.0, 1.1, 6.0",10,6,18,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 7.11680928 -3.53909078  0.44228173],[-3.91011759  0.04894274  0.09252749]
2022-11-21(월),쇠고기무국,"12.07, 8.62, 16.43",감자짜글이,"32.0, 1.8, 5.0",대파육개장,"16.0, 14.0, 13.0",40,12,7,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.83170669  0.33038    -0.10436202]
2022-11-22(화),사골떡왕만둣국,"9.0, 4.0, 2.0",잔치국수,"83.16, 3.94, 20.78",아욱된장국,"4.88, 0.73, 2.68",6,3,8,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 6.88935679  1.66024411 -0.10473424],[-3.91011759  0.04894274  0.09252749]
2022-11-23(수),어묵탕,"13.06, 2.45, 13.11",청국장,"11.05, 4.19, 10.03",골뱅이쫄면,"27.0, 0.0, 6.0",6,1,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.19922309  1.39409967 -0.81401895],[ 7.05661863  3.98562291 -0.44060856],[-3.91011759  0.04894274  0.09252749]
2022-11-25(금),감자고추장찌개,"13.53, 2.9, 6.9",배추된장국,"8.64, 2.01, 3.8",감자수제비국,"66.44, 6.59, 15.81",6,2,5,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.34759764 -0.00850096 -0.04735003]
2022-11-26(토),에그맥머핀,"30.0, 12.0, 18.0",두부맑은국,"20.828397887323945, 6.627411971830987, 11.344295774647893",닭볶음탕,"9.4, 9.5, 25.72",6,10,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.57928134 -2.53634966  0.37075524],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-11-27(일),팽이버섯두부국,"19.016542810985488, 8.021147011308546, 12.768707592891765",사골우거지국,"6.0, 7.0, 14.0",목살김치찌개,"11.0, 23.0, 27.0",6,9,17,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[7.84414559e+00 6.65735083e-03 2.79181484e-01],[-3.91011759  0.04894274  0.09252749]
2022-11-28(월),북어채국,"3.28, 4.9, 12.81",닭고기육개장,"6.0, 6.0, 8.0",나주곰탕,"2.42, 9.5, 27.38",7,22,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[7.67562074 1.49186113 0.29932022],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.84586981 -0.21353893 -0.30642174]
2022-11-29(화),김치찌개,"6.38, 8.09, 8.17",청년차돌떡볶이,"62.0, 13.0, 16.0",대패삼겹숙주덮밥,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,1,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-11-30(수),쇠고기감자국,"7.0, 2.4, 13.0",꽃게탕,"3.95, 1.58, 12.87",치킨스테이크,"8.0, 7.0, 21.0",16,9,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.44101986 -3.01937485  1.33599379]
2022-12-02(금),쇠고기미역국,"16.08, 6.78, 15.06",감자짜글이,"32.0, 1.8, 5.0",오징어배추해장국,"19.172017857142862, 7.075374999999995, 11.985875000000004",21,12,2,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 9.27748533  0.19111997 -0.10122448]
2022-12-03(토),핫도그빵,"24.74, 2.16, 4.75",우동국,"12.38, 2.74, 1.62",차돌육개장,"9.0, 12.0, 18.0",8,12,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[6.67557289 3.33947781 0.37022269],[8.86244031 0.57619337 0.0206399 ]
2022-12-04(일),짬뽕순두부,"21.0, 23.0, 33.0",사골순댓국,"12.0, 8.0, 26.0",배추된장국,"8.64, 2.01, 3.8",2,2,10,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-12-05(월),설렁탕,"42.7, 12.93, 32.67",닭곰탕,"1.87, 4.75, 18.72",팽이버섯계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,18,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.17150351  0.90120688 -1.14929411],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-12-06(화),사골떡왕만둣국,"9.0, 4.0, 2.0",등뼈감자탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",사골미역국,"4.0, 0.5, 1.0",6,14,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[8.46991943 1.04096919 0.16257895]
2022-12-07(수),쇠고기감자국,"7.0, 2.4, 13.0",새우시금치국,"18.99, 2.45, 8.5",볶음우동,"77.0, 8.0, 19.0",16,4,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]",[-4.62741593  0.0328805   0.09617637],[ 7.54071333 -1.02390797  0.76551533],[-3.91011759  0.04894274  0.09252749]
2022-12-09(금),순두부찌개,"5.62, 17.99, 18.25",차돌박이된장찌개,"27.0, 28.0, 27.0",빠네파스타,"19.172017857142862, 7.075374999999995, 11.985875000000004",14,10,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 1, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-12-10(토),미역된장국,"2.34, 0.08, 1.0",팽이버섯두부국,"20.828397887323945, 6.627411971830987, 11.344295774647893",떡만둣국,"68.42, 11.05, 15.0",4,9,2,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-12-11(일),순두부오징어탕,"19.016542810985488, 8.021147011308546, 12.768707592891765",감자계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지국밥,"19.172017857142862, 7.075374999999995, 11.985875000000004",2,7,7,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 8.36092413 -0.46552244  0.10928265],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-12-12(월),쇠고기장터국,"7.0, 3.7, 9.0",굴순두부찌개,"5.62, 17.99, 18.25",콩나물국,"5.87, 1.54, 2.17",7,2,11,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.32021356  1.33856581 -0.71685306]
2022-12-13(화),두부고추장찌개,"13.53, 2.9, 6.9",닭고기육개장,"6.0, 6.0, 8.0",짬뽕찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",4,22,12,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-12-14(수),밥,"19.016542810985488, 8.021147011308546, 12.768707592891765",초콜렛,"59.4, 29.66, 7.65",석박지,"3.93, 0.14, 0.81",5,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 3.7101575  -0.00617386 -3.04988283],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.61676361  0.47651778 -0.3216549 ]
2022-12-15(목),갈비탕,"11.63, 31.26, 33.29",느타리버섯배추국,"20.828397887323945, 6.627411971830987, 11.344295774647893",무청시래기국,"26.0, 10.0, 5.0",9,6,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 6.4286912  -0.47718828 -1.40227354],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[8.8792125  0.43890459 0.20605328]
2022-12-16(금),쇠고기곰탕,"0.0, 6.0, 9.0",쇠고기호박찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",스팸주먹밥,"19.172017857142862, 7.075374999999995, 11.985875000000004",4,4,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.91808039 -1.45749125  0.3288183 ]
2022-12-17(토),불고기버거,"50.0, 22.0, 20.0",미소장국,"7.78, 3.36, 6.02",목살김치찌개,"11.0, 23.0, 27.0",15,18,17,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 7.48607388 -2.10948035 -0.00940061],[ 7.49009581  2.12522748 -0.67528983],[-3.91011759  0.04894274  0.09252749]
2022-12-18(일),도가니설렁탕,"6.0, 6.0, 15.0",두부햄찌개,"2.36, 6.78, 6.98",두부맑은국,"19.172017857142862, 7.075374999999995, 11.985875000000004",4,4,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 8.14938997 -0.58147811 -0.5733208 ],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-12-19(월),짬뽕국물,"22.49, 3.23, 8.76",돼지고기김찌찌개,"15.0, 6.0, 10.0",버섯매운탕,"78.0, 8.0, 38.0",1,9,11,"[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-12-20(화),맑은된장국,"19.016542810985488, 8.021147011308546, 12.768707592891765",새우순두부계란탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",진한육개장,"16.0, 6.0, 18.0",7,3,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.63728234  1.13204187 -0.21359155]
2022-12-21(수),쇠고기시래기국,"19.016542810985488, 8.021147011308546, 12.768707592891765",쇠고기버섯들깨국,"20.828397887323945, 6.627411971830987, 11.344295774647893",하이라이스,"49.14, 9.49, 10.26",7,3,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.29316105 -2.96171273  1.04723875]
2022-12-22(목),북어들깨미역국,"11.76, 5.28, 2.78",짬뽕찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",대파육개장,"16.0, 14.0, 13.0",1,11,7,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.83170669  0.33038    -0.10436202]
2022-12-24(토),버팔로치킨윙,"9.0, 10.0, 17.0",오므라이스,"46.8, 14.75, 14.77",홍합미역국,"4.0, 0.9, 5.0",6,6,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 7.11680928 -3.53909078  0.44228173],[ 8.53414799  1.90562183 -0.29141834]
2022-12-25(일),참치김치찌개,"6.11, 4.71, 9.71",어묵콩나물국,"5.87, 1.54, 2.17",돼지고기콩나물찌개,"17.0, 4.0, 12.0",9,3,6,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[8.112488   0.56864933 0.73555331],[-3.91011759  0.04894274  0.09252749]
2022-12-26(월),감자고추장찌개,"13.53, 2.9, 6.9",닭고기육개장,"6.0, 6.0, 8.0",쇠고기육개장,"6.0, 6.0, 8.0",6,22,8,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-12-27(화),버섯쇠고기찌개,"19.016542810985488, 8.021147011308546, 12.768707592891765",감자수제비국,"66.44, 6.59, 15.81",오징어콩나물국,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,4,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 7.50078589e+00 -2.26621128e-03 -3.90581683e-01],[ 9.20090189 -0.05616126 -0.1021915 ]
2022-12-28(수),쇠고기야채볶음,"3.91, 6.23, 10.92",매콤순대볶음,"25.35, 7.87, 17.16",아스파라거스구이,"3.88, 0.12, 2.2",1,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.91937408 -2.34308746  0.79456628]
2022-12-29(목),사골우거지국,"6.0, 7.0, 14.0",닭곰탕,"1.87, 4.75, 18.72",두부햄찌개,"2.36, 6.78, 6.98",11,18,11,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 8.02304692 -0.28977702  0.62643243],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-12-30(금),북어채콩나물국,"19.016542810985488, 8.021147011308546, 12.768707592891765",파인애플함박스테이크,"20.828397887323945, 6.627411971830987, 11.344295774647893",감자그라탕,"33.0, 17.0, 13.0",3,2,1,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0]",[8.49948338 0.1374499  0.23775812],[ 8.27109141 -3.01572238  0.6679329 ],[ 8.27465202 -1.30326668 -0.19987954]
2022-12-31(토),에그맥머핀,"30.0, 12.0, 18.0",푸실리케첩볶음,"20.828397887323945, 6.627411971830987, 11.344295774647893",알리오올리오파스타,"46.0, 11.0, 7.0",6,1,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]",[ 7.57928134 -2.53634966  0.37075524],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.78281823 -3.74888674  1.17869775]
2023-01-01(일),쇠고기떡국,"0.0, 2.5, 20.0",닭곰탕,"1.87, 4.75, 18.72",콩나물국,"5.87, 1.54, 2.17",9,18,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.32021356  1.33856581 -0.71685306]
2023-01-02(월),두부맑은국,"19.016542810985488, 8.021147011308546, 12.768707592891765",사골왕만둣국,"64.0, 20.0, 15.0",청양풍매운어묵볶음,"19.172017857142862, 7.075374999999995, 11.985875000000004",8,1,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-01-04(수),에그맥머핀,"30.0, 12.0, 18.0",시래기감자탕,"15.0, 9.0, 30.0",짬뽕국물,"22.49, 3.23, 8.76",6,1,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0]",[ 7.57928134 -2.53634966  0.37075524],[ 7.77422038 -0.94749943 -1.41332002],[-3.91011759  0.04894274  0.09252749]
2023-01-07(토),핫도그빵,"24.74, 2.16, 4.75",두부맑은국,"20.828397887323945, 6.627411971830987, 11.344295774647893",된장국,"9.93, 1.85, 5.55",8,10,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-01-08(일),쇠고기곰탕,"0.0, 6.0, 9.0",새우순두부계란탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",참치김치찌개,"6.11, 4.71, 9.71",4,3,5,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-01-09(월),쇠고기호박찌개,"19.016542810985488, 8.021147011308546, 12.768707592891765",차돌박이된장찌개,"27.0, 28.0, 27.0",감자국,"9.86, 3.52, 4.54",10,10,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.37814624  2.63000957 -0.60769945]
2023-01-10(화),감자짜글이,"32.0, 1.8, 5.0",짬뽕찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지고기콩나물찌개,"17.0, 4.0, 12.0",4,11,6,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-01-11(수),비엔나소시지볶음,"1.0, 4.6, 4.0",훈제오리파프리카볶음,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지고기양배추볶음,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2023-01-12(목),애호박수제비국,"19.016542810985488, 8.021147011308546, 12.768707592891765",홍합미역국,"4.0, 0.9, 5.0",얼큰한오징어국,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,2,3,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 8.1632311  -0.25532513  0.38921324],[7.68327815 1.91051489 0.80122658],[ 9.00911474 -0.50030324  0.21646835]
2023-01-13(금),쇠고기무국,"12.07, 8.62, 16.43",추억의도시락,"67.0, 27.0, 30.0",크런치순살치킨,"2.92, 3.66, 19.78",40,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 8.08875012 -0.49918588  0.15301143],[ 8.62712498 -2.41678904  0.4338339 ]
2023-01-15(일),돼지고기김찌찌개,"15.0, 6.0, 10.0",오징어콩나물국,"20.828397887323945, 6.627411971830987, 11.344295774647893",닭곰탕,"1.87, 4.75, 18.72",6,2,10,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 8.31471714 -0.12163791  1.25437916],[-3.91011759  0.04894274  0.09252749]
2023-01-16(월),닭고기육개장,"6.0, 6.0, 8.0",콩나물국,"5.87, 1.54, 2.17",짬뽕순두부,"21.0, 23.0, 33.0",2,9,8,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[7.43730557 1.27829161 0.32615738],[-3.91011759  0.04894274  0.09252749]
2023-01-17(화),쇠고기육개장,"6.0, 6.0, 8.0",김치말이국수,"76.7, 7.01, 17.37",푸실리케첩볶음,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,1,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 7.75753842 -0.35422373  0.55807036],[-3.91011759  0.04894274  0.09252749]
